First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-8865320,R-HSA-8877338,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865320"",""CBFB binds RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877338"",""RUNX1 and NFATC2 bind the IL2 gene promoter"")","Orlic-Milacic, M"
R-HSA-8865425,R-HSA-9008832,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865425"",""RUNX2 binds CBFB"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008832"",""RUNX2 binds BAX gene promoter"")","Orlic-Milacic, M"
R-HSA-8877192,R-HSA-8877414,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877192"",""RUNX1 binds FOXP3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877414"",""FOXP3 in complex with RUNX1 binds the CTLA4 gene promoter"")","Orlic-Milacic, M"
R-HSA-8877192,R-HSA-8877391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877192"",""RUNX1 binds FOXP3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877391"",""FOXP3 in complex with RUNX1 binds intron 1 of the IL2RA (CD25) gene"")","Orlic-Milacic, M"
R-HSA-8877192,R-HSA-8877879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877192"",""RUNX1 binds FOXP3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877879"",""RUNX1 and FOXP3 bind the RSPO3 gene promoter"")","Orlic-Milacic, M"
R-HSA-8877879,R-HSA-8877884,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877879"",""RUNX1 and FOXP3 bind the RSPO3 gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877884"",""RUNX1 and FOXP3 stimulate the RSPO3 gene expression"")","Orlic-Milacic, M"
R-HSA-8877902,R-HSA-8877918,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877902"",""Activated AR binds RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877918"",""RUNX2:MAF complex binds the BGLAP gene promoter"")","Orlic-Milacic, M"
R-HSA-8932021,R-HSA-8932020,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932021"",""RUNX1 and ESR1 bind the GPAM gene enhancer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932020"",""GPAM gene expression is stimulated by RUNX1 and ESR1"")","Orlic-Milacic, M"
R-HSA-8932084,R-HSA-8932076,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932084"",""RUNX1 and ESR1 bind the AXIN1 gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932076"",""AXIN1 gene expression is inhibited by ESR1 and stimulated by RUNX1"")","Orlic-Milacic, M"
R-HSA-8935732,R-HSA-8936599,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935732"",""RUNX1 binds SIN3A,(SIN3B) co-repressor"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936599"",""RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the GP1BA promoter"")","Orlic-Milacic, M"
R-HSA-8935732,R-HSA-8937118,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935732"",""RUNX1 binds SIN3A,(SIN3B) co-repressor"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937118"",""RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the MIR27A gene promoter"")","Orlic-Milacic, M"
R-HSA-8935732,R-HSA-8936989,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935732"",""RUNX1 binds SIN3A,(SIN3B) co-repressor"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936989"",""RUNX1:CBFB, SIN3A(SIN3B), PRMT6 and HDAC1 bind the THBS1 gene promoter"")","Orlic-Milacic, M"
R-HSA-8936481,R-HSA-8935731,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936481"",""Core MLL complex methylates H3K4Me2-Nucleosome at the ITGA2B gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935731"",""ITGA2B gene transcription is stimulated by the complex of RUNX1, GATA1 and PRMT1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8936608,R-HSA-8936628,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936608"",""PRMT6 arginine methylates H3K4me2-Nucleosome at the GP1BA gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936628"",""GP1BA gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8936616,R-HSA-8936621,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936616"",""RUNX1 and GATA1 bind the promoter of the GP1BA gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936621"",""Core MLL complex methylates H3K4Me2-Nucleosome at the GP1BA gene promoter"")","Orlic-Milacic, M"
R-HSA-8936621,R-HSA-8936628,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936621"",""Core MLL complex methylates H3K4Me2-Nucleosome at the GP1BA gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936628"",""GP1BA gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8937016,R-HSA-8936995,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937016"",""Core MLL complex methylates H3K4Me2-Nucleosome at the THBS1 gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936995"",""THBS1 gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8937022,R-HSA-8936995,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937022"",""PRMT6 arginine methylates H3K4me2-Nucleosome at the THBS1 gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936995"",""THBS1 gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8937037,R-HSA-8937050,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937037"",""RUNX1 and GATA1 bind the promoter of the MIR27A gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937050"",""Core MLL complex methylates H3K4Me2-Nucleosome at the MIR27A gene promoter"")","Orlic-Milacic, M"
R-HSA-8937050,R-HSA-8937097,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937050"",""Core MLL complex methylates H3K4Me2-Nucleosome at the MIR27A gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937097"",""MIR27A gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8937097,R-HSA-8937134,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937097"",""MIR27A gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937134"",""miR-27a binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8937113,R-HSA-8937097,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937113"",""PRMT6 arginine methylates H3K4me2-Nucleosome at the MIR27A gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937097"",""MIR27A gene transcription is stimulated by the complex containing RUNX1, PRMT1 and GATA1 and inhibited by the complex of RUNX1, SIN3A and PRMT6"")","Orlic-Milacic, M"
R-HSA-8937728,R-HSA-8937682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937728"",""SRC phosphorylates RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937682"",""RUNX1 binds SRC"")","Orlic-Milacic, M"
R-HSA-8937767,R-HSA-8938867,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937767"",""PTPN11 dephosphorylates RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938867"",""CCND3,(CCND1,CCND2) binds RUNX1"")","Orlic-Milacic, M"
R-HSA-8937767,R-HSA-8937682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937767"",""PTPN11 dephosphorylates RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937682"",""RUNX1 binds SRC"")","Orlic-Milacic, M"
R-HSA-8937767,R-HSA-8937744,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937767"",""PTPN11 dephosphorylates RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937744"",""PTPN11 binds p-7Y-RUNX1"")","Orlic-Milacic, M"
R-HSA-8937767,R-HSA-8865320,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937767"",""PTPN11 dephosphorylates RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865320"",""CBFB binds RUNX1"")","Orlic-Milacic, M"
R-HSA-8937767,R-HSA-8938887,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937767"",""PTPN11 dephosphorylates RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938887"",""PML binds RUNX1"")","Orlic-Milacic, M"
R-HSA-8937807,R-HSA-8937792,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937807"",""SRC phosphorylates RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937792"",""RUNX3 binds SRC"")","Orlic-Milacic, M"
R-HSA-8937807,R-HSA-8937814,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937807"",""SRC phosphorylates RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937814"",""RUNX3 translocates to the nucleus"")","Orlic-Milacic, M"
R-HSA-8937844,R-HSA-8937820,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937844"",""SRC,YES1 phosphorylate YAP1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937820"",""SRC,YES1 bind YAP1"")","Orlic-Milacic, M"
R-HSA-8938867,R-HSA-8865320,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938867"",""CCND3,(CCND1,CCND2) binds RUNX1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865320"",""CBFB binds RUNX1"")","Orlic-Milacic, M"
R-HSA-8939706,R-HSA-8939688,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939706"",""SCF(SKP2) polyubiquitinates RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939688"",""SCF(SKP2) complex binds RUNX2"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-8939706,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939706"",""SCF(SKP2) polyubiquitinates RUNX2"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-9008479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-8952382,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-8952419,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-6798373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-6804441,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-6804942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-6804879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-6804724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-6804253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804253"",""MDM2 ubiquitinates JMY"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-870449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","Williams, MG"
R-HSA-8939801,R-HSA-2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-2176502,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176502"",""NEDD4L ubiquitinates SMAD2/3"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-2179276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179276"",""SMURF2 monoubiquitinates SMAD3"")","Orlic-Milacic, M"
R-HSA-8939801,R-HSA-2186785,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939801"",""26S proteasome degrades PolyUb-RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186785"",""RNF111 ubiquitinates SMAD7"")","Orlic-Milacic, M"
R-HSA-8951442,R-HSA-8853965,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951442"",""CTNNB1:TCF7L2,LEF1 binds the CCND1 gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853965"",""VENTX disrupts binding of CTNNB1 (beta-catenin) to TCF4 or LEF1"")","Orlic-Milacic, M"
R-HSA-8951442,R-HSA-8853956,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951442"",""CTNNB1:TCF7L2,LEF1 binds the CCND1 gene promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853956"",""Expression of CCND1 is stimulated by CTNNB1:TCF4,LEF1 and inhibited by VENTX:TCF4,LEF1"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8938487,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938487"",""miR-20a binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8935766,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935766"",""miR-378 binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8936058,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936058"",""miR-675 binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8935930,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935930"",""miR-18a binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8939129,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939129"",""miR-215 binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8935864,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935864"",""miR-302b binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8937134,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937134"",""miR-27a binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8938507,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938507"",""miR-106a binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8935785,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935785"",""RUNX1 mRNA translation is inhibited by miR-17, miR-18a, miR-20a, miR-27a, miR-106a, miR-215, miR-302b, miR-378 and miR-675"")","Orlic-Milacic, M"
R-HSA-8951926,R-HSA-8938440,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951926"",""RUNX1 gene expression is inhibited by RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938440"",""miR-17 binds RUNX1 mRNA"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8878056,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878056"",""RUNX1:CBFB binds EP300"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8935740,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8935740"",""RUNX1 and GATA1 bind the promoter of the ITGA2B gene"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8936616,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936616"",""RUNX1 and GATA1 bind the promoter of the GP1BA gene"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8936979,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936979"",""RUNX1 and GATA1 bind the promoter of the THBS1 gene"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8937037,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937037"",""RUNX1 and GATA1 bind the promoter of the MIR27A gene"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8952419,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8951951,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951951"",""RUNX3 binds EP300"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-3215152,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215152"",""TP53 in complex with EP300, PRMT1 and CARM1 binds the GADD45A promoter"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-6811479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6811479"",""ING2 recruits EP300 to TP53"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-3222093,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222093"",""BRD7 binds TP53 and EP300"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-6804229,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804229"",""JMY, TTC5 and EP300 bind"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-8864307,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8864307"",""TFAP2 homo- and heterodimers bind CITED and EP300/CREBBP"")","Orlic-Milacic, M"
R-HSA-8952058,R-HSA-5250930,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952058"",""CCND1 binds RUNX3 and displaces EP300"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250930"",""B-WICH recruits histone acetyltransferases"")","May, B"
R-HSA-8952069,R-HSA-8951977,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952069"",""HDAC4 deacetylates RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951977"",""Acetylated RUNX3 binds to BRD2"")","Orlic-Milacic, M"
R-HSA-8952382,R-HSA-8952371,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952371"",""MDM2 binds RUNX3"")","Orlic-Milacic, M"
R-HSA-8952382,R-HSA-6804942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M"
R-HSA-8956652,R-HSA-8956684,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956652"",""ITCH gene expression is stimulated by RUNX1 and YAP1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956684"",""ITCH polyubiquitinates TP73"")","Orlic-Milacic, M"
R-HSA-9008015,R-HSA-9007999,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008015"",""RUNX2 binds STAT1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007999"",""RUNX2 translocates to the nucleus"")","Orlic-Milacic, M"
R-HSA-9008110,R-HSA-9008036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008110"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008036"",""RUNX2 binds to HIVEP3 and WWP1"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-8939706,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939706"",""SCF(SKP2) polyubiquitinates RUNX2"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-9008478,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008478"",""FBXW7 binds RUNX2 and GSK3B"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-9008479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008479"",""FBXW7 polyubiquitinates RUNX2"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-9008476,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008476"",""RUNX2 binds GSK3B"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-8952382,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952382"",""MDM2 polyubiquitinates RUNX3"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-8952419,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8952419"",""SMURFs ubiquitinate RUNX3"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-6798373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798373"",""MDM2 ubiquitinates DYRK2"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-6804441,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804441"",""RNF34 or RFFL ubiquitinates phosphorylated TP53"")","Orlic-Milacic, M"
R-HSA-9008475,R-HSA-6804942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008475"",""Proteasome degrades polyubiquitinated RUNX2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","Orlic-Milacic, M"
