First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
MAT2B:MAT2A:K+:2Mg2+ transfers Ado from ATP to L-Met,(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
MAT2B:MAT2A:K+:2Mg2+ transfers Ado from ATP to L-Met,(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,,,,
MAT2B:MAT2A:K+:2Mg2+ transfers Ado from ATP to L-Met,thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,,,,
MAT2B:MAT2A:K+:2Mg2+ transfers Ado from ATP to L-Met,(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,,,,
"Expression of CD36 (platelet glycoprotein IV, FAT)",CD36 (FAT) translocates palmitate from the extracellular region to the cytosol,"May, B",Different,FALSE,,,,,
SORD oxidizes D-sorbitol to Fru,"CYP24A1 hydroxylates 1,25(OH)2D, inactivating it","Jassal, B",Different,FALSE,,,,,
SORD oxidizes D-sorbitol to Fru,"CYP27B1 hydroxylates 25(OH)D to 1,25(OH)2D","Jassal, B",Different,FALSE,,,,,
SORD oxidizes D-sorbitol to Fru,KHK dimer phosphorylates Fru to Fru 1-P,"Ribeiro, JM",Same,FALSE,,,,,
OLAH hydrolyzes decanoyl-FASN dimer to DECA and FASN dimer,acetyl-CoA + 7 malonyl-CoA + 14 NADHP + 14 H+ => palmitate + 7 CO2 + 14 NADP+ + 8 CoASH + 6 H2O,"Joshi-Tope, G",Same,FALSE,,,,,
XYLB phosphorylates D-xylulose,Activation of PP2A by Xylulose-5-phosphate,"Gopinathrao, G",Different,FALSE,,,,,
Tyrosinase oxidises tyrosine to dopaquinone,"Dopaquinone, cysteine form CD isomers","Jupe, S",Same,FALSE,,,,,
Tyrosinase oxidises tyrosine to dopaquinone,DHI and DHICA polymerise forming eumelanin,"Jupe, S",Same,FALSE,,,,,
Tyrosinase oxidises tyrosine to dopaquinone,"CD isomers transform to BT, BTCA, BZ, ODHBT","Jupe, S",Same,FALSE,,,,,
Dopa is oxidized to dopaquinone by TYR,"Leucodopachrome, L-Dopaquinone transform to Dopachrome, L-Dopa","Jupe, S",Same,TRUE,,,,,
Dopa is oxidized to dopaquinone by TYR,Dopaquinone transforms to Leucodopachrome (Cyclodopa),"Jupe, S",Same,FALSE,,,,,
Dopa is oxidized to dopaquinone by TYR,DHI and DHICA polymerise forming eumelanin,"Jupe, S",Same,TRUE,,,,,
Dopa is oxidized to dopaquinone by TYR,"CD isomers transform to BT, BTCA, BZ, ODHBT","Jupe, S",Same,TRUE,,,,,
"CD isomers transform to BT, BTCA, BZ, ODHBT",Dopa is oxidized to dopaquinone by TYR,"Jupe, S",Same,TRUE,,,,,
DHI and DHICA polymerise forming eumelanin,Dopa is oxidized to dopaquinone by TYR,"Jupe, S",Same,TRUE,,,,,
"Leucodopachrome, L-Dopaquinone transform to Dopachrome, L-Dopa",Dopa is oxidized to dopaquinone by TYR,"Jupe, S",Same,TRUE,,,,,
"Leucodopachrome, L-Dopaquinone transform to Dopachrome, L-Dopa",Dopachrome transforms to DHI,"Jupe, S",Same,FALSE,,,,,
"ABCC2 transports BMG,BDG from cytosol to extracellular region",glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region","poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region","glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region","poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]","D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region",malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix],"D'Eustachio, P",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region","D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+",,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region",D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
"ABCC2 transports BMG,BDG from cytosol to extracellular region",MTA is cleaved and phosphorylated,"Stephan, R",Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region",(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region",(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region",thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP],,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
"ABCC2 transports BMG,BDG from cytosol to extracellular region",(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP),,Different,FALSE,,under review,reject,connects different pathways,phosphate pool
ASPA deacetylates NAA to acetate and L-aspartate,acetate + CoA + ATP => acetyl-CoA + AMP + pyrophosphate [cytosolic],"Jassal, B",Different,FALSE,,,,,
ASPA deacetylates NAA to acetate and L-aspartate,PXLP-K259-GOT1 dimer deaminates L-Asp,,Different,FALSE,,,,,
ASPA deacetylates NAA to acetate and L-aspartate,aspartate + glutamine + ATP <=> asparagine + glutamate + AMP + pyrophosphate [ASNS],,Same,FALSE,,,,,
ASPA deacetylates NAA to acetate and L-aspartate,ASS1 tetramer:NMRAL1 dimer:NADPH transforms L-Asp and L-Cit to ARSUA,"D'Eustachio, P",Different,FALSE,,,,,
ASPA deacetylates NAA to acetate and L-aspartate,CAD hexamer transforms CAP to N-carb-L-Asp,"Jassal, B",Different,FALSE,,,,,
ASPA deacetylates NAA to acetate and L-aspartate,IMP + L-Aspartate + GTP => Adenylosuccinate + GDP + Pi [ADSS],"D'Eustachio, P",Different,FALSE,,,,,
ASPA deacetylates NAA to acetate and L-aspartate,CAIR + Aspartate + ATP => SAICAR + ADP + Pi,"D'Eustachio, P",Different,FALSE,,,,,
ALDH3A2-1 oxidises HD2NAL to PALM,"ACSL3,4 ligates coenzyme A (CoA-SH) to palmitate yielding palmitoyl-coenzyme A in the pancreatic beta cell","May, B",Different,FALSE,,,,,
ALDH3A2-1 oxidises HD2NAL to PALM,"ACSL1,3,5,6 ligate CoA to PALM to form PALM-CoA","Gopinathrao, G",Different,FALSE,,,,,
BCKDK phosphorylates BCKDH,PPM1K dephosphorylates p-BCKDH,"Jassal, B",Same,TRUE,,,,,
PPM1K dephosphorylates p-BCKDH,ADP and Pi bind to ATPase,"Jassal, B",Different,FALSE,,,,,
PPM1K dephosphorylates p-BCKDH,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,,Different,FALSE,,,,,
PPM1K dephosphorylates p-BCKDH,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,,Different,FALSE,,,,,
PPM1K dephosphorylates p-BCKDH,MTHFD1L transforms 10-formyl-THF to HCOOH and THF,"Jassal, B",Different,FALSE,,,,,
PPM1K dephosphorylates p-BCKDH,BCKDK phosphorylates BCKDH,"Jassal, B",Same,TRUE,,,,,
PPM1K dephosphorylates p-BCKDH,beta-methylglutaconyl-CoA + ADP + orthophosphate + H2O <=> beta-methylcrotonyl-CoA + ATP + CO2 [MCCA],"D'Eustachio, P",Same,FALSE,,,,,
PPM1K dephosphorylates p-BCKDH,BCKDH transfers CoA group from CoA-SH to BCAAs,,Same,FALSE,,,,,
CEMIP hydrolyses HA,CEMIP hydrolyses HA,"Jassal, B",Same,TRUE,,,,,
CEMIP hydrolyses HA,Receptor-mediated uptake of HA,"Jassal, B",Same,FALSE,,,,,
"DDAH1,2 hydrolyses ADMA to DMA and L-Cit",ASS1 tetramer:NMRAL1 dimer:NADPH transforms L-Asp and L-Cit to ARSUA,"D'Eustachio, P",Different,FALSE,,,,,
HSD17B11 dehydrogenates EST17b to E1,HSD17B1 hydrogenates E1 to EST17b,"Stephan, R",Same,TRUE,,under review,reject,connects different pathways,NADPH pool
"DUOX1,2 reduce O2 to H2O2",Iodide is organified,"Jassal, B",Same,FALSE,,,,,
"DUOX1,2 reduce O2 to H2O2",Tyrosine is diiodinated,"Jassal, B",Same,FALSE,,,,,
ESD dimer hydrolyses S-FGSH to GSH,GST trimers transfer GS from GSH to luminal substrates,,Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,"ACSL3,4 ligate CoA to AA to form AA-CoA","D'Eustachio, P",Different,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid is oxidised to 5S-HpETE by ALOX5,"Jassal, B",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid is converted to HXA3/B3 by ALOX12,"Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,"Arachidonic acid is epoxidated to 5,6-EET by CYP(4)","Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,"Arachidonic acid is epoxidated to 8,9/11,12/14,15-EET by CYP(5)","Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid is oxidised to 15S-HpETE by ALOX15/15B,"Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid is oxidised to 15R-HETE by Acetyl-PTGS2,"Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid is oxidised to 12S-HpETE by ALOX12/15,"Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid  is converted to 12-oxoETE by ALOX12,"Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,Arachidonic acid is oxidised to 12R-HpETE by ALOX12B,"Williams, MG",Same,FALSE,,,,,
FAAH hydrolyses AEA to AA and ETA,ETA is phosphorylated to PETA by CHK/ETNK,"Williams, MG",Different,FALSE,,,,,
NAALADases hydrolyse NAAG,GCL ligates L-Glu to L-Cys,"Jassal, B",Different,FALSE,,,,,
NAALADases hydrolyse NAAG,FPGS-2 transforms 5-methyl-THF to 5-methyl-THFPG,,Different,FALSE,,,,,
NAALADases hydrolyse NAAG,FPGS-2 transforms THF to THFPG,,Different,FALSE,,,,,
NAALADases hydrolyse NAAG,"SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp","D'Eustachio, P",Different,FALSE,,,,,
NAALADases hydrolyse NAAG,p-hydroxyphenylpyruvate + glutamate <=> tyrosine + alpha-ketoglutarate,"D'Eustachio, P",Different,FALSE,,,,,
NAALADases hydrolyse NAAG,oxaloacetate + glutamate <=> aspartate + alpha-ketoglutarate [GOT1],,Same,FALSE,,,,,
NAALADases hydrolyse NAAG,PXLP-K200-PSAT1 dimer transfers amino group from L-Glu to 3POPA,"Stephan, R",Different,FALSE,,,,,
NAALADases hydrolyse NAAG,"a-ketoisocaproate, a-keto-b-methylvalerate, or a-ketoisovalerate + glutamate <=> leu, ile, or val + alpha-ketoglutarate [BCAT1]","D'Eustachio, P",Different,FALSE,,,,,
NAALADases hydrolyse NAAG,"N-acetylaspartylglutamate synthase A ligates NAA, L-Glu forming NAAG","Jupe, S",Different,TRUE,,,,,
NAALADases hydrolyse NAAG,glutamate + NH4+ + ATP => glutamine + ADP + orthophosphate [GLUL],,Different,FALSE,,,,,
NAALADases hydrolyse NAAG,PXLP-K314-GPT transaminates PYR to form L-Ala,,Different,FALSE,,,,,
PXLP-K754-GLDC dimer decarboxylates Gly,AMT transfers NH2CH2 from GCSH:SAMDLL to THF,"Jassal, B",Same,FALSE,,,,,
AMT transfers NH2CH2 from GCSH:SAMDLL to THF,PXLP-K280-SHMT2 tetramer transfers CH2OH group to Gly to form L-Ser,"Jassal, B",Different,TRUE,,,,,
AMT transfers NH2CH2 from GCSH:SAMDLL to THF,"MTHFD2, D2L oxidise 5,10-methylene-THF to 5,10-methenyl-THF","Jassal, B",Different,FALSE,,,,,
DLD dimer:2xFAD oxidises GCSH:DHLL to GCSH:lipoate,LIPT1 transfers lipoyl group from lipoyl-GCSH to DHs,"Jassal, B",Same,FALSE,,,,,
GLO1 dimer:2xZn2+ transforms MGXL and GSH to (R)-S-LGSH,HAGH hydrolyses (R)-S-LGSH to GSH and LACT,"Jassal, B",Same,TRUE,,,,,
PXLP-K280-SHMT2 tetramer transfers CH2OH group to Gly to form L-Ser,Mitochondrial FPGS-1 transforms THF to THFPG,,Same,FALSE,,,,,
PXLP-K280-SHMT2 tetramer transfers CH2OH group to Gly to form L-Ser,SLC25A32 transports THF from mitochondrial matrix to cytosol,,Same,FALSE,,,,,
PXLP-K280-SHMT2 tetramer transfers CH2OH group to Gly to form L-Ser,MTHFD1L dimer ligates HCOOH to THF to form 10-formyl-THF,"Jassal, B",Same,FALSE,,,,,
PXLP-K280-SHMT2 tetramer transfers CH2OH group to Gly to form L-Ser,AMT transfers NH2CH2 from GCSH:SAMDLL to THF,"Jassal, B",Different,TRUE,,,,,
"AACS ligates CoA-SH to ACA, forming ACA-CoA",HMGCS1 condenses Ac-CoA and ACA-CoA to form bHMG-CoA,"Jassal, B",Different,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,"PGYM dimer, b form + 2 AMP <=> PGYM b dimer:AMP complex","D'Eustachio, P",Different,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,PGM1:Mg2+ isomerises G6P to G1P,,Different,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,Phosphorylated GYS1 catalyzes the polyglucosylation of oligoGlc-GYG1,,Different,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,PGM:Mg2+ isomerise G6P to G1P,,Different,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,Cytosolic glucose 6-phosphate is exchanged for orthophosphate from the endoplasmic reticulum lumen by SLC37A4,"D'Eustachio, P",Same,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,"SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane","D'Eustachio, P",Same,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,alpha-D-glucose 6-phosphate <=> D-fructose 6-phosphate,,Same,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,"PGM2L1:Mg2+ phosphorylates G6P to G1,6BP","Jassal, B",Same,FALSE,,,,,
ADPGK:Mg2+ phosphorylates Glc to G6P,"alpha-D-glucose 6-phosphate + NADP+ => D-glucono-1,5-lactone 6-phosphate + NADPH + H+","D'Eustachio, P",Different,FALSE,,,,,
ADPRM hydrolyses ADP-ribose to R5P and AMP,ribose 5-phosphate + xylulose 5-phosphate <=> sedoheptulose 7-phosphate + D-glyceraldehyde 3-phosphate,,Different,FALSE,,,,,
ADPRM hydrolyses ADP-ribose to R5P and AMP,ribose 5-phosphate <=> D-ribulose 5-phosphate,,Different,FALSE,,,,,
ADPRM hydrolyses ADP-ribose to R5P and AMP,D-ribose 5-phosphate + ATP => 5-phospho-alpha-D-ribose 1-diphosphate (PRPP) + adenosine 5'-monophosphate,,Different,FALSE,,,,,
ADPRM hydrolyses ADP-ribose to R5P and AMP,D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate,,Different,FALSE,,,,,
ALDH3B1 oxidises HXAL to PALM,"ACSL3,4 ligates coenzyme A (CoA-SH) to palmitate yielding palmitoyl-coenzyme A in the pancreatic beta cell","May, B",Different,FALSE,,,,,
ALDH3B1 oxidises HXAL to PALM,"ACSL1,3,5,6 ligate CoA to PALM to form PALM-CoA","Gopinathrao, G",Different,FALSE,,,,,
ALDH1B1 tetramer oxidises CH3CHO to CH3COOH,ACSS3 ligates CoA to CH3COO-,"Jassal, B",Different,FALSE,,,,,
ALDH1B1 tetramer oxidises CH3CHO to CH3COOH,acetate + CoA + ATP => acetyl-CoA + AMP + pyrophosphate [mitochondrial],"D'Eustachio, P",Same,FALSE,,,,,
AGMO cleaves alkylglycerol into fatty aldehyde and glycerol,Conversion of Glycerol to Glycerol-3-phosphate,"Gopinathrao, G",Same,FALSE,,under review,accept?,,
AGMO cleaves alkylglycerol into fatty aldehyde and glycerol,PC is transphosphatidylated to PG by PLD1-4/6,"Williams, MG",Different,FALSE,,under review,reject,connects different pathways,glycerol pool
AGMO cleaves alkylglycerol into fatty aldehyde and glycerol,BH2 binding can lead to eNOS uncoupling,"Jassal, B",Different,TRUE,,under review,reject,connects different pathways,shared vitamin cofactor
AGMO cleaves alkylglycerol into fatty aldehyde and glycerol,Salvage - BH2 is reduced to BH4 by DHFR,"Jassal, B",Different,TRUE,,under review,reject,connects different pathways,shared vitamin cofactor
AOC1 deaminates Hist,Iodide is organified,"Jassal, B",Different,FALSE,,,,,
AOC1 deaminates Hist,Tyrosine is diiodinated,"Jassal, B",Different,FALSE,,,,,
AOC2 deaminates TYR,Iodide is organified,"Jassal, B",Different,FALSE,,,,,
AOC2 deaminates TYR,Tyrosine is diiodinated,"Jassal, B",Different,FALSE,,,,,
AOC3 deaminates BZAM,Iodide is organified,"Jassal, B",Different,FALSE,,,,,
AOC3 deaminates BZAM,Tyrosine is diiodinated,"Jassal, B",Different,FALSE,,,,,
AS3MT transfers CH3 from AdoMet to methylarsonite,AHCY:NAD+ tetramer hydrolyses AdoHcy,,Different,FALSE,,,,,
AS3MT transfers CH3 from AdoMet to arsenite(3-),AHCY:NAD+ tetramer hydrolyses AdoHcy,,Different,FALSE,,,,,
AS3MT transfers CH3 from AdoMet to arsenite(3-),GSTO1 dimer reduces methylarsonate to methylarsonite,"Jassal, B",Same,FALSE,,,,,
GSTO1 dimer reduces methylarsonate to methylarsonite,AS3MT transfers CH3 from AdoMet to methylarsonite,"Jassal, B",Same,FALSE,,,,,
GSTO1 dimer reduces methylarsonate to methylarsonite,glutathione (oxidized) + NADPH + H+ => 2 glutathione (reduced) + NADP+,"D'Eustachio, P",Different,TRUE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",GCH1 reduces GTP to dihydroneopterin triphosphate,"Jassal, B",Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",PXLP-K259-GOT1 dimer deaminates L-Asp,,Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",phenylalanine + pyruvate => 3-(indol-3-yl)pyruvate + alanine,"D'Eustachio, P",Same,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",PAH:Fe2+ tetramer hydroxylates L-Phe to L-Tyr,"D'Eustachio, P",Same,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",aspartate + glutamine + ATP <=> asparagine + glutamate + AMP + pyrophosphate [ASNS],,Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",PXLP-KYAT1 dimer transaminates L-KYN to AP-DOBu,"D'Eustachio, P",Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",ASS1 tetramer:NMRAL1 dimer:NADPH transforms L-Asp and L-Cit to ARSUA,"D'Eustachio, P",Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",CAD hexamer transforms CAP to N-carb-L-Asp,"Jassal, B",Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",IMP + L-Aspartate + GTP => Adenylosuccinate + GDP + Pi [ADSS],"D'Eustachio, P",Different,FALSE,,,,,
"ASRGL1 hydrolyses aspartame to L-Asp, L-Phe",CAIR + Aspartate + ATP => SAICAR + ADP + Pi,"D'Eustachio, P",Different,FALSE,,,,,
PXLP-K278-PHYKPL tetramer hydrolyses 5PHL,ADP and Pi bind to ATPase,"Jassal, B",Different,FALSE,,,,,
PXLP-K278-PHYKPL tetramer hydrolyses 5PHL,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,,Different,FALSE,,,,,
PXLP-K278-PHYKPL tetramer hydrolyses 5PHL,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,,Different,FALSE,,,,,
PXLP-K278-PHYKPL tetramer hydrolyses 5PHL,MTHFD1L transforms 10-formyl-THF to HCOOH and THF,"Jassal, B",Different,FALSE,,,,,
PXLP-K278-PHYKPL tetramer hydrolyses 5PHL,beta-methylglutaconyl-CoA + ADP + orthophosphate + H2O <=> beta-methylcrotonyl-CoA + ATP + CO2 [MCCA],"D'Eustachio, P",Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,ADP and Pi bind to ATPase,"Jassal, B",Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,,Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,,Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,acetaldehyde + NAD+ => acetate + NADH + H+ [mitochondrial],"Jassal, B",Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,ALDH1B1 tetramer oxidises CH3CHO to CH3COOH,"Jassal, B",Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,MTHFD1L transforms 10-formyl-THF to HCOOH and THF,"Jassal, B",Different,FALSE,,,,,
PXLP-K278-ETNPPL tetramer hydrolyses PETA,beta-methylglutaconyl-CoA + ADP + orthophosphate + H2O <=> beta-methylcrotonyl-CoA + ATP + CO2 [MCCA],"D'Eustachio, P",Different,FALSE,,,,,
"AWAT2 transfers acyl group from acyl-CoA to MAG, forming DAG",CDP-Cho and DAG are converted to PC by CEPT1 at the ER membrane,"Williams, MG",Same,FALSE,,,,,
"AWAT2 transfers acyl group from acyl-CoA to MAG, forming DAG",2-MAG and DAG are transacylated to TAG by PNPLA2/3,"Williams, MG",Same,FALSE,,,,,
"AWAT2 transfers acyl group from acyl-CoA to MAG, forming DAG","DGAT2L6,L7P transfer acyl group from acyl-CoA to DAG, forming TAG","D'Eustachio, P",Same,FALSE,,,,,
"AWAT2 transfers acyl group from acyl-CoA to MAG, forming DAG",CDP-ETA and DAG are converted to PE by CEPT1/EPT1,"Williams, MG",Same,FALSE,,,,,
BHMT2 tetramer transfers CH3 group from SMM to LHCYS,MAT1A multimers transfer Ado from ATP to L-Met,"Gopinathrao, G",Same,FALSE,,,,,
BHMT2 tetramer transfers CH3 group from SMM to LHCYS,MAT2B:MAT2A:K+:2Mg2+ transfers Ado from ATP to L-Met,"Jassal, B",Different,FALSE,,,,,
MTHFD1L dimer ligates HCOOH to THF to form 10-formyl-THF,ADP and Pi bind to ATPase,"Jassal, B",Different,FALSE,,,,,
MTHFD1L dimer ligates HCOOH to THF to form 10-formyl-THF,ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA,,Different,FALSE,,,,,
MTHFD1L dimer ligates HCOOH to THF to form 10-formyl-THF,GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA,,Different,FALSE,,,,,
MTHFD1L dimer ligates HCOOH to THF to form 10-formyl-THF,MTHFD1L transforms 10-formyl-THF to HCOOH and THF,"Jassal, B",Same,TRUE,,,,,
MTHFD1L dimer ligates HCOOH to THF to form 10-formyl-THF,beta-methylglutaconyl-CoA + ADP + orthophosphate + H2O <=> beta-methylcrotonyl-CoA + ATP + CO2 [MCCA],"D'Eustachio, P",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,5S-HpETE is reduced to 5S-HETE by GPX1/2/4,"Williams, MG",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,LTA4 is converted to LTC4 by LTC4S,"Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,EXA4 is converted to EXC4 by LTC4S,"Williams, MG",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,15S-HpETE is reduced to 15S-HETE by GPX1/2/4,"Williams, MG",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,12R-HpETE is reduced to 12R-HETE by GPX1/2/4,"Williams, MG",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,12S-HpETE is reduced to 12S-HETE by GPX1/2/4,"Williams, MG",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,GPX4-2 reduces 17(R)-Hp-DHA to 17(R)-HDHA,"Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,"GSTM4 dimer transfers GSH to 13(S),14(S)-epoxy-DHA to form MCTR1","Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,"LTC4S trimer transfers GSH to 13(S),14(S)-epoxy-DHA to form MCTR1","Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,LTC4S trimer transfers GSH to 7S(8)-epoxy-17(S)-HDHA to form RCTR1,"Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,"GGT transfers GSH to 16S,17S-epoxy-DHA to form PCTR1","Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,GPX4-2 reduces 17(S)-Hp-DHA to 17(S)-HDHA,"Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,GPX4-2 reduces 18(R)-HpEPE to 18(R)-HEPE,"Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,GPX4-2 reduces 18(S)-HpEPE to 18(S)-HEPE,"Jassal, B",Different,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,GLO1 dimer:2xZn2+ transforms MGXL and GSH to (R)-S-LGSH,"Jassal, B",Same,TRUE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,"BSG:MCTs cotransport LACT, H+ from cytosol to extracellular region","D'Eustachio, P",Same,FALSE,,,,,
HAGH hydrolyses (R)-S-LGSH to GSH and LACT,LDH tetramer oxidises LACT to PYR,,Same,FALSE,,,,,
