,First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments,Trans_Approved/Rejected,Trans_Reason,Trans_Comment
1714,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3095901"",""ABCC1 transports cytosolic Cbl to extracellular region"")",3095901,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74376"",""(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP)"")",74376,,No,False,,,,,,
1715,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3132753"",""Pancreatic proteases degrade TCN1:Cbl"")",3132753,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3245898"",""TCN1 binds Cbl in the circulation"")",3245898,"Jassal, B",Yes,True,,,,,,
1716,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3132753"",""Pancreatic proteases degrade TCN1:Cbl"")",3132753,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000074"",""TCII binds Cbl in the circulation"")",3000074,"Jassal, B",Yes,False,,,,,,
1717,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149518"",""MTRR reduces cob(II)alamin to meCbl"")",3149518,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174401"",""AHCY:NAD+ tetramer hydrolyses AdoHcy"")",174401,,No,False,,,,,,
1718,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149539"",""MTR transfers CH3 group from MTHF to cob(I)alamin"")",3149539,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174374"",""MTR transfers CH3 from MeCbl to HCYS"")",174374,"Jassal, B",No,True,,,,,,
1719,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149539"",""MTR transfers CH3 group from MTHF to cob(I)alamin"")",3149539,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200680"",""SLC25A32 transports THF from cytosol to mitochondrial matrix"")",200680,,No,False,,,,,,
1720,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149539"",""MTR transfers CH3 group from MTHF to cob(I)alamin"")",3149539,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-197958"",""FPGS-2 transforms THF to THFPG"")",197958,,No,False,,,,,,
1721,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149539"",""MTR transfers CH3 group from MTHF to cob(I)alamin"")",3149539,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70920"",""N-formiminoglutamate + tetrahydrofolate => glutamate + 5-formiminotetrahydrofolate"")",70920,"D'Eustachio, P",No,False,,,,,,
1722,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149539"",""MTR transfers CH3 group from MTHF to cob(I)alamin"")",3149539,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73605"",""dUMP + N5,N10-methylene tetrahydrofolate => TMP + dihydrofolate"")",73605,,No,False,,,,,,
1723,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3165230"",""SLC52A1,2,3 transport RIB from extracellular region to cytosol"")",3165230,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-196964"",""RFK:Mg2+ phosphorylates RIB"")",196964,,Yes,True,,,,,,
1724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3204311"",""AOX1 oxidises PXL to PDXate"")",3204311,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640316"",""DeHA hydrolyses to threonate and oxalate"")",9640316,"Stephan, R",Yes,False,,,,,,
1725,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3245898"",""TCN1 binds Cbl in the circulation"")",3245898,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3132753"",""Pancreatic proteases degrade TCN1:Cbl"")",3132753,"Jassal, B",Yes,True,,,,,,
1726,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71590"",""glycogen-glycogenin-2 + n orthophosphate => limit dextrin-glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",71590,,No,False,,,,,,
1727,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453358"",""poly((1,4)-alpha-glycosyl) glycogenin-1 + n orthophosphate => glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",453358,"D'Eustachio, P",No,False,,,,,,
1728,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71515"",""glycogen-glycogenin-1 + n orthophosphate => limit dextrin-glycogenin-1 + n D-glucose 1-phosphate [PYGM,PYGB]"")",71515,,No,False,,,,,,
1729,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-453339"",""poly((1,4)-alpha-glucosyl) glycogenin-2 + n orthophosphate => glycogenin-2 + n D-glucose 1-phosphate [PYGL]"")",453339,"D'Eustachio, P",No,False,,,,,,
1730,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3266566"",""G6PC2 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (islet)"")",3266566,,Yes,True,,,,,,
1731,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"D'Eustachio, P",Yes,False,,,,,,
1732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71825"",""G6PC hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (liver)"")",71825,,Yes,True,,,,,,
1733,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3262512"",""G6PC3 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (ubiquitous)"")",3262512,,Yes,True,,,,,,
1734,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70449"",""D-glyceraldehyde 3-phosphate + orthophosphate + NAD+ <=> 1,3-bisphospho-D-glycerate + NADH + H+"")",70449,,Yes,False,,,,,,
1735,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111215"",""D-ribose 5-phosphate + 2'-deoxyadenosine 5'-triphosphate (dATP) => 5-Phospho-alpha-D-ribose 1-diphosphate (PRPP) + 2'-deoxyadenosine 5'-monophosphate"")",111215,,No,False,,,,,,
1736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""MTA is cleaved and phosphorylated"")",1237160,"Stephan, R",No,False,,,,,,
1737,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74242"",""(deoxy)inosine + orthophosphate <=> hypoxanthine + (deoxy)ribose 1-phosphate (NP)"")",74242,,No,False,,,,,,
1738,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74249"",""(deoxy)guanosine + orthophosphate <=> guanine + (deoxy)ribose 1-phosphate (NP)"")",74249,,No,False,,,,,,
1739,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112265"",""thymidine or deoxyuridine + orthophosphate <=> thymine or uracil + 2-deoxy-D-ribose 1-phosphate [TYMP]"")",112265,,No,False,,,,,,
1740,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74376"",""(deoxy)uridine + orthophosphate <=> uracil + (deoxy)ribose 1-phosphate (UPP)"")",74376,,No,False,,,,,,
1741,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3262512"",""G6PC3 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (ubiquitous)"")",3262512,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198458"",""Efflux of glucose from the endoplasmic reticulum"")",198458,"D'Eustachio, P",Yes,False,,,,,,
1742,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3262512"",""G6PC3 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (ubiquitous)"")",3262512,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198513"",""Cytosolic glucose 6-phosphate is exchanged for orthophosphate from the endoplasmic reticulum lumen by SLC37A4"")",198513,"D'Eustachio, P",Yes,True,,,,,,
1743,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3262512"",""G6PC3 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (ubiquitous)"")",3262512,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"D'Eustachio, P",Yes,True,,,,,,
1744,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3266566"",""G6PC2 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (islet)"")",3266566,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198458"",""Efflux of glucose from the endoplasmic reticulum"")",198458,"D'Eustachio, P",Yes,False,,,,,,
1745,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3266566"",""G6PC2 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (islet)"")",3266566,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198513"",""Cytosolic glucose 6-phosphate is exchanged for orthophosphate from the endoplasmic reticulum lumen by SLC37A4"")",198513,"D'Eustachio, P",Yes,True,,,,,,
1746,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3266566"",""G6PC2 hydrolyzes glucose 6-phosphate to form glucose and orthophosphate (islet)"")",3266566,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3257122"",""SLC37A1, SLC37A2 exchange G6P for Pi across the endoplasmic reticulum membrane"")",3257122,"D'Eustachio, P",Yes,True,,,,,,
1747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350147"",""VD3 translocates from extracellular region to ER membrane"")",350147,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8963872"",""VD3 translocates from ER membrane to extracellular region"")",8963872,"Jassal, B",Yes,True,,,,reject,connects opposing transport reactions,futile cycle
1748,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350567"",""Antizyme OAZ binds to Ornithine decarboxylase"")",350567,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-353125"",""26S proteosome degrades ODC holoenzyme complex"")",353125,"Gopinathrao, G",Yes,True,,,,,,
1749,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350567"",""Antizyme OAZ binds to Ornithine decarboxylase"")",350567,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350600"",""Antizyme inhibitor binds to OAZ and stablizes ODC complex"")",350600,"Gopinathrao, G",Yes,False,,,,,,
1750,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350598"",""Arginine<=>Agmatine+CO2"")",350598,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350604"",""Agmatine + H2O <=> putrescine + urea"")",350604,"Gopinathrao, G",Yes,False,,,,,,
1751,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350604"",""Agmatine + H2O <=> putrescine + urea"")",350604,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351215"",""Putrescine + dc-Adenosyl methionine  => Spermidine + 5'-methylthioadenosine"")",351215,"Gopinathrao, G",Yes,False,,,,,,
1752,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350869"",""Thyroxine is deiodinated to reverse triiodothyronine (RT3)"")",350869,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176585"",""3,5,3'-triiodothyronine + PAPS => 3,5,3'-triiodothyronine 4-sulfate + PAP"")",176585,,No,False,,,,,,
1753,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351210"",""dc-Adenosyl methionine + Spermidine => Spermine + 5'-methylthioadenosine"")",351210,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351207"",""Spermine  => N-acetylated spermine"")",351207,"Gopinathrao, G",Yes,False,,,,,,
1754,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351215"",""Putrescine + dc-Adenosyl methionine  => Spermidine + 5'-methylthioadenosine"")",351215,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351208"",""Spermidine  => N-acetylated spermidine"")",351208,"Gopinathrao, G",Yes,False,,,,,,
1755,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372342"",""MPC1:MPC2 cotransports PYR, H+ from cytosol to mitochondrial matrix"")",372342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6807826"",""LDHAL6B reduces PYR to LACT"")",6807826,"D'Eustachio, P",Yes,False,,,,,,
1756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372342"",""MPC1:MPC2 cotransports PYR, H+ from cytosol to mitochondrial matrix"")",372342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203946"",""PDK isoforms phosphorylate lipo-PDH"")",203946,"Gopinathrao, G",Yes,False,,,,,,
1757,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372342"",""MPC1:MPC2 cotransports PYR, H+ from cytosol to mitochondrial matrix"")",372342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-507749"",""PXLP-K341-GPT2 transaminates PYR to form L-Ala"")",507749,"D'Eustachio, P",No,False,,,,,,
1758,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372342"",""MPC1:MPC2 cotransports PYR, H+ from cytosol to mitochondrial matrix"")",372342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-909780"",""(R)-3-aminoisobutyric acid + pyruvate => 2-methyl-3-oxopropanoate + alanine"")",909780,"D'Eustachio, P",No,False,,,,,,
1759,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372342"",""MPC1:MPC2 cotransports PYR, H+ from cytosol to mitochondrial matrix"")",372342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-909776"",""beta-alanine + pyruvate => 3-oxopropanoate + alanine"")",909776,"D'Eustachio, P",No,False,,,,,,
1760,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200682"",""Mitochondrial FPGS-1 transforms THF to THFPG"")",200682,,No,False,,,,,,
1761,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70613"",""oxaloacetate + glutamate <=> aspartate + alpha-ketoglutarate [GOT2]"")",70613,,Yes,True,,,,,,
1762,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70592"",""PXLP-K259-GOT1 dimer deaminates L-Asp"")",70592,,Yes,True,,,,,,
1763,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70599"",""aspartate + glutamine + ATP <=> asparagine + glutamate + AMP + pyrophosphate [ASNS]"")",70599,,No,True,,,,,,
1764,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70577"",""ASS1 tetramer:NMRAL1 dimer:NADPH transforms L-Asp and L-Cit to ARSUA"")",70577,"D'Eustachio, P",No,False,,,,,,
1765,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70542"",""glutamate + acetyl CoA => N-acetyl glutamate + CoA"")",70542,"D'Eustachio, P",No,False,,,,,,
1766,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508179"",""a-ketoisocaproate, a-keto-b-methylvalerate, or a-ketoisovalerate + glutamate <=> leu, ile, or val + alpha-ketoglutarate [BCAT2]"")",508179,"D'Eustachio, P",No,False,,,,,,
1767,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70600"",""glutamate + NAD(P)+ => alpha-ketoglutarate + NH4+ + NAD(P)H + H+ [GLUD1]"")",70600,,No,False,,,,,,
1768,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70666"",""glutamate + L-glutamate gamma-semialdehyde <=> ornithine + alpha-ketoglutarate [OAT]"")",70666,,No,False,,,,,,
1769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508040"",""glutamate + ATP + NADPH + H+ => L-glutamate gamma-semialdehyde + NADP+ + ADP + orthophosphate [P5CS]"")",508040,"D'Eustachio, P",No,False,,,,,,
1770,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-507749"",""PXLP-K341-GPT2 transaminates PYR to form L-Ala"")",507749,"D'Eustachio, P",No,False,,,,,,
1771,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508561"",""alpha-ketoadipate + glutamate <=> alpha-aminoadipate + alpha-ketoglutarate"")",508561,"D'Eustachio, P",No,False,,,,,,
1772,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73573"",""CAD hexamer transforms CAP to N-carb-L-Asp"")",73573,"Jassal, B",No,False,,,,,,
1773,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111524"",""IMP + L-Aspartate + GTP => Adenylosuccinate + GDP + Pi [ADSS]"")",111524,"D'Eustachio, P",No,False,,,,,,
1774,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372448"",""SLC25A12,13 exchange cytosolic L-Glu for mitochondrial matrix L-Asp"")",372448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73805"",""CAIR + Aspartate + ATP => SAICAR + ADP + Pi"")",73805,"D'Eustachio, P",No,False,,,,,,
1775,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372449"",""phosphoenolpyruvate [mitochondrial matrix] + citrate [cytosol] => phosphoenolpyruvate [cytosol] + citrate [mitochondrial matrix]"")",372449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75849"",""Transport of Citrate from Mitochondrial Matrix to cytosol"")",75849,,No,True,,,,,,
1776,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372449"",""phosphoenolpyruvate [mitochondrial matrix] + citrate [cytosol] => phosphoenolpyruvate [cytosol] + citrate [mitochondrial matrix]"")",372449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70971"",""citrate <=> isocitrate"")",70971,,No,False,,,,,,
1777,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372449"",""phosphoenolpyruvate [mitochondrial matrix] + citrate [cytosol] => phosphoenolpyruvate [cytosol] + citrate [mitochondrial matrix]"")",372449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71670"",""phosphoenolpyruvate + ADP => pyruvate + ATP"")",71670,"D'Eustachio, P",Yes,False,,,,,,
1778,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372480"",""2-oxoglutarate [mitochondrial matrix] + 2-oxoadipate [cytosol] <=> 2-oxoglutarate [cytosol] + 2-oxoadipate [mitochondrial matrix]"")",372480,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198440"",""malate [mitochondrial matrix] + alpha-ketoglutarate [cytosol] <=> malate [cytosol] + alpha-ketoglutarate [mitochondrial matrix]"")",198440,"D'Eustachio, P",No,True,,,,,,
1779,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372480"",""2-oxoglutarate [mitochondrial matrix] + 2-oxoadipate [cytosol] <=> 2-oxoglutarate [cytosol] + 2-oxoadipate [mitochondrial matrix]"")",372480,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71155"",""tyrosine + alpha-ketoglutarate <=> p-hydroxyphenylpyruvate + glutamate"")",71155,"D'Eustachio, P",No,False,,,,,,
1780,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372480"",""2-oxoglutarate [mitochondrial matrix] + 2-oxoadipate [cytosol] <=> 2-oxoglutarate [cytosol] + 2-oxoadipate [mitochondrial matrix]"")",372480,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70723"",""leu, ile, or val + alpha-ketoglutarate <=> a-ketoisocaproate, a-keto-b-methylvalerate, or a-ketoisovalerate + glutamate [BCAT1]"")",70723,,No,False,,,,,,
1781,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372480"",""2-oxoglutarate [mitochondrial matrix] + 2-oxoadipate [cytosol] <=> 2-oxoglutarate [cytosol] + 2-oxoadipate [mitochondrial matrix]"")",372480,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70523"",""PXLP-K314-GPT transaminates L-Ala to form PYR"")",70523,,No,False,,,,,,
1782,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372480"",""2-oxoglutarate [mitochondrial matrix] + 2-oxoadipate [cytosol] <=> 2-oxoglutarate [cytosol] + 2-oxoadipate [mitochondrial matrix]"")",372480,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71261"",""BBOX1:AscH-:Fe2+ dimer dioxygenates TEABT and 2OG to form CAR and SUCCA"")",71261,,No,False,,,,,,
1783,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75849"",""Transport of Citrate from Mitochondrial Matrix to cytosol"")",75849,,No,True,,,,,,
1784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164840"",""ADP and Pi bind to ATPase"")",164840,"Jassal, B",No,False,,,,,,
1785,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-70997"",""ADP + Orthophosphate + Succinyl-CoA <=> ATP + Succinate + CoA"")",70997,,No,False,,,,,,
1786,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71775"",""GDP + Orthophosphate + Succinyl-CoA <=> GTP + Succinate + CoA"")",71775,,No,False,,,,,,
1787,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9012036"",""ME1:Mg2+ tetramer oxidatively decarboxylates MAL to PYR"")",9012036,"Jassal, B",No,False,,,,,,
1788,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6801456"",""MTHFD1L transforms 10-formyl-THF to HCOOH and THF"")",6801456,"Jassal, B",No,False,,,,,,
1789,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376851"",""Exchange of alpha-ketoglutarate (2-oxoglutarate) and malate across the inner mitochondrial membrane"")",376851,"D'Eustachio, P",Yes,True,,,,,,
1790,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-372843"",""malate [mitochondrial matrix] + orthophosphate [cytosol] <=> malate [cytosol] + orthophosphate [mitochondrial matrix]"")",372843,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508308"",""beta-methylglutaconyl-CoA + ADP + orthophosphate + H2O <=> beta-methylcrotonyl-CoA + ATP + CO2 [MCCA]"")",508308,"D'Eustachio, P",No,False,,,,,,
