First_Reaction,Second_Reaction,Second_Reaction_Author,SBGN_Status,Cyclic?,Expected_Release,Review_Status,Approved/Rejected,Reasons_for_Rejection,Other_Comments
TNFAIP3 (A20) deubiquitinates RIP2,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
TNFAIP3 (A20) deubiquitinates RIP2,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,Completed,Rejected,K63polyUb is a common entity released R-HSA-688136,
CYLD deubiquitinates NEMO,"TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK","Garapati, P V",Different,FALSE,,Completed,Rejected,Common component is K63polyUb,
CYLD deubiquitinates NEMO,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,Completed,Rejected,K63polyUb is a common entity that is released by R-HSA-741411,
CYLD deubiquitinates NEMO,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Activated TRAF6:p-IRAK2 interacts with TAK1 complex,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,K63-linked ubiquitination of RIP1 bound to the activated TLR complex,"de Bono, B",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,RIP2 induces K63-linked ubiquitination of NEMO,"Jupe, S",Same,TRUE,,,,,
CYLD deubiquitinates NEMO,RIP2 is K63 polyubiquitinated,"Jupe, S",Same,FALSE,,,,,
CYLD deubiquitinates NEMO,DDX58 is K63 polyubiquitinated,"Garapati, P V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1),"Shamovsky, V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
CYLD deubiquitinates NEMO,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,Completed,Rejected,K63polyUb is a common entity that is released by R-HSA-741411,
NLRP3 activation by elicitor proteins,SGT1:HSP90 binds inactive NLRP3,"Jupe, S",Same,TRUE,,,,,
Phosphorylated TAK1 dissociates from the TLR3 receptor complex,SARM binds viral dsRNA:TLR3:TICAM1,"Shamovsky, V",Different,FALSE,,,,,
Phosphorylated TAK1 dissociates from the TLR3 receptor complex,TRAF3 binds to TRIF:activated TLR3 complex,"Shamovsky, V",Same,FALSE,,,,,
Phosphorylated TAK1 dissociates from the TLR3 receptor complex,Viral dsRNA:TLR3:TICAM1 complex recruits TRAF6,"Shamovsky, V",Same,FALSE,,,,,
Phosphorylated TAK1 dissociates from the TLR3 receptor complex,Viral dsRNA:TLR3:TRIF complex recruits RIP1,"Luo, F",Same,FALSE,,,,,
Release of STAT1 dimer from active receptor unit,Binding of STAT1 to p-IFNGR1,"Garapati, P V",Same,FALSE,,Completed,Rejected,873927- is a dissociation with a release of an active component from the receptor complex (input of 873921),
SOCS-1 and SOCS-3 binds to p-JAK2,Transphosphorylation of JAK1,"Garapati, P V",Same,FALSE,,,,"??? 877269 is a regulation event that is connected to 873918 by the negative regulation instance; When negative regulator is present then 877269 is a preceding event; In general, these two events may happen simultaneously.",
Dephosphorylation of JAKs by PTPs,Phosphorylation of JAK2,"Garapati, P V",Same,FALSE,,Completed,Rejected,877308 is a regulation by dephosphorylation that brings back an input of 873919,
Advanced glycosylation end product-specific receptor (AGER/RAGE) is a multiligand receptor,NFkB complex is transported from cytosol to nucleus,"Shamovsky, V",Different,FALSE,,Completed,Approved?,"Events linked by positive regulation, no direct relationship between preceding event output and following event input",
IL18BP binds IL18,IL18 binds IL18R1,"Jupe, S",Same,FALSE,,Completed,Rejected,The events may happen simultaneously,
Inactivation of LCK by PTPN22,Activation of Lck,"de Bono, B",Same,TRUE,,Completed,Rejected,"Inactivation event releases TCR:Lck complex, which is input for R-HSA-202291",
Inactivation of LCK by PTPN22,Inactivation of Lck by Csk,"de Bono, B",Same,FALSE,,Completed,Rejected,"Inactivation event releases TCR:Lck complex, which is input for R-HSA-202233",
Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates,Cross-linking of FCGRIA with IgG-coated Ag,"Garapati, P V",Different,FALSE,,,,,
Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates,Cross-linking of FCGRIIA with IgG-coated Ag,"Garapati, P V",Different,FALSE,,,,,
Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates,Cross-linking of FCGRIIIA with IgG-coated Ag,"Garapati, P V",Different,FALSE,,,,,
"Clusterin binds C5b-C7, C8, C9",C8 binds C5b:C6:C7,"de Bono, B",Same,FALSE,,,,,
"Clusterin binds C5b-C7, C8, C9",C5b:C6:C7 translocates to the plasma membrane,"de Bono, B",Same,FALSE,,,,,
"Clusterin binds C5b-C7, C8, C9",C7 binds C5b:C6,"de Bono, B",Same,FALSE,,,,,
"Clusterin binds C5b-C7, C8, C9",C9 binds C5b:C6:C7:C8,"de Bono, B",Same,FALSE,,,,,
"CR2 binds C3d, C3dg, iC3b","CR2:C3d,C3dg,iC3b binds CD19:CD81","Jupe, S",Same,FALSE,,,,,
PTPN22 dissociates from CSK,Active FLT3 binds to CSK,"Rothfels, K",Different,FALSE,,,,,
PTPN22 dissociates from CSK,Interaction of Csk with PAG,"de Bono, B",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
PTPN22 dephosphorylates ZAP70,Phosphorylation of ZAP-70 by Lck,"de Bono, B",Same,TRUE,,,,,
"IL36RN, IL1F10 bind IL1RL2",IL36:IL1RL2 binds IL1RAP-1,"Jupe, S",Same,FALSE,,,,??? the events are connected by negative regulation instance;R-HSA-8940998 is a preceding event only if negative regulator is present,
hp-IRAK1:3xTRAF6 binds UBE2N:UBE2V1:K63-polyUb,TRAF6 is K63 poly-ubiquitinated,"Ray, KP",Same,FALSE,,Completed,Approved,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,Polyubiquitinated TRAF6 binds the TAK1 complex,"Ray, KP",Same,FALSE,,Completed,Approved,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and IL1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,FALSE,,,,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,FALSE,,,,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,FALSE,,,,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and IL1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
K63polyUb-IRAK1 dissociates,NEMO binds polyubiquitinated IRAK1,"Ray, KP",Same,FALSE,,Completed,Approved,,
K63polyUb-IRAK1 dissociates,Auto-ubiquitination of TRAF6,"de Bono, B",Different,FALSE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and IL1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
K63polyUb-IRAK1 dissociates,Ubiquitination of NEMO by TRAF6,"de Bono, B",Different,FALSE,,,,,
K63polyUb-IRAK1 dissociates,Pellino ubiquitinates hp-IRAK1,"Shamovsky, V",Different,FALSE,,,,,
K63polyUb-IRAK1 dissociates,TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex,"Shamovsky, V",Different,FALSE,,,,,
K63polyUb-IRAK1 dissociates,Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>,"Shamovsky, V",Different,FALSE,,,,,
K63polyUb-IRAK1 dissociates,TRAF6 oligomer autoubiquitinates,"Garapati, P V",Different,FALSE,,,,,
K63polyUb-IRAK1 dissociates,K63polyUb-TRAF6 ubiquitinates TAK1,"Garapati, P V",Different,FALSE,,,,,
K63polyUb-IRAK1 dissociates,Auto-ubiquitination of TRAF6,"Niarakis, A",Different,FALSE,,Completed,Rejected,"TRAF6 is ubiquitinated in two distinct complexes downstream of TCR and IL1 pathways (is 
UBE2N:UBE2V1 a common participant?)",
NLRP4 and DTX4 associate with p-S172-TBK1 within dsDNA:ZBP1:TBK1,Phosphorylation and release of IRF3,"Shamovsky, V",Same,TRUE,,,,,
DTX4 ubiquitinates p-S172-TBK1 within NLRP4:DTX4:STING:TBK1:IRF3,NLRP4 and DTX4 associate with p-S172-TBK1 within STING:TBK1:IRF3,"Shamovsky, V",Same,TRUE,,,,,
DTX4 ubiquitinates p-S172-TBK1 within NLRP4:DTX4:STING:TBK1:IRF3,NLRP4 and DTX4 associate with p-S172-TBK1 within dsDNA:ZBP1:TBK1,"Shamovsky, V",Same,FALSE,,,,,
IL12RB1 binds TYK2,IL12RB1:TYK2 binds IL12RB2:JAK2,"Jupe, S",Same,FALSE,,Completed,Approved,,
IL12RB2 binds JAK2,IL12RB1:TYK2 binds IL12RB2:JAK2,"Jupe, S",Same,FALSE,,Completed,Approved,,
IL12A binds IL12B,IL12A:IL12B translocates from ER lumen to Golgi,"Duenas, C",Same,FALSE,,Completed,Approved,,
Interleukin-12 dissociates from Interleukin-12 receptor,Interleukin-12 binds Interleukin-12 receptor,"Jupe, S",Same,TRUE,,Completed,Rejected,Release of components during dissociation of a complex.,
IL12B translocates from the cytosol to the extracellular region,Interleukin-12 binds Interleukin-12 receptor,"Jupe, S",Same,FALSE,,,,??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-8950410 is a preceding event,
Y693-STAT4 dimer translocates to the nucleus,Expression of superoxide dismutase 2,"Duenas, C",Different,FALSE,,Completed,Approved,,
Y693-STAT4 dimer translocates to the nucleus,Expression of IFNG gene,"Orlic-Milacic, M",Different,FALSE,,Completed,Approved,,
Y693-STAT4 dimer translocates to the nucleus,Expression of transaldolase 1,"Duenas, C",Different,FALSE,,Completed,Approved,,
Y693-STAT4 dimer translocates to the nucleus,Expression of Interleukin-10,"Duenas, C",Different,FALSE,,Completed,Approved,,
IL12B binds IL23A,IL12B:IL23A translocates from ER lumen to extracellular space,"Duenas, C",Same,FALSE,,Completed,Approved,,
Interleukin-27 dissociates from Interleukin-27 receptor,"IL6:IL6R-2 binds IL6ST:JAK1, JAK2, (TYK2)","Ray, KP",Different,FALSE,,Completed,Rejected,??? IL6 and IL27; not sure how they are inteconnected,
Interleukin-27 dissociates from Interleukin-27 receptor,"IL6:IL6R binds IL6ST:JAK1,JAK2,(TYK2)","Ray, KP",Different,FALSE,,Completed,Rejected,??? IL6 and IL27; not sure how they are inteconnected,
Interleukin-27 dissociates from Interleukin-27 receptor,gp130:JAKs bind CNTFR,"Garapati, P V",Different,FALSE,,Completed,Rejected,??? IL6 and IL27; not sure how they are inteconnected,
Interleukin-27 dissociates from Interleukin-27 receptor,"IL11:IL11RA binds IL6ST:JAK1,JAK2,(TYK2)","Jupe, S",Different,FALSE,,Completed,Rejected,??? IL6 and IL27; not sure how they are inteconnected,
Interleukin-27 dissociates from Interleukin-27 receptor,Interleukin-27 binds Interleukin-27 receptor,"Jupe, S",Same,TRUE,,Completed,Rejected,Release of components during dissociation of a complex.,
Interleukin-27 dissociates from Interleukin-27 receptor,IL35 binds IL27RA:IL12RB2 receptor,"Varusai, TM",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
Interleukin-27 dissociates from Interleukin-27 receptor,IL35 binds IL-12RB2:IL6ST receptor,"Garapati, P V",Same,FALSE,,Completed,Rejected,"Release of components (IL6ST:JAK1, JAK2, (TYK2) ) during dissociation of a complex.",
Interleukin-27 dissociates from Interleukin-27 receptor,IL35 binds IL6ST:IL6ST receptor,"Varusai, TM",Same,FALSE,,Completed,Rejected,"Release of components (IL6ST:JAK1, JAK2, (TYK2) ) during dissociation of a complex.",
"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor","p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor","Duenas, C",Same,FALSE,,Completed,Approved,,
sIL27RA translocates from the cytoplasm to the extracellular region,Interleukin-27 binds Interleukin-27 receptor,"Jupe, S",Same,FALSE,,,,??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-8950271 is a preceding event,
IL27RA and IL6ST are phosphorylated after IL27:IL27 receptor interaction and JAK's phosphorylation,"STAT1, STAT3 bind p-Y611-IL27RA from Interleukin-27:Interleukin-27 receptor complex","Duenas, C",Same,FALSE,,Completed,Approved,,
EBI3:CANX binds IL27,CANX dissociates from IL27:EBI3,"Duenas, C",Same,FALSE,,Completed,Approved?,not clear from the summation which event occurs first,
IL12A:IL12B translocates from late endosome lumen to extracellular region,Interleukin-12 binds Interleukin-12 receptor,"Jupe, S",Same,FALSE,,Completed,Approved,,
STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,p-Y693-STAT4 dissociates after IL12:IL12R interaction,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL23R in IL23:IL23 receptor complex is phosphorylated,STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,"Duenas, C",Same,FALSE,,Completed,Approved,,
CANX binds EBI3,EBI3:CANX binds IL27,"Duenas, C",Same,FALSE,,Completed,Approved?,not clear from the summation which event occurs first,
CANX dissociates from IL27:EBI3,Interleukin-27 translocates from the ER lumen to the extracellular region,"Jupe, S",Same,FALSE,,Completed,Approved,,
CANX dissociates from IL27:EBI3,CANX binds EBI3,"Duenas, C",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
CANX dissociates from IL27:EBI3,Interaction of invariant chain trimer and MHC II alpha beta dimer,"Garapati, P V",Different,FALSE,,,,,
IL12B:IL12B translocates from ER lumen to the extracellular region,Interleukin-12 binds Interleukin-12 receptor,"Jupe, S",Same,FALSE,,,,??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-8950410 is a preceding event,
"JAK2, TYK2 in IL12A:IL12RB1:TYK2:IL12B:IL12RB2:JAK2 are phosphorylated",IL12RB2 in IL12A:IL12RB1:p-Y-TYK2:IL12B:IL12RB2:p-JAK2 is phosphorylated,"Duenas, C",Same,FALSE,,Completed,Approved,,
p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,p-Y705-STAT3 dimerizes,"Jupe, S",Different,FALSE,,,,???,
p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,p-STAT1 binds p-STAT3,"Duenas, C",Same,FALSE,,Completed,Approved,,
p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,STAT3 and STAT1 are phosphorylated by JAKs after IL27:IL27R interaction,"Duenas, C",Same,TRUE,,Completed,Rejected,Release of components during dissociation of a complex.,
p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Same,FALSE,,Completed,Rejected,STAT4 is not annotated under IL27 signaling,
STAT4 binds to IL12RB2 in Interleukin-12 receptor complex,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL12B dimerizes,IL12B:IL12B translocates from ER lumen to the extracellular region,"Duenas, C",Same,FALSE,,Completed,Approved,,
STAT3 and STAT1 are phosphorylated by JAKs after IL27:IL27R interaction,p-Y701-STAT1 and p-Y705-STAT3 dissociate from IL27:IL27 receptor,"Duenas, C",Same,TRUE,,Completed,Approved,,
IL27 binds CRLF1,CRLF1:IL27 translocates to the extracellular region,"Duenas, C",Same,FALSE,,Completed,Approved,,
"STAT1, STAT3 bind p-Y611-IL27RA from Interleukin-27:Interleukin-27 receptor complex",STAT3 and STAT1 are phosphorylated by JAKs after IL27:IL27R interaction,"Duenas, C",Same,FALSE,,Completed,Approved,,
"JAK1, JAK2, TYK2 in IL27:EBI3:IL27RA:JAK1:IL6ST:(JAK1,JAK2,TYK2) are phosphorylated",IL27RA and IL6ST are phosphorylated after IL27:IL27 receptor interaction and JAK's phosphorylation,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL12A:IL12B translocates from ER lumen to Golgi,IL12A:IL12B translocates from Golgi lumen to late endosome lumen,"Duenas, C",Same,FALSE,,Completed,Approved,,
Expression of Cofilin-1,Phosphorylation of cofilin by LIMK-1,"Garapati, P V",Different,FALSE,,,,,
STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,STAT4 binds p-Y-IL23R in IL23:IL23 receptor,"Duenas, C",Same,FALSE,,Completed,Approved,,
"JAK2, TYK2 in IL23A:IL12B:IL23R:JAK2:IL12RB1:TYK2 are phosphorylated",IL23R in IL23:IL23 receptor complex is phosphorylated,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL27 translocates from the cytosol to the extracellular space,Interleukin-27 dissociates from Interleukin-27 receptor,"Duenas, C",Same,FALSE,,,,"??? the events are connected by the negative regulation instance; When negative regulator is present then R-HSA-8950674 is a preceding event; In general, these two events may happen simultaneously.",
IL27RA binds JAK1,Interleukin-27 binds Interleukin-27 receptor,"Jupe, S",Same,FALSE,,Completed,Approved,,
CANX dissociates from IL12A:EBI3,CANX binds EBI3,"Duenas, C",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
CANX dissociates from IL12A:EBI3,Interaction of invariant chain trimer and MHC II alpha beta dimer,"Garapati, P V",Different,FALSE,,,,,
IL12A:IL12B translocates from Golgi lumen to late endosome lumen,IL12A:IL12B translocates from late endosome lumen to extracellular region,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL12RB2 in IL12A:IL12RB1:p-Y-TYK2:IL12B:IL12RB2:p-JAK2 is phosphorylated,STAT4 binds to IL12RB2 in Interleukin-12 receptor complex,"Duenas, C",Same,FALSE,,Completed,Approved,,
p-Y693-STAT4 dimerizes,Y693-STAT4 dimer translocates to the nucleus,"Duenas, C",Same,FALSE,,Completed,Approved,,
p-Y705-STAT3 binds p-Y693-STAT4,p-Y705-STAT3:p-Y693-STAT4 translocates to the nucleus,"Duenas, C",Same,FALSE,,Completed,Approved,,
p-STAT1 binds p-STAT3,p-Y701-STAT1:p-Y705-STAT3 translocates to the nucleus,"Duenas, C",Same,FALSE,,Completed,Approved,,
"Dissociation of Arf1:GDP, AP-1 Clathrin coated nonameric complex",Translocation of TGN-lysosome vesicle to lysosome,"Garapati, P V",Same,FALSE,,,,,
Dissociation of CANX from nonameric complex,CANX binds EBI3,"Duenas, C",Different,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
Dissociation of CANX from nonameric complex,Interaction of invariant chain trimer and MHC II alpha beta dimer,"Garapati, P V",Same,FALSE,,,,,
STAT4 binds p-Y-IL23R in IL23:IL23 receptor,"STAT3, STAT4 are phosphorylated by p-JAK2, p-TYK2 in IL23:IL23 receptor","Duenas, C",Same,FALSE,,Completed,Approved,,
p-Y693-STAT4 dissociates after IL12:IL12R interaction,p-Y693-STAT4 dimerizes,"Duenas, C",Same,FALSE,,Completed,Approved,,
p-Y693-STAT4 dissociates after IL12:IL12R interaction,p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Same,FALSE,,Completed,Rejected,STAT3 is not annotated under IL12 signaling,
"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",p-Y705-STAT3 dimerizes,"Jupe, S",Different,FALSE,,,,???,
"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",p-STAT1 binds p-STAT3,"Duenas, C",Same,FALSE,,Completed,Rejected,not sure if STAT1 is a part of IL23R signaling,
"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",p-Y693-STAT4 dimerizes,"Duenas, C",Same,FALSE,,Completed,?,"STAT4 homodimer formation may be added as downstream of IL23 signaling, but needs literature reference",
"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Same,FALSE,,Completed,Approved,,
"p-Y693-STAT4, p-Y705-STAT3 dissociate from IL23:IL23 receptor",STAT3 binds to p-Y-IL23R in IL23:IL23 receptor,"Duenas, C",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
Expression of Interleukin-10,IL10 negatively regulates extracellular inflammatory mediators,"Jupe, S",Different,FALSE,,Completed,Approved,,
Expression of Interleukin-10,IL10 negatively regulates plasma membrane-associated inflammatory mediators,"Jupe, S",Different,FALSE,,Completed,Approved,,
Expression of Interleukin-10,IL10 positively regulates extracellular inflammatory mediators,"Jupe, S",Different,FALSE,,Completed,Approved,,
Expression of Interleukin-10,IL10 dimerizes,"Jupe, S",Different,FALSE,,Completed,Approved,,
Expression of Interleukin-10,IL10 positively regulates plasma membrane-associated inflammatory mediators,"Jupe, S",Different,FALSE,,Completed,Approved,,
p‑Y705-STAT3 dissociates from IL19:IL20RA:p-JAK1:IL20RB,IL19:IL20RA:p‑JAK1:IL20RB binds STAT3,"Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STAT3 from the IL19R complex,
p‑Y705-STAT3 dissociates from IL19:IL20RA:p-JAK1:IL20RB,p-STAT1 binds p-STAT3,"Duenas, C",Different,FALSE,,Completed,Rejected,not sure if STAT1 is a part of IL20R signaling,
p‑Y705-STAT3 dissociates from IL19:IL20RA:p-JAK1:IL20RB,p-Y705-STAT3 binds p-Y693-STAT4,"Duenas, C",Different,FALSE,,Completed,Rejected,STAT4 is not annotated under IL20 signaling,
p-STAT3 dissociates from TSLP:IL7R:CRLF2:p-STAT3 complex,STAT3 binds TSLP:IL7R:CRLF2,"Duenas, C",Same,FALSE,,Completed,Rejected,release of activated STAT3 from the IL7R complex,
p-STAT3 dissociates from TSLP:IL7R:CRLF2:p-STAT3 complex,p-STAT3 dimerizes,"Duenas, C",Different,FALSE,,Completed,Approved???,STAT3 dimerization event can be added to the IL7 pathway,
p-Y-STAT3 and p-STAT5 dissociates from IL15:IL15RA:IL2RB:p-JAK1:IL2RG:p-JAK3:p-Y-STAT3:p-STAT5,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3 binds SHC1,"Duenas, C",Same,FALSE,,Completed,Rejected,Dissociation of the complex with the release of an input of R-HSA-8983299,
p-Y-STAT3 and p-STAT5 dissociates from IL15:IL15RA:IL2RB:p-JAK1:IL2RG:p-JAK3:p-Y-STAT3:p-STAT5,IL15:IL15RA:p-Y-IL2RB:p-Y-JAK1:p-Y-IL2RG:p-Y-JAK3 binds STAT3 and STAT5,"Duenas, C",Same,FALSE,,Completed,Rejected,Dissociation of the complex with the release of an input of R-HSA-8983378,
p-Y-STAT3 and p-STAT5 dissociates from IL15:IL15RA:IL2RB:p-JAK1:IL2RG:p-JAK3:p-Y-STAT3:p-STAT5,p-Y701-STAT1 binds p-Y705-STAT3,"Duenas, C",Different,FALSE,,Completed,Rejected,???? IL9 and IL15 signalig pathways. I'm not sure it these two can be linked. STAT1 is not involved in the IL15 signaling pathway,
OAS1 produces oligoadenylates,"Viral 2',5'-PDE cleaves 2'-5' oligoadenylates","Shamovsky, V",Same,FALSE,,,,,
OAS1 produces oligoadenylates,PDE12 cleaves 2'-5' oligoadenylates,"Shamovsky, V",Same,FALSE,,,,,
p-STAT1 dissociates from IL6ST:IL6ST,p-STAT1 dimerizes,"Duenas, C",Different,FALSE,,Completed,Approved???,STAT1 dimerization event can be added to the IL35 pathway; needs literature support,
p-STAT1 dissociates from IL6ST:IL6ST,STAT1 associates with IL6ST:IL6ST,"Varusai, TM",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
p-STAT4 dissociates from IL12RB2:IL12RB2 receptor,STAT4 binds IL12RB2:IL12RB2,"Varusai, TM",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
p-STAT1 and p-STAT4 dissociate from IL12RB2:IL6ST receptor,STAT1 and STAT4 associate with IL12RB2:IL6ST receptor,"Varusai, TM",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",p-STAT3 dimerizes,"Duenas, C",Different,FALSE,,Completed,?,"STAT3 homodimer formation may be added as downstream of IL35 signaling, but needs literature reference",
"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor",p-STAT1 dimerizes,"Duenas, C",Different,FALSE,,Completed,Approved???,STAT1 dimerization event can be added to the IL35 pathway; needs literature support,
"p-STAT1, p-STAT3 dissociate from IL27RA:IL12RB2 receptor","STAT1,STAT3 associate with IL27RA:IL12RB2 receptor","Varusai, TM",Same,FALSE,,Completed,Rejected,Release of components during dissociation of a complex.,
EBI3 gene transcription and translation,CANX binds EBI3,"Duenas, C",Same,FALSE,,Completed,Approved,,
IL12A gene transcription and translation,IL12A binds IL12B,"Duenas, C",Same,FALSE,,Completed,Approved,,
