PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
NGF-stimulated transcription,EGR1 binds CDK5R1 gene,R-HSA-9616105,"[EGR1 [nucleoplasm],CDK5R1 gene [nucleoplasm]]",[CDK5R1 gene:EGR1 [nucleoplasm]],[]
Estrogen-dependent gene expression,ERBB4s80 forms a complex with estrogen receptor ESR1,R-HSA-1254386,"[ESR1:ESTG [nucleoplasm],ERBB4s80 [nucleoplasm]]",[ERBB4s80:ESR1:estrogen [nucleoplasm]],[]
SHC-related events triggered by IGF1R,p-3Y-SHC1 dissociates from IGF1R,R-HSA-5686072,"[IGF1,2:p-3Y-IGF1R:p-3Y-SHC1 [plasma membrane]]","[p-3Y-SHC1 [cytosol],IGF1,2:p-3Y-IGF1R [plasma membrane]]",[]
PI3K events in ERBB2 signaling,Binding of PI3K to ERBB2:p-ERBB3 heterodimer,R-HSA-1250189,"[Phosphorylated ERBB2:ERBB3 heterodimers [plasma membrane],PIK3CA:PIK3R1 [cytosol]]",[NRG1/2:p-ERBB3:p-ERBB2:PI3K [plasma membrane]],[]
Signaling by SCF-KIT,GRB2 is indirectly recruited to p-KIT through SHP2,R-HSA-1433428,"[GRB2-1 [cytosol],p-SHP2:p-KIT complex [plasma membrane]]",[GRB2:p-SHP2:p-KIT complex [plasma membrane]],[]
VEGF ligand-receptor interactions,Homodimerization of VEGF proteins,R-HSA-195378,[VEGF [extracellular region]],[VEGF dimer [extracellular region]],[]
PI-3K cascade:FGFR1,FGFR1-associated PI3K phosphorylates PIP2 to PIP3,R-HSA-5654690,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[Activated FGFR1:p-FRS2:GRB2:GAB1:PI3K [plasma membrane],PIK3CA [cytosol],Activated FGFR1:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane],GRB2:GAB1:PIK3R1 [cytosol],PIK3R1 [cytosol],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol],Activated FGFR1:p-FRS2 [plasma membrane],Activated FGFR1 [plasma membrane],Activated FGFR1c bound to FGF23:Klotho [plasma membrane],p-8Y-FGFR1c [plasma membrane],HS [extracellular region],Klotho bound to FGF23 [plasma membrane],FGF23(25-251) [extracellular region],Klotho homodimer [plasma membrane],Klotho [extracellular region],Secreted Klotho homodimer [extracellular region],KL-2 [extracellular region],Membrane-bound Klotho homodimer [plasma membrane],KL-1 [plasma membrane],Activated FGFR1c homodimer  [plasma membrane],FGFR1c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF5-1 [extracellular region],Activated FGFR1b homodimer [plasma membrane],p-8Y-FGFR1b dimer [plasma membrane],p-8Y-FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region],p-6Y-FRS2 [plasma membrane]]"
Phospholipase C-mediated cascade; FGFR4,p-4Y-PLCG1 dissociates from activated FGFR4,R-HSA-5654169,[activated FGFR4:p-4Y-PLCG1 [plasma membrane]],"[p-4Y-PLCG1 [plasma membrane],Activated FGFR4 [plasma membrane]]",[]
Activated NTRK3 signals through RAS,NTRK3 phosphorylates SHC1,R-HSA-9034875,"[ATP [cytosol],NTF3:p-5Y-NTRK3 homodimer:SHC1 [plasma membrane]]","[ADP [cytosol],NTF3:p-5Y-NTRK3 homodimer:p-Y-SHC1 [plasma membrane]]","[NTF3:p-5Y-NTRK3 homodimer:SHC1 [plasma membrane],SHC1-2,SHC1-3 [cytosol],SHC1-2 [cytosol],SHC1-3 [cytosol],NTF3:p-5Y-NTRK3 homodimer [plasma membrane],p-5Y-NTRK3 [plasma membrane],NTF3 homodimer [extracellular region],NTF3 [extracellular region]]"
Signaling by PDGF,Release of novel PDGFs as latent factors,R-HSA-382057,"[Novel PDGF precursor dimers (CC, DD) [Golgi membrane]]","[Novel PDGF precursor dimers (CC, DD) [extracellular region]]",[]
Downstream signal transduction,Nck binds to the active PDGF receptor,R-HSA-382058,"[PDGF:Phospho-PDGF receptor dimer [plasma membrane],NCK1,NCK2 [cytosol]]",[PDGF:Phospho-PDGFR receptor dimer:Nck [plasma membrane]],[]
EGFR downregulation,CBL binds to GRB2,R-HSA-183052,"[GRB2-1 [cytosol],CBL [cytosol]]",[CBL:GRB2 [cytosol]],[]
Signaling by SCF-KIT,SHP2 interacts with p-KIT,R-HSA-205238,"[SFKs:p-KIT complex [plasma membrane],PTPN11 [cytosol]]",[SHP2:SFKs:p-KIT:sSCF dimer:p-KIT [plasma membrane]],[]
PI-3K cascade:FGFR2,Activated FGFR2:p-FRS2:GRB2:GAB1:PI3KR1 binds PIK3CA,R-HSA-5654614,"[Activated FGFR2:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane],PIK3CA [cytosol]]",[Activated FGFR2:p-FRS2:GRB2:GAB1:PI3K [plasma membrane]],[]
ERKs are inactivated,ERKs are inactivated by dual-specific phosphatases (DUSPs),R-HSA-203797,"[H2O [nucleoplasm],p-MAPK3/MAPK1/MAPK7 dimers [nucleoplasm]]","[Pi [nucleoplasm],MAPK3/MAPK1/MAPK7 dimers [nucleoplasm]]","[ERK-specific DUSP [nucleoplasm],DUSP4 [nucleoplasm],DUSP3 [nucleoplasm],DUSP6 [nucleoplasm],DUSP7 [nucleoplasm],VRK3:DUSP3 [nucleoplasm],VRK3 [nucleoplasm]]"
MET activates STAT3,MET phosphorylates STAT3,R-HSA-8875817,"[ATP [cytosol],HGF:p-4Y-MET dimer:STAT3 [plasma membrane]]","[p-Y705-STAT3 [cytosol],ADP [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]]","[HGF:p-4Y-MET dimer:STAT3 [plasma membrane],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane],HGF dimer:p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],HGF dimer [extracellular region],HGF(32-494) [extracellular region],HGF(495-728) [extracellular region],p-Y1234,Y1235,Y1349,Y1356-MET [plasma membrane],STAT3 [cytosol]]"
Signal attenuation,"GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 dissociates",R-HSA-5686315,"[GRB2:p-4S-SOS1:p-Y-IRS1,p-Y-IRS2 [cytosol]]","[GRB2-1:p-4S-SOS1 [cytosol],p-Y-IRS1,p-Y-IRS2 [cytosol]]",[]
PI-3K cascade:FGFR1,FGFR1- and PTPN11- associated PI3K phosphorylates PIP2 to PIP3,R-HSA-5654692,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[Activated FGFR1:p-FRS2:p-PTPN11:GRB2:GAB1:PI3K [plasma membrane],PIK3CA [cytosol],Activated FGFR:p-FRS2:p-PTPN11:GRB2:GAB1:PIK3R1 [plasma membrane],GRB2:GAB1:PIK3R1 [cytosol],PIK3R1 [cytosol],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol],Activated FGFR1:p-FRS2:p-PTPN11 [plasma membrane],Activated FGFR1:p-FRS2 [plasma membrane],Activated FGFR1 [plasma membrane],Activated FGFR1c bound to FGF23:Klotho [plasma membrane],p-8Y-FGFR1c [plasma membrane],HS [extracellular region],Klotho bound to FGF23 [plasma membrane],FGF23(25-251) [extracellular region],Klotho homodimer [plasma membrane],Klotho [extracellular region],Secreted Klotho homodimer [extracellular region],KL-2 [extracellular region],Membrane-bound Klotho homodimer [plasma membrane],KL-1 [plasma membrane],Activated FGFR1c homodimer  [plasma membrane],FGFR1c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF5-1 [extracellular region],Activated FGFR1b homodimer [plasma membrane],p-8Y-FGFR1b dimer [plasma membrane],p-8Y-FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region],p-6Y-FRS2 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol]]"
Frs2-mediated activation,Activated BRAF phosphorylates MAP2K dimers downstream of RAP1 and NGF,R-HSA-9610153,"[ATP [cytosol],RAP1:GTP:activated BRAF dimer:MAPK2K:MAPK complex [endosome membrane]]","[RAP1:GTP:activated BRAF dimer:p-2S MAPK2K:MAPK complex [endosome membrane],ADP [cytosol]]","[RAP1:GTP:activated BRAF dimer:MAPK2K:MAPK complex [endosome membrane],RAP1:GTP:activated BRAF dimer [endosome membrane],p-S445,T599,T602,S729 B-Raf complex [cytosol],Zn2+ [cytosol],p-S445,T599,S602,S729 BRAF [cytosol],YWHAB [cytosol],RAP1:GTP [endosome membrane],RAP1A [endosome membrane],GTP [cytosol],MAPKs [cytosol],MAPK3 [cytosol],MAPK1 [cytosol],MAP2K homo/heterodimers [cytosol],MAP2K1:MAPK2K2 heterodimer [cytosol],MAP2K2 [cytosol],MAP2K1 [cytosol],MAP2K2 dimer [cytosol],MAP2K1 dimer [cytosol]]"
Frs2-mediated activation,(Frs2)C3G stimulates nucleotide exchange on Rap1,R-HSA-170979,"[RAP1:GDP [endosome membrane],GTP [cytosol]]","[GDP [cytosol],RAP1:GTP [endosome membrane]]","[Active TrkA receptor:p-FRS2:CRKL:RAPGEF1 [endosome membrane],Active TrkA receptor:p-FRS2:CRKL complex [endosome membrane],Activated TrkA receptor complex [endosome membrane],beta-NGF homodimer [cytosol],NGF [cytosol],p-5Y-NTRK1-1 [endosome membrane],p-6Y-FRS2 [cytosol],CRKL [cytosol],RAPGEF1 [cytosol]]"
CREB phosphorylation,RSK1/2/3 phosphorylates CREB at Serine 133,R-HSA-199895,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[Phospho-Ribosomal protein S6 kinase [nucleoplasm],p-4S,T231,T365-RPS6KA3 [nucleoplasm],p-4S,T359,T573-RPS6KA1 [nucleoplasm],p-4S,T356,T570-RPS6KA2 [nucleoplasm]]"
Activated NTRK2 signals through FYN,NTRK2-bound FYN autophosphorylates,R-HSA-9032532,"[BDNF:p-5Y-NTRK2 homodimer:MyrG-FYN-1 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],BDNF:p-5Y-NTRK2 homodimer:MyrG,p-Y420-FYN-1 [plasma membrane]]","[BDNF:p-5Y-NTRK2 homodimer:MyrG-FYN-1 [plasma membrane],MyrG-FYN-1 [plasma membrane],BDNF:p-5Y-NTRK2 homodimer [plasma membrane],p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region]]"
Activated NTRK3 signals through PLCG1,Activated NTRK3 binds PLCG1,R-HSA-9034796,"[NTF3:p-5Y-NTRK3 homodimer [plasma membrane],PLCG1 [plasma membrane]]",[NTF3:p-5Y-NTRK3 homodimer:PLCG1 [plasma membrane]],[]
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,"[I(1,4,5)P3 [cytosol],IP3 receptor homotetramer [endoplasmic reticulum membrane]]","[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane]]",[]
FRS-mediated FGFR4 signaling,Activated FGFR4 phosphorylates FRS2,R-HSA-5654418,"[ATP [cytosol],Activated FGFR4:FRS2 [plasma membrane]]","[ADP [cytosol],Activated FGFR4:p-FRS2 [plasma membrane]]","[Activated FGFR4:FRS2 [plasma membrane],FRS2 [plasma membrane],Activated FGFR4 [plasma membrane],Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane],FGF19 [extracellular region],p-5Y-FGFR4 [plasma membrane],KLB [plasma membrane],Activated FGFR4 homodimer [plasma membrane],HS [extracellular region],FGFR4-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF6 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],Activated FGFR4:p-8T-FRS2 [plasma membrane],p-8T-FRS2 [plasma membrane]]"
FGFR2 alternative splicing,ESRP1 and 2 bind FGFR2 pre-mRNA to promote FGFR2b maturation and expression,R-HSA-6803527,"[HNRNPM [nucleoplasm],TIA1/TIAL1 [nucleoplasm],ESRP1 [nucleoplasm],hnRNPH1:hnPNPF:RBFOX2 [nucleoplasm],ESRP2 [nucleoplasm],capped, methylated pre-FGFR2 mRNA:CBC complex [nucleoplasm]]",[FGFR2 IIIb-specific splicing complex [nucleoplasm]],[]
NGF-independant TRKA activation,"ADCYAP1(2-742) binds ADCYAP1R1 and NTRK1,2",R-HSA-187678,"[ADCYAP1(2-742) [Golgi membrane],NTRK1,2 [Golgi membrane],ADCYAP1R1 [Golgi membrane]]","[ADCYAP1(2-742):ADCYAP1R1:NTRK1,2 [Golgi membrane]]",[]
Negative regulation of FGFR3 signaling,CBL ubiquitinates FRS2 and FGFR3,R-HSA-5654679,"[Ub [cytosol],Activated FGFR3:p-FRS2:p-PTPN11:p-CBL:GRB2 [plasma membrane]]",[Ub-Activated FGFR3 complex:Ub-p-FRS2 [plasma membrane]],"[Activated FGFR3:p-FRS2:p-PTPN11:p-CBL:GRB2 [plasma membrane],Activated FGFR3:p-FRS2:p-PTPN11 [plasma membrane],Activated FGFR3:p-FRS2 [plasma membrane],Activated FGFR3 [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],p-6Y-FRS2 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol],p-Y371-CBL:GRB2 [cytosol],p-Y371-CBL [cytosol],GRB2-1 [cytosol]]"
VEGFA-VEGFR2 Pathway,SRC-1 binds p-Y397-PTK2,R-HSA-5218645,"[SRC-1 [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-Y397-PTK2 [plasma membrane]]",[VEGFA:p-6Y-VEGFR2:p-SHB:p-Y397-PTK2:SRC-1 [plasma membrane]],[]
Negative regulation of FGFR2 signaling,Activated ERK1/2 threonine-phosphorylates FGFR2-associated FRS2,R-HSA-5654562,"[ATP [cytosol],Activated FGFR2:FRS2 [plasma membrane]]","[Activated FGFR2:p-8T-FRS2 [plasma membrane],ADP [cytosol]]","[p-T,Y MAPK dimers [cytosol],p-T202, Y204 MAPK3 dimer [cytosol],p-T202,Y204-MAPK3 [cytosol],p-T185,Y187 MAPK1 dimer [cytosol],p-T185,Y187-MAPK1 [cytosol]]"
Spry regulation of FGF signaling,SPRY2 is serine phosphorylated in response to MAPK activation,R-HSA-1295634,[SPRY2:B-RAF [cytosol]],[S111/S120 p-SPRY2:B-RAF [cytosol]],"[p-T,Y MAPK dimers [cytosol],p-T202, Y204 MAPK3 dimer [cytosol],p-T202,Y204-MAPK3 [cytosol],p-T185,Y187 MAPK1 dimer [cytosol],p-T185,Y187-MAPK1 [cytosol]]"
Retrograde neurotrophin signalling,Endocytosis (internalization) of clathrin-coated vesicle,R-HSA-177501,"[GTP [cytosol],H2O [cytosol],SH3GL2 [plasma membrane],Activated TrkA receptor complex:Clathrin-coated vesicle [plasma membrane]]","[Pi [cytosol],GDP [cytosol],Activated TrkA receptor complex:Clathrin-coated vesicle:Endophilin [plasma membrane]]","[Dynamin-1/2/3 [plasma membrane],DNM1 [plasma membrane],DNM2 [plasma membrane],DNM3 [plasma membrane]]"
Nuclear signaling by ERBB4,ERBB4s80 binds ADAP1 gene,R-HSA-9612255,"[ADAP1 gene [nucleoplasm],ERBB4s80 [nucleoplasm]]",[ERBB4s80:ADAP1 gene [nucleoplasm]],[]
Activated NTRK2 signals through RAS,NTRK2 activates RAS signaling through SHC1,R-HSA-9026891,"[GTP [cytosol],p21 RAS:GDP [plasma membrane]]","[GDP [cytosol],p21 RAS:GTP [plasma membrane]]","[BDNF,NTF4:p-5Y-NTRK2:p-Y317-SHC1-2,(p-Y272-SHC1-3):GRB2-1:SOS1 [plasma membrane],BDNF,NTF4:p-5Y-NTRK2:p-Y317-SHC1-2,(p-Y272-SHC1-3) [plasma membrane],BDNF,NTF4:p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 homodimer [plasma membrane],p-5Y-NTRK2 [plasma membrane],BDNF:p-5Y-NTRK2 [plasma membrane],BDNF homodimer [extracellular region],BDNF [extracellular region],NTF4:p-5Y-NTRK2 homodimer [plasma membrane],NTF4:p-5Y-NTRK2 [plasma membrane],NTF4 homodimer [extracellular region],NTF4 [extracellular region],p-Y317-SHC1-2,(p-Y272-SHC1-3) [cytosol],p-Y272-SHC1-3 [cytosol],p-Y317-SHC1-2 [cytosol],GRB2-1:SOS1 [cytosol],SOS1 [cytosol],GRB2-1 [cytosol]]"
VEGFA-VEGFR2 Pathway,VEGFR2 autophosphorylates,R-HSA-4420117,"[ATP [cytosol],VEGFA-165 dimer:VEGFR2 dimer [plasma membrane]]","[ADP [cytosol],VEGFA dimer:p-6Y-VEGFR2 dimer [plasma membrane]]","[VEGFA-165 dimer:VEGFR2 dimer [plasma membrane],VEGFR2 dimer [plasma membrane],VEGFR2 [plasma membrane],VEGFA-165 dimer [extracellular region],VEGFA-165 [extracellular region]]"
ARMS-mediated activation,ARMS:Crk complex binds to active TrkA receptor,R-HSA-169891,"[Activated TrkA receptor complex [plasma membrane],ARMS:Crk [cytosol]]",[Active TrkA receptor:ARMS:Crk complex [plasma membrane]],[]
NGF-stimulated transcription,Expression of ID2 and ID4 is repressed by EGR2:NAB,R-HSA-9612534,"[ID2, ID4 gene [nucleoplasm]]","[ID2, ID4 [nucleoplasm]]","[ID2,ID4 gene:EGR2:NAB2:CHD4 [nucleoplasm],NAB2 [nucleoplasm],CHD4 [nucleoplasm],EGR2 [nucleoplasm],ID2, ID4 gene [nucleoplasm],ID4 Gene [nucleoplasm],ID2 Gene [nucleoplasm]]"
FRS-mediated FGFR1 signaling,Activated FGFR1:p-FRS bind to PPTN11,R-HSA-5654584,"[PTPN11 [cytosol],Activated FGFR1:p-FRS [plasma membrane]]",[Activated FGFR1:p-FRS:PTPN11 [plasma membrane]],[]
VEGFA-VEGFR2 Pathway,"Active ROCK1,ROCK2 phosphorylates p-5Y-PTK2 on S732",R-HSA-5218826,"[ATP [cytosol],VEGFA:p-6Y-VEGFR2:p-SHB:p-5Y-PTK2:SRC-1:HSP90AA1 [plasma membrane]]","[ADP [cytosol],VEGFA:p-6Y-VEGFR2:pS-SHB:p-5Y,S732-PTK2:SRC-1:HSP90AA1 [plasma membrane]]","[RHOA:GTP:Mg2+:Activated ROCK1,ROCK2 [cytosol],RHOA:GTP:Mg2+ [cytosol],RHOA [cytosol],Mg2+ [cytosol],GTP [cytosol],Activated ROCK1,ROCK2 [cytosol],Activated ROCK1 [cytosol],Activated ROCK2 [cytosol]]"
PI-3K cascade:FGFR3,Activated FGFR3:p-FRS2 binds GRB2:GAB1:PIK3R1,R-HSA-5654637,"[GRB2:GAB1:PIK3R1 [cytosol],Activated FGFR3:p-FRS2 [plasma membrane]]",[Activated FGFR3:p-FRS2:GRB2:GAB1:PIK3R1 [plasma membrane]],[]
MET activates RAS signaling,MET binds RANBP10,R-HSA-8851866,"[RANBP10 [cytosol],HGF:p-Y1234,Y1235,Y1349,Y1356-MET dimer [plasma membrane]]",[HGF:p-4Y-MET dimer:RANBP10 [plasma membrane]],[]
Role of phospholipids in phagocytosis,Active PLCG1 hydrolyses PIP2,R-HSA-167686,"[H2O [cytosol],PI(4,5)P2 [plasma membrane]]","[I(1,4,5)P3 [cytosol],DAGs [plasma membrane]]",[p-4Y-PLCG1 [plasma membrane]]
PI-3K cascade:FGFR2,Activated FGFR2:p-FRS2:p-PPTN11:GRB2:GAB1:PIK3R1 binds PIK3CA,R-HSA-5654622,"[Activated FGFR2:p-FRS2:p-PTPN11:GRB2:GAB1:PIK3R1 [plasma membrane],PIK3CA [cytosol]]",[Activated FGFR2:p-FRS2:p-PTPN11:GRB2:GAB1:PI3K [plasma membrane]],[]
Nuclear signaling by ERBB4,ERBB4s80 binds TAB2:NCOR1 complex,R-HSA-1253325,"[ERBB4s80 [cytosol],TAB2:NCOR1 [cytosol]]",[ERBB4s80:TAB2:NCOR1 [cytosol]],[]
VEGFA-VEGFR2 Pathway,BCAR1 binds p-7Y-PTK2,R-HSA-5218855,"[VEGFA:p-6Y-VEGFR2:p-SHB:p-6Y,S732-PTK2:SRC-1:HSP90AA1 [plasma membrane],BCAR1 [cytosol]]","[VEGFA:p-6Y-VEGFR2:p-SHB:p-6Y,S732-PTK2:SRC-1:HSP90AA1:BCAR1 [plasma membrane]]",[]
Frs2-mediated activation,"p-T,Y MAPK dimers translocate to nucleus",R-HSA-9610166,"[p-T,Y MAPK dimers [cytosol]]","[p-T,Y MAPK dimers [nucleoplasm]]",[]
Signaling by ERBB2,ERBB3 binds neuregulins,R-HSA-1247497,"[NRG1/2 [extracellular region],ERBB3-1 [plasma membrane]]",[NRG1/2:ERBB3 [plasma membrane]],[]
PI-3K cascade:FGFR3,FGFR3- and PTPN11-associated PI3K phosphorylates PIP2 to PIP3,R-HSA-5654709,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[Activated FGFR3:p-FRS2:p-PTPN11:GRB2:GAB1:PI3K [plasma membrane],Activated FGFR3:p-FRS2:p-PTPN11:GRB2:GAB1:PIK3R1 [plasma membrane],Activated FGFR3:p-FRS2:p-PTPN11 [plasma membrane],Activated FGFR3:p-FRS2 [plasma membrane],Activated FGFR3 [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],p-6Y-FRS2 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol],GRB2:GAB1:PIK3R1 [cytosol],PIK3R1 [cytosol],GRB2:GAB1 [cytosol],GAB1 [cytosol],GRB2-1 [cytosol],PIK3CA [cytosol]]"
FGFR2 alternative splicing,FGFR2c-specific alternative splicing produces FGFR2c transcript,R-HSA-6803838,"[capped, methylated pre-FGFR2 mRNA:CBC complex [nucleoplasm]]",[FGFR2c mature mRNA [nucleoplasm]],"[FGFR2 IIIc-specific splicing complex [nucleoplasm],PTBP1 [nucleoplasm],capped, methylated pre-FGFR2 mRNA:CBC complex [nucleoplasm],Cap Binding Complex (CBC) [nucleoplasm],NCBP2 [nucleoplasm],NCBP1 [nucleoplasm],capped, methylated FGFR2 nascent transcript [nucleoplasm],RNA Polymerase II (unphosphorylated):TFIIF complex [nucleoplasm],TFIIF [nucleoplasm],GTF2F1 [nucleoplasm],GTF2F2 [nucleoplasm],RNA Polymerase II holoenzyme complex (unphosphorylated) [nucleoplasm],POLR2B [nucleoplasm],POLR2E [nucleoplasm],POLR2K [nucleoplasm],POLR2C [nucleoplasm],POLR2L [nucleoplasm],POLR2H [nucleoplasm],POLR2F [nucleoplasm],POLR2D [nucleoplasm],POLR2I [nucleoplasm],POLR2J [nucleoplasm],POLR2G [nucleoplasm],POLR2A [nucleoplasm],HNRNPA1 [nucleoplasm],FGFR2 IIIb-specific splicing complex [nucleoplasm],ESRP2 [nucleoplasm],hnRNPH1:hnPNPF:RBFOX2 [nucleoplasm],HNRNPF [nucleoplasm],HNRNPH1 [nucleoplasm],RBFOX2 [nucleoplasm],ESRP1 [nucleoplasm],TIA1/TIAL1 [nucleoplasm],TIAL1 [nucleoplasm],TIA1 [nucleoplasm],HNRNPM [nucleoplasm]]"
ERK/MAPK targets,ERKs are inactivated by protein phosphatase 2A,R-HSA-199959,"[H2O [nucleoplasm],p-MAPK3/MAPK1/MAPK7 dimers [nucleoplasm]]","[Pi [nucleoplasm],MAPK3/MAPK1/MAPK7 dimers [nucleoplasm]]","[PP2A-ABdeltaC complex [nucleoplasm],PPP2R5D [nucleoplasm],PP2A-catalytic subunit C [nucleoplasm],PPP2CB [nucleoplasm],PPP2CA [nucleoplasm],PP2A-subunit A [nucleoplasm],PPP2R1A [nucleoplasm],PPP2R1B [nucleoplasm]]"
Nuclear signaling by ERBB4,ERBB4s80 binds the APOE gene,R-HSA-9612246,"[ERBB4s80 [nucleoplasm],APOE gene [nucleoplasm]]",[ERBB4s80:APOE gene [nucleoplasm]],[]
SHC1 events in ERBB2 signaling,Activated PKC phosphorylates SHC1,R-HSA-8934446,"[ATP [cytosol],p-3Y-SHC1-1,p-3Y-SHC1-2 [cytosol]]","[ADP [cytosol],p-S139,3Y-SHC1-1,p-S29,3Y-SHC1-2 [cytosol]]","[Activated PRKCA,(PRKCD,PRKCE) [plasma membrane],DAGs:active p-T566,T710,S729-PRKCE [plasma membrane],DAGs [plasma membrane],p-T566,T710,S729-PRKCE [plasma membrane],DAGs:active p-T507,S645,S664-PRKCD [plasma membrane],active p-T507,S645,S664-PRKCD [plasma membrane],activated PKC alpha [plasma membrane],Ca2+ [cytosol],DAG [plasma membrane],pT497,T638,S657-PRKCA [plasma membrane],PS [plasma membrane]]"
Spry regulation of FGF signaling,SPRY2 binds GRB2,R-HSA-1295613,"[GRB2-1 [cytosol],PP2A(A:C):Y55/Y227-pSPRY2 [plasma membrane]]",[PPA2A (A:C):Y55/Y227 p-SPRY2:GRB2 [plasma membrane]],[]
NCAM signaling for neurite out-growth,MSK1 activates CREB,R-HSA-199935,"[ATP [nucleoplasm],CREB1 [nucleoplasm]]","[ADP [nucleoplasm],p-S133-CREB1 [nucleoplasm]]","[p-S212,S360,S376,T581-RPS6KA5 [nucleoplasm]]"
