PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities,Author
Replication of the SARS-CoV-1 genome,nsp14 acts as a 3'-to-5' exonuclease to remove misincorporated nucleotides from nascent RNA,R-HSA-9682603,"[H2O [cytosol],SARS coronavirus gRNA:RTC:nascent RNA minus strand with mismatched nucleotide [double membrane vesicle viral factory outer membrane]]","[NMP [cytosol],SARS-CoV-1 gRNA:RTC:nascent RNA minus strand [double membrane vesicle viral factory outer membrane]]","[SARS coronavirus gRNA:RTC:nascent RNA minus strand with mismatched nucleotide [double membrane vesicle viral factory outer membrane],SARS coronavirus nascent genomic RNA complement (minus strand) with mismatched 3' nucleotide [cytosol],SARS-CoV-1 gRNA:RTC [double membrane vesicle viral factory outer membrane],RTC [double membrane vesicle viral factory outer membrane],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13:nsp15 [cytosol],nsp15 hexamer [cytosol],pp1ab-nsp15 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10 [cytosol],nsp10:nsp14 [cytosol],nsp10 [cytosol],pp1a-nsp10 [cytosol],pp1ab-nsp10 [cytosol],pp1ab-nsp14 [cytosol],nsp7:nsp8:nsp12 [cytosol],nsp8 [cytosol],pp1a-nsp8 [cytosol],pp1ab-nsp8 [cytosol],nsp7:nsp8 [cytosol],nsp7 [cytosol],pp1ab-nsp7 [cytosol],pp1a-nsp7 [cytosol],pp1ab-nsp12 [cytosol],pp1ab-nsp13 [cytosol],nsp16:nsp10 [cytosol],pp1ab-nsp16 [cytosol],nsp3:nsp4:nsp6 [double membrane vesicle viral factory outer membrane],nsp3:nsp4 [double membrane vesicle viral factory outer membrane],nsp3 [double membrane vesicle viral factory outer membrane],pp1ab-nsp3 [double membrane vesicle viral factory outer membrane],pp1a-nsp3 [double membrane vesicle viral factory outer membrane],nsp4 [double membrane vesicle viral factory outer membrane],pp1a-nsp4 [double membrane vesicle viral factory outer membrane],pp1ab-nsp4 [double membrane vesicle viral factory outer membrane],nsp6 [double membrane vesicle viral factory outer membrane],pp1ab-nsp6 [double membrane vesicle viral factory outer membrane],pp1a-nsp6 [double membrane vesicle viral factory outer membrane],m7G(5')pppAm-capped, polyadenylated SARS-CoV-1 genomic RNA (plus strand) [cytosol]]","Orlic-Milacic, M"
Replication of the SARS-CoV-1 genome,nsp12 synthesizes minus strand SARS-CoV-1 genomic RNA complement,R-HSA-9681674,"[SARS coronavirus gRNA:RTC:RNA primer [double membrane vesicle viral factory outer membrane],NTP [cytosol]]","[PPi [cytosol],SARS-CoV-1 gRNA:RTC:nascent RNA minus strand [double membrane vesicle viral factory outer membrane]]","[SARS coronavirus gRNA:RTC:RNA primer [double membrane vesicle viral factory outer membrane],SARS-CoV-1 gRNA:RTC [double membrane vesicle viral factory outer membrane],RTC [double membrane vesicle viral factory outer membrane],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13:nsp15 [cytosol],nsp15 hexamer [cytosol],pp1ab-nsp15 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10 [cytosol],nsp10:nsp14 [cytosol],nsp10 [cytosol],pp1a-nsp10 [cytosol],pp1ab-nsp10 [cytosol],pp1ab-nsp14 [cytosol],nsp7:nsp8:nsp12 [cytosol],nsp8 [cytosol],pp1a-nsp8 [cytosol],pp1ab-nsp8 [cytosol],nsp7:nsp8 [cytosol],nsp7 [cytosol],pp1ab-nsp7 [cytosol],pp1a-nsp7 [cytosol],pp1ab-nsp12 [cytosol],pp1ab-nsp13 [cytosol],nsp16:nsp10 [cytosol],pp1ab-nsp16 [cytosol],nsp3:nsp4:nsp6 [double membrane vesicle viral factory outer membrane],nsp3:nsp4 [double membrane vesicle viral factory outer membrane],nsp3 [double membrane vesicle viral factory outer membrane],pp1ab-nsp3 [double membrane vesicle viral factory outer membrane],pp1a-nsp3 [double membrane vesicle viral factory outer membrane],nsp4 [double membrane vesicle viral factory outer membrane],pp1a-nsp4 [double membrane vesicle viral factory outer membrane],pp1ab-nsp4 [double membrane vesicle viral factory outer membrane],nsp6 [double membrane vesicle viral factory outer membrane],pp1ab-nsp6 [double membrane vesicle viral factory outer membrane],pp1a-nsp6 [double membrane vesicle viral factory outer membrane],m7G(5')pppAm-capped, polyadenylated SARS-CoV-1 genomic RNA (plus strand) [cytosol],RNA primer [cytosol],SARS coronavirus gRNA:RTC:RNA primer:RTC inhibitors [double membrane vesicle viral factory outer membrane],RTC inhibitors [double membrane vesicle viral factory outer membrane],NHC [double membrane vesicle viral factory outer membrane],remdesivir [double membrane vesicle viral factory outer membrane]]","Orlic-Milacic, M"
Replication of the SARS-CoV-1 genome,Polyadenylation of SARS-CoV-1 genomic RNA (plus strand),R-HSA-9685519,"[m7G(5')pppAm-capped SARS-CoV-1 genomic RNA (plus strand) [cytosol],ATP [cytosol]]","[PPi [cytosol],m7G(5')pppAm-capped, polyadenylated SARS-CoV-1 genomic RNA (plus strand) [cytosol]]",[],"Orlic-Milacic, M"
Transcription of SARS-CoV-1 sgRNAs,Polyadenylation of SARS-CoV-1 subgenomic mRNAs (plus strand),R-HSA-9685906,"[ATP [cytosol],m7G(5')pppAm-SARS-CoV-1 plus strand subgenomic mRNAs [cytosol]]","[PPi [cytosol],m7G(5')pppAm-capped, polyadenylated SARS-CoV-1 subgenomic mRNAs (plus strand) [cytosol]]",[],"Orlic-Milacic, M"
Transcription of SARS-CoV-1 sgRNAs,Synthesis of SARS-CoV-1 plus strand subgenomic mRNAs,R-HSA-9685681,"[SARS-CoV-1 minus strand subgenomic mRNAs [cytosol],NTP [cytosol]]","[PPi [cytosol],SARS-CoV-1 plus strand subgenomic mRNAs [cytosol]]","[RTC [double membrane vesicle viral factory outer membrane],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13:nsp15 [cytosol],nsp15 hexamer [cytosol],pp1ab-nsp15 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10 [cytosol],nsp10:nsp14 [cytosol],nsp10 [cytosol],pp1a-nsp10 [cytosol],pp1ab-nsp10 [cytosol],pp1ab-nsp14 [cytosol],nsp7:nsp8:nsp12 [cytosol],nsp8 [cytosol],pp1a-nsp8 [cytosol],pp1ab-nsp8 [cytosol],nsp7:nsp8 [cytosol],nsp7 [cytosol],pp1ab-nsp7 [cytosol],pp1a-nsp7 [cytosol],pp1ab-nsp12 [cytosol],pp1ab-nsp13 [cytosol],nsp16:nsp10 [cytosol],pp1ab-nsp16 [cytosol],nsp3:nsp4:nsp6 [double membrane vesicle viral factory outer membrane],nsp3:nsp4 [double membrane vesicle viral factory outer membrane],nsp3 [double membrane vesicle viral factory outer membrane],pp1ab-nsp3 [double membrane vesicle viral factory outer membrane],pp1a-nsp3 [double membrane vesicle viral factory outer membrane],nsp4 [double membrane vesicle viral factory outer membrane],pp1a-nsp4 [double membrane vesicle viral factory outer membrane],pp1ab-nsp4 [double membrane vesicle viral factory outer membrane],nsp6 [double membrane vesicle viral factory outer membrane],pp1ab-nsp6 [double membrane vesicle viral factory outer membrane],pp1a-nsp6 [double membrane vesicle viral factory outer membrane]]","Orlic-Milacic, M"
Transcription of SARS-CoV-1 sgRNAs,nsp16 acts as a cap 2'-O-methyltransferase to modify SARS-CoV-1 mRNAs,R-HSA-9684033,"[S-adenosyl-L-methionine [cytosol],m7GpppA-SARS-CoV-1 plus strand subgenomic mRNAs [cytosol]]","[S-adenosyl-L-homocysteine [cytosol],m7G(5')pppAm-SARS-CoV-1 plus strand subgenomic mRNAs [cytosol]]","[RTC [double membrane vesicle viral factory outer membrane],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13:nsp15 [cytosol],nsp15 hexamer [cytosol],pp1ab-nsp15 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10 [cytosol],nsp10:nsp14 [cytosol],nsp10 [cytosol],pp1a-nsp10 [cytosol],pp1ab-nsp10 [cytosol],pp1ab-nsp14 [cytosol],nsp7:nsp8:nsp12 [cytosol],nsp8 [cytosol],pp1a-nsp8 [cytosol],pp1ab-nsp8 [cytosol],nsp7:nsp8 [cytosol],nsp7 [cytosol],pp1ab-nsp7 [cytosol],pp1a-nsp7 [cytosol],pp1ab-nsp12 [cytosol],pp1ab-nsp13 [cytosol],nsp16:nsp10 [cytosol],pp1ab-nsp16 [cytosol],nsp3:nsp4:nsp6 [double membrane vesicle viral factory outer membrane],nsp3:nsp4 [double membrane vesicle viral factory outer membrane],nsp3 [double membrane vesicle viral factory outer membrane],pp1ab-nsp3 [double membrane vesicle viral factory outer membrane],pp1a-nsp3 [double membrane vesicle viral factory outer membrane],nsp4 [double membrane vesicle viral factory outer membrane],pp1a-nsp4 [double membrane vesicle viral factory outer membrane],pp1ab-nsp4 [double membrane vesicle viral factory outer membrane],nsp6 [double membrane vesicle viral factory outer membrane],pp1ab-nsp6 [double membrane vesicle viral factory outer membrane],pp1a-nsp6 [double membrane vesicle viral factory outer membrane]]","Orlic-Milacic, M"
Transcription of SARS-CoV-1 sgRNAs,nsp14 acts as a cap N7 methyltransferase to modify SARS-CoV-1 mRNAs,R-HSA-9684016,"[GTP [cytosol],H2O [cytosol],S-adenosyl-L-methionine [cytosol],SARS-CoV-1 plus strand subgenomic mRNAs [cytosol]]","[PPi [cytosol],Pi [cytosol],S-adenosyl-L-homocysteine [cytosol]]","[RTC [double membrane vesicle viral factory outer membrane],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13:nsp15 [cytosol],nsp15 hexamer [cytosol],pp1ab-nsp15 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10 [cytosol],nsp10:nsp14 [cytosol],nsp10 [cytosol],pp1a-nsp10 [cytosol],pp1ab-nsp10 [cytosol],pp1ab-nsp14 [cytosol],nsp7:nsp8:nsp12 [cytosol],nsp8 [cytosol],pp1a-nsp8 [cytosol],pp1ab-nsp8 [cytosol],nsp7:nsp8 [cytosol],nsp7 [cytosol],pp1ab-nsp7 [cytosol],pp1a-nsp7 [cytosol],pp1ab-nsp12 [cytosol],pp1ab-nsp13 [cytosol],nsp16:nsp10 [cytosol],pp1ab-nsp16 [cytosol],nsp3:nsp4:nsp6 [double membrane vesicle viral factory outer membrane],nsp3:nsp4 [double membrane vesicle viral factory outer membrane],nsp3 [double membrane vesicle viral factory outer membrane],pp1ab-nsp3 [double membrane vesicle viral factory outer membrane],pp1a-nsp3 [double membrane vesicle viral factory outer membrane],nsp4 [double membrane vesicle viral factory outer membrane],pp1a-nsp4 [double membrane vesicle viral factory outer membrane],pp1ab-nsp4 [double membrane vesicle viral factory outer membrane],nsp6 [double membrane vesicle viral factory outer membrane],pp1ab-nsp6 [double membrane vesicle viral factory outer membrane],pp1a-nsp6 [double membrane vesicle viral factory outer membrane]]","Orlic-Milacic, M"
Transcription of SARS-CoV-1 sgRNAs,Synthesis of SARS-CoV-1 minus strand subgenomic mRNAs by template switching,R-HSA-9685639,"[SARS-CoV-1 gRNA:RTC [double membrane vesicle viral factory outer membrane],NTP [cytosol]]","[PPi [cytosol],SARS-CoV-1 minus strand subgenomic mRNAs [cytosol]]","[SARS-CoV-1 gRNA:RTC [double membrane vesicle viral factory outer membrane],RTC [double membrane vesicle viral factory outer membrane],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13:nsp15 [cytosol],nsp15 hexamer [cytosol],pp1ab-nsp15 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10:nsp13 [cytosol],nsp7:nsp8:nsp12:nsp14:nsp10 [cytosol],nsp10:nsp14 [cytosol],nsp10 [cytosol],pp1a-nsp10 [cytosol],pp1ab-nsp10 [cytosol],pp1ab-nsp14 [cytosol],nsp7:nsp8:nsp12 [cytosol],nsp8 [cytosol],pp1a-nsp8 [cytosol],pp1ab-nsp8 [cytosol],nsp7:nsp8 [cytosol],nsp7 [cytosol],pp1ab-nsp7 [cytosol],pp1a-nsp7 [cytosol],pp1ab-nsp12 [cytosol],pp1ab-nsp13 [cytosol],nsp16:nsp10 [cytosol],pp1ab-nsp16 [cytosol],nsp3:nsp4:nsp6 [double membrane vesicle viral factory outer membrane],nsp3:nsp4 [double membrane vesicle viral factory outer membrane],nsp3 [double membrane vesicle viral factory outer membrane],pp1ab-nsp3 [double membrane vesicle viral factory outer membrane],pp1a-nsp3 [double membrane vesicle viral factory outer membrane],nsp4 [double membrane vesicle viral factory outer membrane],pp1a-nsp4 [double membrane vesicle viral factory outer membrane],pp1ab-nsp4 [double membrane vesicle viral factory outer membrane],nsp6 [double membrane vesicle viral factory outer membrane],pp1ab-nsp6 [double membrane vesicle viral factory outer membrane],pp1a-nsp6 [double membrane vesicle viral factory outer membrane],m7G(5')pppAm-capped, polyadenylated SARS-CoV-1 genomic RNA (plus strand) [cytosol],N [cytosol]]","Orlic-Milacic, M"
Attachment and Entry,Spike glycoprotein of SARS coronavirus binds ACE2 on host cell,R-HSA-9678128,"[glycosylated-ACE2 [plasma membrane],S3:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer [extracellular region]]",[S3:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer:glycosylated-ACE2 [extracellular region]],[],"Gillespie, ME"
Attachment and Entry,Endocytois of SARS-CoV-1 Virion,R-HSA-9686711,[S3:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer:glycosylated-ACE2 [extracellular region]],[S3:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer:glycosylated-ACE2 [endocytic vesicle lumen]],[],"Gillespie, ME"
Attachment and Entry,CTSL bind teicoplanin,R-HSA-9685655,"[Cathepsin L1 [endocytic vesicle lumen],teicoplanin [endocytic vesicle lumen]]",[CTSL:teicoplanin [endocytic vesicle lumen]],[],"Jassal, B"
Attachment and Entry,Cleavage of S protein into S1:S2,R-HSA-9686710,[S3:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer:glycosylated-ACE2 [endocytic vesicle lumen]],"[S1:S2:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer [endocytic vesicle lumen],glycosylated-ACE2 [endocytic vesicle membrane]]","[Cathepsin L1 [endocytic vesicle lumen],CTSL(292-333) [endocytic vesicle lumen],CTSL(114-288) [endocytic vesicle lumen],CTSL:teicoplanin [endocytic vesicle lumen],teicoplanin [endocytic vesicle lumen]]","Gillespie, ME"
Attachment and Entry,Uncoating of SARS-CoV-1 Genome,R-HSA-9686709,[encapsidated SARS coronavirus genomic RNA (plus strand) [cytosol]],"[m7GpppA-capped SARS-CoV-1 genomic RNA (plus strand) [cytosol],SUMO1-K62-p-S177-Ncap dimer [cytosol]]",[],"Gillespie, ME"
Attachment and Entry,Fusion and Release of SARS-CoV-1 Nucleocapsid,R-HSA-9686699,[S1:S2:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer [endocytic vesicle lumen]],"[encapsidated SARS coronavirus genomic RNA (plus strand) [cytosol],S1:S2:M:E: 7a:O-glycosyl 3a tetramer [endocytic vesicle membrane]]",[VCP [cytosol]],"Gillespie, ME"
Attachment and Entry,TMPRSS2 Mediated SARS-CoV-1 Spike Protein Cleavage and Endocytosis,R-HSA-9686731,[S3:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer:glycosylated-ACE2 [extracellular region]],[S1:S2:M:E:encapsidated SARS coronavirus genomic RNA: 7a:O-glycosyl 3a tetramer [endocytic vesicle lumen]],"[TMPRSS2 [plasma membrane],TMPRSS2:TMPRSS2 inhibitors [plasma membrane],TMPRSS2 inhibitors [extracellular region],otamixaban [extracellular region],I-432 [extracellular region],camostat [extracellular region],TMPRSS2 [extracellular region]]","Gillespie, ME"
Attachment and Entry,TMPRSS2 binds TMPRSS2 inhibitors,R-HSA-9681514,"[TMPRSS2 [plasma membrane],TMPRSS2 inhibitors [extracellular region]]",[TMPRSS2:TMPRSS2 inhibitors [plasma membrane]],[],"Jassal, B"
