PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
RHO GTPases activate PAKs,RAC1 and CDC42 activate PAK1,R-HSA-2029456,"[PAK1 dimer [cytosol],CDC42:GTP, RAC1:GTP [plasma membrane]]","[RAC1:GTP,CDC42:GTP:PAK1 [plasma membrane],PAK1 [cytosol]]",[NF2 [plasma membrane]]
Pink/Parkin Mediated Mitophagy,Pink1 is recruited from the cytoplasm to the mitochondria,R-HSA-5205661,[PINK1 [cytosol]],[PINK1 [mitochondrial intermembrane space]],"[TOMM40 Complex [mitochondrial outer membrane],TOMM40 [mitochondrial outer membrane],TOMM70A [mitochondrial outer membrane],TOMM22 [mitochondrial outer membrane],TOMM20 [mitochondrial outer membrane],TOMM6 [mitochondrial outer membrane],TOMM7 [mitochondrial outer membrane],TOMM5 [mitochondrial outer membrane]]"
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,CD19 is phosphorylated,R-HSA-9606883,"[CD19:VAV1 [plasma membrane],ATP [cytosol]]","[p-CD19:VAV1 [plasma membrane],ADP [cytosol]]",[]
Growth hormone receptor signaling,SOCS binding to GHR,R-HSA-1168809,"[CIS, SOCS1-3 [cytosol],Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer [plasma membrane]]",[Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:CIS/SOCS1-3 [plasma membrane]],[]
ERK/MAPK targets,ERK1/2 phosphorylates MSK1,R-HSA-198756,"[ATP [nucleoplasm],RPS6KA5 [nucleoplasm]]","[ADP [nucleoplasm],p-S212,S360,S376,T581-RPS6KA5 [nucleoplasm]]","[p-T,Y MAPK dimers [nucleoplasm],p-Y185,Y187 MAPK1 dimer [nucleoplasm],p-T185,Y187-MAPK1 [nucleoplasm],p-T202, Y204 MAPK3 dimer [nucleoplasm],p-T202,Y204-MAPK3 [nucleoplasm]]"
Toll Like Receptor 10 (TLR10) Cascade,Ligand binds to TLR10,R-HSA-168947,"[Ligand recognized by TLR10 [extracellular region],TLR10 [plasma membrane]]",[TLR10 homodimer bound to ligand [plasma membrane]],[]
Interleukin-6 signaling,PTPN11 binds CBL,R-HSA-1112690,"[CBL [cytosol],Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:PTPN11 [plasma membrane]]",[Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:PTPN11:CBL [plasma membrane]],[]
CD28 dependent Vav1 pathway,Activation of Vav1,R-HSA-389354,"[ATP [cytosol],VAV1:PIP3:CD28:GRB2 [plasma membrane]]","[ADP [cytosol],p-Y142,160,174-VAV1:PIP3:CD28:GRB2 [plasma membrane]]",[FYN [cytosol]]
"TICAM1,TRAF6-dependent induction of TAK1 complex",Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex,R-HSA-177690,"[K63polyUb [cytosol],viral dsRNA:TLR3:TICAM1:K63pUb-TRAF6 [endosome membrane],TAB1:TAB2,TAB3:TAK1 [cytosol]]",[viral dsRNA:TLR3:TRIF:polyUb-TRAF6:TAK1:TAB1:TAB2/TAB3: free polyUb chain  [endosome membrane]],[]
FCERI mediated Ca+2 mobilization,Activation of Calcineurin,R-HSA-2730872,"[Calcineurin (CaN) [cytosol],CALM1:4xCa2+ [cytosol],Ca2+ [cytosol]]",[Calcineurin:Calmodulin (CaN:CaM) [cytosol]],[]
Interleukin-20 family signaling,IL19:IL20RA:JAK1:IL20RB phosphorylates JAK1,R-HSA-8987084,"[ATP [cytosol],IL19:IL20RA:JAK1:IL20RB [plasma membrane]]","[ADP [cytosol],IL19:IL20RA:p-JAK1:IL20RB [plasma membrane]]","[IL19:IL20RA:JAK1:IL20RB [plasma membrane],IL20RA:JAK1:IL20RB [plasma membrane],IL20RB [plasma membrane],IL20RA:JAK1 [plasma membrane],JAK1 [cytosol],IL20RA [plasma membrane],IL19 [extracellular region]]"
CD28 dependent Vav1 pathway,Activation of Rac1 by pVav1,R-HSA-389348,"[GTP [cytosol],RAC1:GDP [cytosol]]","[GDP [cytosol],RAC1:GTP [plasma membrane]]","[p-Y142,160,174-VAV1:PIP3:CD28:GRB2 [plasma membrane],CD28:Grb2 [plasma membrane],phospho CD28:B7-1/B7-2 [plasma membrane],B7-1 homodimer/ B7-2 [plasma membrane],CD80 (B7-1) homodimer [plasma membrane],CD80 [plasma membrane],CD86 [plasma membrane],Phospho CD28 homodimer [plasma membrane],p-Y191-CD28 [plasma membrane],FYN,LCK [cytosol],FYN [cytosol],LCK [cytosol],GRB2-1 [cytosol],PI(3,4,5)P3 [plasma membrane],p-Y142,Y160,Y174-VAV1 [plasma membrane]]"
Interleukin-12 signaling,IL12RB1 binds TYK2,R-HSA-8950057,"[IL12RB1 [plasma membrane],TYK2 [cytosol]]",[IL12RB1:TYK2 [plasma membrane]],[]
Interleukin-12 signaling,IL12B:IL12B translocates from ER lumen to the extracellular region,R-HSA-8950410,[2xIL12B [endoplasmic reticulum lumen]],[2xIL12B [extracellular region]],[]
MAP3K8 (TPL2)-dependent MAPK1/3 activation,"TPL2 phosphorylates MEK1, SEK1",R-HSA-451649,"[ATP [cytosol],MAP2K1,MAP2K4 [cytosol]]","[ADP [cytosol],p-S218,S222-MAP2K1,p-S257,T261-MAP2K4 [cytosol]]","[p-S400,T290-MAP3K8 [cytosol]]"
Regulation of Complement cascade,"CR2 binds C3d, C3dg, iC3b",R-HSA-8852874,"[C3d, C3dg, iC3b [plasma membrane],CR2 [plasma membrane]]","[CR2:C3d,C3dg,iC3b [plasma membrane]]",[]
FLT3 Signaling,Active FLT3:GRB2 binds GAB2,R-HSA-9606624,"[GAB2 [cytosol],Active FLT3: GRB2 [plasma membrane]]",[Active FLT3:GRB2:GAB2 [plasma membrane]],[]
LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production,Beta-catenin migrates to the nucleus,R-HSA-3134914,[p-S552-CTNNB1 [cytosol]],[p-S552-CTNNB1 [nucleoplasm]],[]
Interleukin-2 signaling,Phosphorylated STAT5 is released,R-HSA-919404,"[IL2:IL2R trimer p-(Y338,Y392, Y510) beta subunit:p-JAK1:JAK3:p-STAT5 [plasma membrane]]","[p-STAT5A, p-STAT5B [cytosol],IL2:IL2R trimer p-(Y338,392,510) beta subunit:p-JAK1:JAK3 [plasma membrane]]",[]
Interleukin-9 signaling,"IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT3 phosphorylates STAT1, STAT3 or STAT5",R-HSA-8985988,"[IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:STAT1,STAT3,STAT5A,STAT5B [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IL9:p-Y116-IL9R:JAK1:IL2RG:p-904,939-JAK3:p-Y701-STAT1,p-Y705-STAT3,p-Y649-STAT5 [plasma membrane]]",[]
Chaperone Mediated Autophagy,HSPA8 binds LAMP2a multimers,R-HSA-9626253,"[LAMP2a multimer complex [lysosomal lumen],HSPA8 [cytosol]]",[HSPA8:LAMP2a multimers [cytosol]],[]
Calcineurin activates NFAT,"Calcineurin binds NFATC1,2,3",R-HSA-2025890,"[Phosphorylated NFATC1,2,3 [cytosol],CALM1:4xCa2+ [cytosol],Calcineurin (CaN) [cytosol],Ca2+ [cytosol]]","[Calcineurin:Phosphorylated NFATC1,2,3 [cytosol]]",[]
Toll Like Receptor TLR1:TLR2 Cascade,TLR1/2 ligand binds to CD14,R-HSA-2559468,"[GPIN-CD14(20-345) [plasma membrane],TLR1:TLR2 recognized ligand [extracellular region]]",[TLR1:TLR2 ligand:CD14 [plasma membrane]],[]
Cross-presentation of particulate exogenous antigens (phagosomes),Partial proteolysis of antigen in phagolysosomes,R-HSA-1236938,[Exogenous Particulate antigen (Ag) [phagolysosome]],[partially digested Ag [phagolysosome]],[Unknown hydrolase [phagolysosome]]
CD209 (DC-SIGN) signaling,CBP and p300 binds NF-kB complex,R-HSA-5660666,"[CREBBP,EP300 [nucleoplasm],NFKB1:p-S276-RELA [nucleoplasm]]",[NFKB1:p-S276-RELA:p300/CBP [nucleoplasm]],[]
Dectin-2 family,CLEC4A binds HIV and HCV glycoproteins,R-HSA-5621367,"[HIV gp120,HCV gp E2 [viral envelope],CLEC4A [plasma membrane]]","[CLEC4A:HIV gp120,HCV gpE2 [plasma membrane]]",[]
Interleukin-38 signaling,IL1F10 is cleaved,R-HSA-9007882,[IL1F10 [extracellular region]],"[IL1F10(?-152) [extracellular region],IL1F10(1-?) [extracellular region]]",[]
Toll Like Receptor 9 (TLR9) Cascade,Engulfed CpG DNA binds to endosomal full-length TLR9,R-HSA-1679589,"[Unmethylated CpG DNA [endosome membrane],TLR9 [endosome membrane]]",[fl-TLR9:unmethylated CpG DNA [endosome membrane]],[]
Interferon gamma signaling,Phosphorylation of JAK2,R-HSA-873919,"[ATP [cytosol],IFNG:IFNGR1:JAK1:IFNGR2:JAK2 [plasma membrane]]","[IFNG:IFNGR1:JAK1:IFNGR2:p-JAK2 [plasma membrane],ADP [cytosol]]","[IFNG:IFNGR1:JAK1:IFNGR2:JAK2 [plasma membrane],IFNG homodimer [extracellular region],IFNG [extracellular region],IFNGR1:JAK1:INFG2:JAK2 [plasma membrane],IFNGR1:JAK1 [plasma membrane],JAK1 [cytosol],IFNGR1 [plasma membrane],IFNGR2:JAK2 [plasma membrane],IFNGR2 [plasma membrane],JAK2 [cytosol]]"
TRAF3-dependent IRF activation pathway,TBK1/IKK epsilon complex interacts with MAVS bound TRAF3,R-HSA-918225,"[TBK1/IKKi:SIKE1 [cytosol],viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58:MAVS:K63polyUb-TRAF3 [mitochondrial outer membrane]]","[viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58:MAVS:K63polyUb-TRAF3:IKK related kinases TBK1/IKK epsilon [mitochondrial outer membrane],SIKE1 [cytosol]]",[]
CREB phosphorylation,MSK1 activates ATF1,R-HSA-199910,"[ATF1 [nucleoplasm],ATP [nucleoplasm]]","[ADP [nucleoplasm],p-S63-ATF1 [nucleoplasm]]","[p-S212,S360,S376,T581-RPS6KA5 [nucleoplasm]]"
Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,Expression of heterogeneous nuclear ribonucleoprotein F,R-HSA-8950415,[HNRNPF gene [nucleoplasm]],[HNRNPF [plasma membrane]],"[Y963-STAT4 dimer [nucleoplasm],p-Y693-STAT4 [nucleoplasm]]"
Interleukin-4 and Interleukin-13 signaling,Expression of MAOA,R-HSA-6797271,[MAOA gene [nucleoplasm]],[MAOA [mitochondrial outer membrane]],"[IL4, IL13 [extracellular region],IL4 [extracellular region],IL13 [extracellular region]]"
Dectin-1 mediated noncanonical NF-kB signaling,p100:RELB binds active NIK:p-IKKA dimer,R-HSA-5607720,"[Active NIK:p-S176,180-IKKA dimer [cytosol],p100:RELB [cytosol]]","[Active NIK:p-S176,180-IKKA dimer:p100:RELB [cytosol]]",[]
Alpha-protein kinase 1 signaling pathway,ALPK1 binds ADP-heptose,R-HSA-9645428,"[ADP-heptose [cytosol],ALPK1 [cytosol]]",[ALPK1:ADP heptose [cytosol]],[]
Ion homeostasis,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
FCERI mediated NF-kB activation,Phosphorylation of IKK-beta by TAK1,R-HSA-2730876,"[ATP [cytosol],CHUK:IKBKB:IKBKG [cytosol]]","[ADP [cytosol],p-S177,S181-IKKB:IKKA:NEMO [cytosol]]","[DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6:activated TAK1 complex [plasma membrane],DAG:p-5Y-PKC-theta:CBM oligomer:oligo-K63-poly Ub-TRAF6 [plasma membrane],p-5Y-PKC-theta:DAG [plasma membrane],DAGs [plasma membrane],p-Y90,T219,T538,S676,S695-PRKCQ [plasma membrane],CBM oligomer:oligo-K63-poly Ub-TRAF6 oligomer [plasma membrane],MALT1 oligomer [cytosol],K63polyUb-TRAF6 [cytosol],p-CARMA1 oligomer [plasma membrane],BCL10 oligomer [cytosol],TAB1:TAB2,TAB3:TAK1 [cytosol],TAB1 [cytosol],TAB2,TAB3 [cytosol],TAB2 [cytosol],TAB3 [cytosol],MAP3K7 [cytosol]]"
NOD1/2 Signaling Pathway,AAMP binds NOD2,R-HSA-9676160,"[AAMP [cytosol],NOD2 [cytosol]]",[AAMP:NOD2 [cytosol]],[]
Interleukin-1 processing,Interleukin-1 family are secreted,R-HSA-449058,[Interleukin-1 family [cytosol]],[Interleukin-1 family [extracellular region]],[]
Pexophagy,ATM dimer:p-PEX5 ubiquitinates to form ATM dimer:Ub-p-PEX5,R-HSA-9664888,[ATM dimer:p-PEX5 [peroxisomal membrane]],[ATM dimer:Ub-p-PEX5 [peroxisomal membrane]],[]
Role of phospholipids in phagocytosis,"IP3 binds to the IP3 receptor, opening the endoplasmic reticulum Ca2+ channel",R-HSA-169680,"[I(1,4,5)P3 [cytosol],IP3 receptor homotetramer [endoplasmic reticulum membrane]]","[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane]]",[]
Alpha-protein kinase 1 signaling pathway,TIFA oligomerization,R-HSA-9645481,[ALPK1:ADP-heptose:p-T9-TIFA dimer [cytosol]],[ALPK1:ADP-heptose:p-T9-TIFA oligomer [cytosol]],[]
PI3K Cascade,PI3K-containing complexes phosphorylate PIP2 to PIP3,R-HSA-109699,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[PI3K-containing complexes [cytosol],Activated FGFR bound to PI3K [cytosol],PI3K [cytosol],PI3K-regulatory subunit [cytosol],PIK3R1 [cytosol],PIK3R2 [cytosol],PI3K-catalytic subunit [cytosol],PIK3CA [cytosol],PIK3CB [cytosol],GRB2 and GAB1 bound to activated FGFR and FRS2-alpha [plasma membrane],GAB1 [cytosol],Activated FGFR:p-FRS2:p-PTPN11 [plasma membrane],Activated FGFR:p-FRS2 [plasma membrane],Activated FGFR [plasma membrane],Activated FGFR4 bound to FGF19:BetaKlotho [plasma membrane],FGF19 [extracellular region],p-5Y-FGFR4 [plasma membrane],KLB [plasma membrane],Activated FGFR3c homodimer  [plasma membrane],FGFR3c-binding FGFs [extracellular region],FGF4 [extracellular region],FGF1 [extracellular region],FGF18 [extracellular region],FGF20 [extracellular region],FGF8-1 [extracellular region],GalNAc-T178-FGF23(25-251) [extracellular region],FGF2(10-155) [extracellular region],FGF17-1 [extracellular region],FGF9 [extracellular region],FGF16 [extracellular region],FGF5-1 [extracellular region],HS [extracellular region],p-6Y-FGFR3c [plasma membrane],Activated FGFR1c bound to FGF23:Klotho [plasma membrane],p-8Y-FGFR1c [plasma membrane],Klotho bound to FGF23 [plasma membrane],FGF23(25-251) [extracellular region],Klotho homodimer [plasma membrane],Klotho [extracellular region],Secreted Klotho homodimer [extracellular region],KL-2 [extracellular region],Membrane-bound Klotho homodimer [plasma membrane],KL-1 [plasma membrane],Activated FGFR2c homodimer bound to FGF [plasma membrane],Activated FGFR2c long homodimer  [plasma membrane],p-8Y-FGFR2c long [plasma membrane],FGFR2c-binding FGFs [extracellular region],FGF6 [extracellular region],Activated FGFR2c short homodimer bound to FGF [plasma membrane],p-8Y-FGFR2-5 [plasma membrane],Activated FGFR4 homodimer [plasma membrane],FGFR4-binding FGFs [extracellular region],Activated FGFR1c homodimer  [plasma membrane],FGFR1c-binding FGFs [extracellular region],Activated FGFR1b homodimer [plasma membrane],p-8Y-FGFR1b dimer [plasma membrane],p-8Y-FGFR1b [plasma membrane],FGFR1b-binding FGFs [extracellular region],FGF22 [extracellular region],FGF3 [extracellular region],FGF10 [extracellular region],Activated FGFR2b homodimer bound to FGF [plasma membrane],Activated FGFR2b short homodimer bound to FGF [plasma membrane],Phosphorylated Fibroblast growth factor receptor 2b short [plasma membrane],FGFR2b-binding FGFs [extracellular region],FGF7 [extracellular region],Activated FGFR2b long homodimer  [plasma membrane],p-8Y-FGFR2-3 [plasma membrane],Activated FGFR3b homodimer [plasma membrane],p-6Y-FGFR3b [plasma membrane],FGFR3b-binding FGFs [extracellular region],p-6Y-FRS2 [plasma membrane],p-Y546,Y584-PTPN11 [cytosol],GRB2-1 [cytosol],activated TLR9:PI3K class III [cytosol],PI3K class III [cytosol],PIK3R4 [cytosol],PIK3C3 [cytosol],fl-TLR9:unmethylated CpG DNA [endosome membrane],TLR9 [endosome membrane],Unmethylated CpG DNA [endosome membrane],Active FLT3:GRB2:p-Y-GAB2:PIK3R1 [cytosol],Active FLT3:GRB2:p-Y-GAB2 [plasma membrane],Active FLT3: GRB2 [plasma membrane],Active FLT3 [plasma membrane],FLT3LG dimer [extracellular region],FLT3LG [extracellular region],Autophosphorylated FLT3 [plasma membrane],p-Y-GAB2 [cytosol],p-Y-IRS1,p-Y-IRS2:PI3K [cytosol],p-Y-IRS1,p-Y-IRS2 [cytosol],p-Y-IRS1 [cytosol],p-Y-IRS2 [cytosol]]"
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,CD40L binds CD40,R-HSA-199404,"[CD40LG trimer [plasma membrane],CD40 trimer [plasma membrane]]",[CD40:CD40L trimer [plasma membrane]],[]
Growth hormone receptor signaling,Metalloprotease cleavage of GHR,R-HSA-1168777,[GHR(19-638) [plasma membrane]],"[GHR(19-256) [extracellular region],GHR(257-638) [plasma membrane]]",[ADAM17 [plasma membrane]]
Regulation of IFNA signaling,UBP43 binds IFNAR2 and prevents JAK1 interaction,R-HSA-912685,"[USP18 [cytosol],IFNAR2-2 [plasma membrane]]",[IFNAR2c:UBP43 [plasma membrane]],[]
Downstream TCR signaling,PI3K bound to TRAT1 phosphorylates PIP2 to PIP3,R-HSA-202365,"[ATP [cytosol],PI(4,5)P2 [plasma membrane]]","[PI(3,4,5)P3 [plasma membrane],ADP [cytosol]]","[PI3K bound to TRAT [plasma membrane],PI3K [cytosol],PI3K-regulatory subunit [cytosol],PIK3R1 [cytosol],PIK3R2 [cytosol],PI3K-catalytic subunit [cytosol],PIK3CA [cytosol],PIK3CB [cytosol],p-Y63,Y79,Y110-TRAT1 [plasma membrane]]"
MyD88 cascade initiated on plasma membrane,IRAK4 binds to MyD88 bound to the activated TLR5 or 10 receptor,R-HSA-975873,"[oligo-MyD88:activated TLR5 or 10 [plasma membrane],IRAK4 [cytosol]]",[IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane]],[]
Interleukin-12 signaling,STAT4 is phosphorylated by p-JAK2 and/or p-Y-TYK2 after IL12:IL12R interaction,R-HSA-8950354,"[ATP [cytosol],IL12A:IL12B:IL12RB1:p-Y800-IL12RB2:p-Y-TYK2:p-JAK2:2xSTAT4 [plasma membrane]]","[ADP [cytosol],2xp-Y693-STAT4:IL12A:IL12B:IL12RB1:p-Y800-IL12RB2:p-Y-TYK2:p-JAK2 [plasma membrane]]","[IL12A:IL12B:IL12RB1:p-Y800-IL12RB2:p-Y-TYK2:p-JAK2:2xSTAT4 [plasma membrane],IL12A:IL12B:IL12RB1:p-Y800-IL12RB2:p-Y-TYK2:p-JAK2 [plasma membrane],IL12RB1:p-Y-TYK2 [plasma membrane],p-Y-TYK2 [cytosol],IL12RB1 [plasma membrane],IL12A:IL12B [extracellular region],IL12A [extracellular region],IL12B [extracellular region],p-Y800-IL12RB2:p-JAK2 [plasma membrane],IL12RB1:JAK1 [plasma membrane],JAK1 [cytosol],p-Y800-IL12RB2 [plasma membrane],p-JAK2 [cytosol],STAT4 [cytosol]]"
Prolactin receptor signaling,PRLR activation,R-HSA-1671687,[PRLR ligands:PRLR:JAK2 dimer [plasma membrane]],[PRLR ligands:Activated PRLR:JAK2 dimer [plasma membrane]],[]
Cross-presentation of particulate exogenous antigens (phagosomes),Engulfment of particulate antigen into phagocytic vesicle,R-HSA-1236956,[Particulate Ag:DC receptors [plasma membrane]],"[Exogenous Particulate antigen (Ag) [phagocytic vesicle],DC receptors recognizing apoptotic cells [phagocytic vesicle]]",[]
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Dissociation of p-IRAK2:TRAF6 from the activated TLR:oligo-Myd88:TIRAP:p-IRAK4 complex,R-HSA-2262775,[TRAF6:p-IRAK2 :p-IRAK4:oligo-MyD88:TIRAP:activated TLR [plasma membrane]],"[TRAF6:p-IRAK2 [plasma membrane],p-S,2T-IRAK4:oligo-MyD88:TIRAP:activated TLR receptor [plasma membrane]]",[]
Neutrophil degranulation,Exocytosis of azurophil granule lumen proteins,R-HSA-6798751,[Azurophil granule lumen proteins [azurophil granule lumen]],[Azurophil granule lumen proteins [extracellular region]],[]
Other interleukin signaling,CSF3R binds CSF3 dimer,R-HSA-6787737,"[CSF3 dimer [extracellular region],CSF3R [plasma membrane]]",[CSF3 dimer:CSF3R [plasma membrane]],[]
Antimicrobial peptides,REG3A binds bacterial phospholipids,R-HSA-6801776,"[REG3A(38-175) [extracellular region],Anionic phospholipids:microbial cell surface [plasma membrane]]",[REG3A(38-175):anionic phospholipids [extracellular region]],[]
Interleukin-37 signaling,"IL37, IL37(?-218) translocates from cytosol to extracellular region",R-HSA-9008694,"[IL37,IL37(?-218) [cytosol]]","[IL37,IL37(?-218) [extracellular region]]",[]
Neutrophil degranulation,Exocytosis of tertiary granule membrane proteins,R-HSA-6798747,[Tertiary granule membrane proteins [tertiary granule membrane]],[Tertiary granule membrane proteins [plasma membrane]],[]
Events associated with phagocytolytic activity of PMN cells,Hypochlorous acid (HOCl) reacts with unsaturated lipid to form lipid chlorohydrins,R-HSA-6789218,"[HOCl, NO2Cl [phagocytic vesicle lumen],Unsaturated lipid [plasma membrane]]","[H2O [phagocytic vesicle lumen],Lipid-Cl [plasma membrane]]",[]
Antimicrobial peptides,PLA2G2A binds bacterial phospholipids,R-HSA-8862771,"[PLA2G2A:Ca2+ [extracellular region],Anionic phospholipids:microbial cell surface [plasma membrane]]",[PLA2G2A:phospholipids [extracellular region]],[]
Regulation of Complement cascade,"C1-Inh binds and inactivates C1r, C1s",R-HSA-9021306,[Antigen:IgG:C1Q:2xActivated C1R:2xActivated C1S [plasma membrane]],[Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 [extracellular region]],[]
Interleukin-33 signaling,IL33 binds IL1RL1,R-HSA-448629,"[IL1RL1 [plasma membrane],IL33 [extracellular region]]",[IL1RL1:IL33 [plasma membrane]],"[IL33:IL1RL1-2 [extracellular region],IL33 [extracellular region],IL1RL1-2 [extracellular region]]"
Antimicrobial peptides,DCD forms oligomeric complex,R-HSA-6803104,"[DCD(63-110):anionic phospholipid [extracellular region],Zn2+ [extracellular region]]",[DCD hexamer:Zn(2+):anionic phospholipids [extracellular region]],[]
The NLRP3 inflammasome,TXNIP binds NLRP3,R-HSA-1250272,"[NLRP3 [cytosol],TXNIP [cytosol]]",[TXNIP:NLRP3 [cytosol]],[]
MyD88 cascade initiated on plasma membrane,IRAK4 autophosphorylation within the complex activated TLR:MyD88,R-HSA-975865,"[IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],p-S,2T-IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane]]","[IRAK4:oligo-MyD88:activated TLR5 or 10 [plasma membrane],IRAK4 [plasma membrane],oligo-MyD88:activated TLR5 or 10 [plasma membrane],Activated TLR5 or TLR10 homodimer [plasma membrane],TLR10 homodimer bound to ligand [plasma membrane],TLR10 homodimer [plasma membrane],TLR10 [plasma membrane],Ligand recognized by TLR10 [extracellular region],TLR5 homodimer:bacterial flagellin [plasma membrane],Flagellin [plasma membrane],TLR5 [plasma membrane],MyD88 oligomer [plasma membrane],MYD88 [plasma membrane]]"
STAT5 Activation,p-STAT5 dissociates from activator:STAT5 complex,R-HSA-9645134,[Activators of STAT5:p-STAT5 [cytosol]],"[p-STAT5A, p-STAT5B [cytosol],Activators of STAT5 [cytosol]]",[]
Interferon gamma signaling,Transphosphorylation of JAK1,R-HSA-873918,"[IFNG:IFNGR1:JAK1:IFNGR2:p-JAK2 [plasma membrane],ATP [cytosol]]","[ADP [cytosol],IFNG:IFNGR1:p-JAK1:IFNGR2:p-JAK2 [plasma membrane]]","[IFNG:IFNGR1:JAK1:IFNGR2:p-JAK2 [plasma membrane],IFNG homodimer [extracellular region],IFNG [extracellular region],IFNGR complex with p-JAK2 [plasma membrane],IFNGR1:JAK1 [plasma membrane],JAK1 [cytosol],IFNGR1 [plasma membrane],IFNGR2:p-JAK2 [plasma membrane],p-Y1007-JAK2 [cytosol],IFNGR2 [plasma membrane],PTPN6 [cytosol],IFNG:IFNGR1:JAK1:IFNGR2:p-JAK2:SOCS-1/-3 [plasma membrane],SOCS-1 and SOCS-3 [cytosol],SOCS1 [cytosol],SOCS3 [cytosol]]"
The NLRP3 inflammasome,Expression of NLRP3 gene,R-HSA-9603905,[NLRP3 gene [nucleoplasm]],[NLRP3 [cytosol]],"[NFkB Complex [nucleoplasm],Nuclear factor NF-kappa-B [nucleoplasm],NFKB1(1-433) [nucleoplasm],NFKB2(1-454) [nucleoplasm],RELA [nucleoplasm]]"
Macroautophagy,Autophagosome maturation,R-HSA-5682388,[LC3:PE [phagophore assembly site membrane]],[LC3:PE [autophagosome membrane]],"[ESCRT-III [cytosol],CHMP3 [cytosol],CHMP6 [cytosol],CHMP2 [cytosol],CHMP2B [cytosol],CHMP2A [cytosol],CHMP7 [cytosol],CHMP4 [cytosol],CHMP4C [cytosol],CHMP4B [cytosol],CHMP4A [cytosol],UVRAG complex [cytosol],BECN1 [cytosol],UVRAG [cytosol],PIK3R4 [cytosol],PIK3C3 [cytosol]]"
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell,C3d-complexed antigen binds to complement receptor,R-HSA-199518,"[C3d complexed with antigen [extracellular region],Complex of CD19, CD81, CD225 and CD21 [plasma membrane]]","[Complex of CD19, CD81, CD225 and CD21 with C3d-bound Antigen [plasma membrane]]",[]
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",Trimming of peptides in ER,R-HSA-983158,[oligopeptide fragment [endoplasmic reticulum lumen]],"[L-amino acid [endoplasmic reticulum lumen],Antigen peptide [endoplasmic reticulum lumen]]","[ERAP1/2 [endoplasmic reticulum lumen],ERAP2 [endoplasmic reticulum lumen],ERAP1 [endoplasmic reticulum lumen]]"
RIP-mediated NFkB activation via ZBP1,ZBP1(DAI) recruits RIP1 and RIP3,R-HSA-1810457,"[RIPK3 [cytosol],RIPK1 [cytosol],dsDNA:ZBP1 [cytosol]]",[dsDNA:ZBP1:RIP1:RIP3 [cytosol]],[]
