ReactionID,ReactionName,DiseaseID,DiseaseName
R-HSA-5602272,Defective CYP4F22 does not 20-hydroxylate TrXA3,1699,congenital ichthyosiform erythroderma
R-HSA-5603379,TPMT does not transfer CH3 from AdoMet to 6MP,655,inherited metabolic disorder
R-HSA-5603208,Defective OPLAH does not hydrolyse OPRO,655,inherited metabolic disorder
R-HSA-5602892,Defective GCLC does not ligate L-Glu to L-Cys,583,hemolytic anemia
R-HSA-9035960,"Defective CYP27A1 does not 27-hydroxylate 5β-CHOL3α,7α,24(s)-triol",4810,cerebrotendinous xanthomatosis
R-HSA-5602170,"CYP27A1 does not 27-hydroxylate 5bCHOL3a,7a,12a-triol",4810,cerebrotendinous xanthomatosis
R-HSA-5579084,Defective AHCY does not hydrolyse AdoHcy,0050544,hypermethioninemia
R-HSA-5602966,Defective FMO3 does not N-oxidise TMA,655,inherited metabolic disorder
R-HSA-9036104,Defective UGT1A4 does not transfer GlcA from UDP-GlcA to BMG,3803,Crigler-Najjar syndrome
R-HSA-5604954,Defective UGT1A4 does not transfer GlcA from UDP-GlcA to BIL,3803,Crigler-Najjar syndrome
R-HSA-5580292,Defective CYP11B1 does not oxidise 11DCORT,9553,adrenal gland disease
R-HSA-9035966,Defective GGT1 does not hydrolyse GSH,655,inherited metabolic disorder
R-HSA-5603297,"Defective SLC35D1 does not transport UDP-GlcA, UDPGlcNAc",0050775,schneckenbecken dysplasia
R-HSA-5601976,Defective CYP21A2 does not 21-hydroxylate PROG,9553,adrenal gland disease
R-HSA-5602004,Defective CYP24A1 does not 24-hydroxylate CALTOL,12678,hypercalcemia
R-HSA-5602242,Defective CYP2U1 does not omega-hydroxylate ARA,2476,hereditary spastic paraplegia
R-HSA-5600598,Defective CYP11B2 does not oxidise 11DCORST,1701,steroid inherited metabolic disorder
R-HSA-6785245,Defective CYP11B2 does not oxidise CORST,1701,steroid inherited metabolic disorder
R-HSA-6785244,Defective CYP11B2 does not oxidise 18HCORST,1701,steroid inherited metabolic disorder
R-HSA-5602186,Defective CYP27B1 does not hydroxylate CDL,10609,rickets
R-HSA-5602063,Defective CYP26B1 does not 4-hydroxylate atRA,2340,craniosynostosis
R-HSA-5603108,Defective MAOA does not oxidatively deaminate 5HT,150,disease of mental health
R-HSA-5602885,Defective CYP7B1 does not 7-hydroxylate 25OH-CHOL,2476,hereditary spastic paraplegia
R-HSA-5603275,Defective TBXAS1 does not isomerise PGH2 to TXA2,0080001,bone disease
R-HSA-5603275,Defective TBXAS1 does not isomerise PGH2 to TXA2,2355,anemia
R-HSA-5602984,"Defective GGT1 does not hydrolyse glutamate from AFXBO-SG, AFNBO-SG",655,inherited metabolic disorder
R-HSA-5580269,"Defective CYP11A1 does not cleave 20a,22b-DHCHOL",0050546,congenital adrenal insufficiency
R-HSA-5602147,Defective CYP2R1 does not 25-hydroxylate vitamin D,10609,rickets
R-HSA-5603087,Defective MAT1A does not transfer Ado from ATP to L-Met,0050544,hypermethioninemia
R-HSA-5601849,Defective CYP19A1 does not convert ANDST to E1,3765,pseudohermaphroditism
R-HSA-5603251,Defective ACTH does not bind MCR2,9553,adrenal gland disease
R-HSA-5603251,Defective ACTH does not bind MCR2,9970,obesity
R-HSA-5601843,Defective CYP17A1 does not 17-hydroxylate PREG,9553,adrenal gland disease
R-HSA-9035954,Defective CYP17A1 does not 17-hydroxylate P4,9553,adrenal gland disease
R-HSA-9035956,Defective CYP17A1 does not cleave 17aHPROG,9553,adrenal gland disease
R-HSA-4085027,Defective GFPT1 does not transfer an amino group from L-Gln to F6P to form GlcN6P,0050570,congenital disorder of glycosylation type I
R-HSA-5609939,Defective PGM1 does not isomerise G6P to G1P,5212,congenital disorder of glycosylation
R-HSA-4341669,Defective NEU1 does not hydrolyse Neu5Ac from glycoconjugates,3211,lysosomal storage disease
R-HSA-4719354,Defective DPM3 does not transfer mannose to DOLP to form DOLPman,0050570,congenital disorder of glycosylation type I
R-HSA-5610036,Defective GALE does not epimerise UDP-Gal to UDP-Glc,9870,galactosemia
R-HSA-5610026,Defective GALK1 does not phosphorylate Gal,14695,galactokinase deficiency
R-HSA-4088338,Defective GNE does not hydrolyse UDP-GlcNAc,3659,sialuria
R-HSA-4088338,Defective GNE does not hydrolyse UDP-GlcNAc,3429,inclusion body myositis
R-HSA-4088322,Defective GNE does not phosphorylate ManNAc to ManNAc-6-P,3659,sialuria
R-HSA-4088322,Defective GNE does not phosphorylate ManNAc to ManNAc-6-P,3429,inclusion body myositis
R-HSA-5610038,Defective GALT does not transfer UMP to Gal1P,9870,galactosemia
R-HSA-4755545,"Defective DHDDS does not elongate E,E-FPP",10584,retinitis pigmentosa
R-HSA-3781832,Defective MPI does not  isomerize Fru6P to Man6P,0050570,congenital disorder of glycosylation type I
R-HSA-4755572,Defective SRD5A3 does not reduce pPNOL to DCHOL,0050570,congenital disorder of glycosylation type I
R-HSA-4755600,Defective DOLK does not phosphorylate DCHOL,0050570,congenital disorder of glycosylation type I
R-HSA-4717406,Defective DPM1 does not transfer mannose to DOLP to form DOLPman,0050570,congenital disorder of glycosylation type I
R-HSA-4719375,Defective DPM2 does not transfer mannose to DOLP to form DOLPman,0050570,congenital disorder of glycosylation type I
R-HSA-3781926,Defective PMM2 does not isomerise Man6P to Man1P,0050570,congenital disorder of glycosylation type I
R-HSA-3656230,Defective B4GALT1 does not transfer Gal to the keratan chain,0050571,congenital disorder of glycosylation type II
R-HSA-9035949,Defective B4GALT1 does not transfer Gal to the N-glycan precursor,0050571,congenital disorder of glycosylation type II
R-HSA-9035950,Defective B4GALT1 does not transfer Gal to a branch of keratan,0050571,congenital disorder of glycosylation type II
R-HSA-3656258,Defective ST3GAL3 does not transfer SA to keratan,0060037,developmental disorder of mental health
R-HSA-3560785,Defective PAPSS2 does not transfer PO4(2-) group from ATP to APS to form PAPS,0080027,spondyloepimetaphyseal dysplasia
R-HSA-3560794,Defective PAPSS2 does not transfer SO4(2-) group to ATP to form APS,0080027,spondyloepimetaphyseal dysplasia
R-HSA-3656261,Defective EXT1 (in EXT1:EXT2) does not transfer GlcNAc to the heparan chain,206,hereditary multiple exostoses
R-HSA-9036283,Defective EXT1 (in EXT1:EXT2) does not transfer GlcNAc to the terminal GlcA residue,206,hereditary multiple exostoses
R-HSA-9036285,Defective EXT1 (in EXT1:EXT2) does not transfer GlcA to heparan,206,hereditary multiple exostoses
R-HSA-3656257,Defective EXT1 (in EXT1:EXT2) does not transfer GlcA to heparan,206,hereditary multiple exostoses
R-HSA-3560789,"Defective SLC26A2 does not cotransport extracellular SO4(2-), H+ to cytosol",0080055,achondrogenesis type IB
R-HSA-9035983,Defective HEXB does not cleave the terminal GalNAc from keratan sulfate,3321,gangliosidosis GM2
R-HSA-9035982,Defective HEXB does not cleave the terminal GalNAc from HA fragments,3321,gangliosidosis GM2
R-HSA-3662344,Defective HEXB does not cleave the terminal GalNAc from DS,3321,gangliosidosis GM2
R-HSA-4420365,Defective B3GALT6 does not transfer Gal to the tetrasaccharide linker,13359,Ehlers-Danlos syndrome
R-HSA-4420365,Defective B3GALT6 does not transfer Gal to the tetrasaccharide linker,0080027,spondyloepimetaphyseal dysplasia
R-HSA-3636919,Defective CHST14 does not transfer SO4(2-) to GalNAc in dermatan or DS,13359,Ehlers-Danlos syndrome
R-HSA-3595175,Defective CHST3 does not transfer SO4(2-) to chondroitin,0080027,spondyloepimetaphyseal dysplasia
R-HSA-3656269,Defective CHST6 does not transfer SO4(2-) to GlcNAc residues on keratan-PG,2565,macular corneal dystrophy
R-HSA-3560802,Defective B3GAT3 does not transfer GlcA to tetrasaccharide linker,14764,Larsen syndrome
R-HSA-3560802,Defective B3GAT3 does not transfer GlcA to tetrasaccharide linker,1682,congenital heart defect
R-HSA-3560804,Defective B4GALT7 does not transfer Gal to xylosyl-unit of the tetrasaccharide linker,13359,Ehlers-Danlos syndrome
R-HSA-9036289,Defective EXT2 (in EXT1:EXT2) does not transfer GlcA to heparan,206,hereditary multiple exostoses
R-HSA-3656254,Defective EXT2 (in EXT1:EXT2) does not transfer GlcNAc to the heparan chain,206,hereditary multiple exostoses
R-HSA-9036290,Defective EXT2 (in EXT1:EXT2) does not transfer GlcNAc to heparan,206,hereditary multiple exostoses
R-HSA-3656267,Defective EXT2 (in EXT1:EXT2) does not transfer GlcA to heparan,206,hereditary multiple exostoses
R-HSA-9035976,Defective HEXA does not cleave the terminall GalNAc from small HA fragments,3322,gangliosidosis GM1
R-HSA-9035978,Defective HEXA does not cleave the terminal GalNAc from keratan sulfate,3322,gangliosidosis GM1
R-HSA-3656259,Defective HEXA does not cleave the terminal GalNAc from DS,3322,gangliosidosis GM1
R-HSA-3595178,Defective CHSY1 does not transfer GlcA to chondroitin,0050581,brachydactyly
R-HSA-3595176,Defective CHSY1 does not transfer GalNAc to chondroitin,0050581,brachydactyly
R-HSA-5615556,Defective POMT2 does not transfer Man from Dol-P-Man to DAG1,0050588,muscular dystrophy-dystroglycanopathy
R-HSA-5617096,Defective POMGNT1 does not transfer GlcNAc from UDP-GlcNAc to Man-O-Ser-DAG1,0050588,muscular dystrophy-dystroglycanopathy
R-HSA-5096538,Defective LFNG does not transfer GlcNAc to Pre-NOTCH,0050568,spondylocostal dysostosis
R-HSA-5096537,Defective GALNT3 does not transfer GalNAc to mucins,0050459,hyperphosphatemia
R-HSA-6785668,Defective LARGE does not transfer Xyl from UDP-Xyl to GlcA,0050557,congenital muscular dystrophy
R-HSA-5096532,Defective GALNT12 does not transfer GalNAc to mucins,9256,colorectal cancer
R-HSA-5615604,Defective POMT1 does not transfer Man from Dol-P-Man to DAG1,0050588,muscular dystrophy-dystroglycanopathy
R-HSA-6785524,Defective C1GALT1C1 does not bind C1GALT1,305,carcinoma
R-HSA-6785565,Defective B3GALTL does not transfer glucose to O-fucosyl-proteins,5614,eye disease
R-HSA-6785565,Defective B3GALTL does not transfer glucose to O-fucosyl-proteins,0050567,orofacial cleft
R-HSA-4549368,Defective ALG2 does not transfer a second Man to N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4549368,Defective ALG2 does not transfer a second Man to N-glycan precursor,3635,congenital myasthenic syndrome
R-HSA-4720497,Defective ALG12 does not add mannose to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4549382,Defective ALG1 does not transfer the first Man to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4793956,Defective B4GALT1 does not add Gal to N-glycan,0050571,congenital disorder of glycosylation type II
R-HSA-4724291,Defective ALG6 does not add glucose to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4549334,Defective DPAGT1 does not transfer GlcNAc to DOLP,0050570,congenital disorder of glycosylation type I
R-HSA-4793955,Defective MGAT2 does not transfer GlcNAc to N-glycans,0050571,congenital disorder of glycosylation type II
R-HSA-4793947,Defective MOGS does not cleave glucose from an N-glycosylated protein,0050571,congenital disorder of glycosylation type II
R-HSA-4724330,Defective ALG8 does not add glucose to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-9035514,Defective ALG9 does not add the last mannose to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4720478,Defective ALG9 does not add the seventh mannose to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4570573,Defective RFT1 does not flip the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-4720473,Defective ALG3 does not add mannose to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-9036008,"Defective MAN1B1 does not hydrolyse a second 1,2-linked mannose (a branch)",0050776,non-specific X-linked mental retardation
R-HSA-9036011,"Defective MAN1B1 does not hydrolyse 1,2-linked mannose (b branch)",0050776,non-specific X-linked mental retardation
R-HSA-4793949,"Defective MAN1B1 does not hydrolyse 1,2-linked mannose (a branch)",0050776,non-specific X-linked mental retardation
R-HSA-9036012,"Defective MAN1B1 does not hydrolyse 1,2-linked mannose (c branch)",0050776,non-specific X-linked mental retardation
R-HSA-4551297,Defective ALG11 does not transfer Man to the N-glycan precursor,0050570,congenital disorder of glycosylation type I
R-HSA-5633241,Defective ALG14 does not transfer GlcNAc from UDP-GlcNAc to GlcNAcDOLP,3635,congenital myasthenic syndrome
R-HSA-9036025,Defective MPDU1 does not promote transfer of Man to (GlcNAc)2 (Man)5 (PP-Dol)1 by ALG3,0050570,congenital disorder of glycosylation type I
R-HSA-4686998,Defective MPDU1 does not promote transfer of Man to N-glycan precursor (GlcNAc)2 (Man)7 (PP-Dol)1 by ALG12,0050570,congenital disorder of glycosylation type I
R-HSA-9036021,Defective MPDU1 does not promote transfer of Man to (GlcNAc)2 (Man)6 (PP-Dol)1 by ALG9,0050570,congenital disorder of glycosylation type I
R-HSA-9036020,Defective MPDU1 does not promote transfer of Man to (GlcNAc)2 (Man)8 (PP-Dol)1 by ALG9,0050570,congenital disorder of glycosylation type I
R-HSA-880053,2-oxoglutarate + NADPH + H+ => (R)-2-hydroxyglutarate + NADP+ [mutant IDH1],3068,glioblastoma multiforme
R-HSA-5649483,Defective PAH does not hydroxylate L-Phe to L-Tyr,9281,phenylketonuria
R-HSA-3274540,Defective G6PC does not hydrolyze glucose 6-phosphate,2749,glycogen storage disease I
R-HSA-3828061,Defective GYS1 does not transfer glucose to growing glycogen chains,2747,glycogen storage disease
R-HSA-3878762,Defective GBE1 does not catalyze branch formation in growing glycogen chains (liver),2750,glycogen storage disease IV
R-HSA-9036729,Defective GAA does not hydrolyze lysosomal glycogen,2752,glycogen storage disease II
R-HSA-3282876,Defective G6PC3 does not hydrolyze glucose 6-phosphate,0050590,severe congenital neutropenia
R-HSA-3229118,Defective SLC37A4 does not exchange G6P and Pi across the ER membrane,2749,glycogen storage disease I
R-HSA-3797226,Defective NHLRC1 does not ubiquitinate EPM2A (laforin) and PPP1R3C (PTG) (type 2B disease),2747,glycogen storage disease
R-HSA-3791349,Defective EPM2A does not dephosphorylate phosphoglycogen (type 2A disease),2747,glycogen storage disease
R-HSA-3858506,Defective GYS2 does not transfer glucose to growing glycogen chains,2747,glycogen storage disease
R-HSA-3814838,Defective GYG1 is not autoglucosyolated,0050579,glycogen storage disease XV
R-HSA-5662851,Defective DCXR does not reduce L-xylulose to xylitol,2978,carbohydrate metabolic disorder
R-HSA-2263495,Defective GNS does not hydrolyse 6-sulfate from GlcNAc6S,12801,mucopolysaccharidosis III
R-HSA-2263444,Defective SGSH does not hydrolyse Heparan sulfate chain(7),12801,mucopolysaccharidosis III
R-HSA-9036050,Defective SGSH does not hydrolyse Heparan sulfate chain(2),12801,mucopolysaccharidosis III
R-HSA-9036056,Defective HGSNAT does not acetylate Heparan sulfate chain(3),12801,mucopolysaccharidosis III
R-HSA-2263492,Defective HGSNAT does not acetylate Heparan chain(1),12801,mucopolysaccharidosis III
R-HSA-2263490,Defective GALNS does not hydrolyse sulfate from Gal6S in keratan sulfate,12804,mucopolysaccharidosis IV
R-HSA-9036061,Defective GLB1 does not hydrolyse linker chain(2),12798,mucopolysaccharidosis
R-HSA-2265534,Defective GLB1 does not hydrolyse a glycosaminoglycan,12798,mucopolysaccharidosis
R-HSA-2318373,Defective GUSB does not hydrolyse (HA)2,12803,mucopolysaccharidosis VII
R-HSA-9036068,"Defective GUSB does not hydrolyse GlcA-β1,3-GlcNAc",12803,mucopolysaccharidosis VII
R-HSA-9036070,Defective GUSB does not hydrolyse CS/HS precursor,12803,mucopolysaccharidosis VII
R-HSA-2262743,Defective IDS does not hydrolyse dermatan sulfate (Chebi:63517 chain),12799,mucopolysaccharidosis II
R-HSA-9036046,Defective IDS does not hydrolyse Heparan sulfate chain(5),12799,mucopolysaccharidosis II
R-HSA-9036077,Defective HYAL1 does not hydrolyse (HA)50,12798,mucopolysaccharidosis
R-HSA-2318585,Defective HYAL1 does not hydrolyse Chondroitin chains,12798,mucopolysaccharidosis
R-HSA-2263496,Defective NAGLU does not hydrolyse Heparan sulfate chain(4),12801,mucopolysaccharidosis III
R-HSA-9036052,Defective NAGLU does not hydrolyse heparan chain(2),12801,mucopolysaccharidosis III
R-HSA-9036065,Defective ARSB does not hydrolyse DS,12800,mucopolysaccharidosis VI
R-HSA-2282889,Defective ARSB does not hydrolyse C4S/C6S chains,12800,mucopolysaccharidosis VI
R-HSA-9036041,Defective IDUA does not hydrolyse the unsulfated alpha-L-iduronosidic link in DS,12802,mucopolysaccharidosis I
R-HSA-2206299,Defective IDUA does not hydrolyse Heparan sulfate chain(6),12802,mucopolysaccharidosis I
R-HSA-9036037,Defective IDUA does not hydrolyse Heparan sulfate chain(1),12802,mucopolysaccharidosis I
R-HSA-5656459,Defective KHK does not phosphorylate beta-D-fructose,2978,carbohydrate metabolic disorder
R-HSA-5659926,Defective SI does not hydrolyze Suc,9868,intestinal disaccharidase deficiency
R-HSA-5659879,Defective SI does not hydrolyze iMal,9868,intestinal disaccharidase deficiency
R-HSA-5659922,Defective SI does not hydrolyze Mal,9868,intestinal disaccharidase deficiency
R-HSA-5658001,Defective LCT does not hydrolyze Lac,10604,lactose intolerance
R-HSA-5659899,Defective SI does not hydrolyze maltotriose,9868,intestinal disaccharidase deficiency
R-HSA-5656438,Defective ALDOB does not cleave Fru 1-P to GA and DHAP,9869,hereditary fructose intolerance syndrome
R-HSA-5659998,"Defective TALDO1 does not transform Fru(6)P, E4P to SH7P, GA3P",2978,carbohydrate metabolic disorder
R-HSA-5660013,Defective RPIA does not isomerize RU5P to R5P,2978,carbohydrate metabolic disorder
R-HSA-5659989,"Defective TALDO1 does not transform SH7P, GA3P to Fru(6)P, E4P",2978,carbohydrate metabolic disorder
R-HSA-5660015,Defective RPIA does not isomerize R5P to RU5P,2978,carbohydrate metabolic disorder
R-HSA-5688377,Defective pro-SFTPC does not translocate from ER membrane to multivesicle body,12716,newborn respiratory distress syndrome
R-HSA-5688377,Defective pro-SFTPC does not translocate from ER membrane to multivesicle body,3082,interstitial lung disease
R-HSA-5688884,Defective CSF2RB does not bind SFTPs,12120,pulmonary alveolar proteinosis
R-HSA-5687585,"Defective SLC34A2 does not cotransport HPO4(2-), 3Na+ from extracellular region to cytosol",12117,pulmonary alveolar microlithiasis
R-HSA-5688025,Defective pro-SFTPB does not translocate from ER membrane to multivesicle body,12716,newborn respiratory distress syndrome
R-HSA-5688025,Defective pro-SFTPB does not translocate from ER membrane to multivesicle body,3082,interstitial lung disease
R-HSA-5688397,"Defective ABCA3 does not transport PC, PG from ER membrane to lamellar body",12716,newborn respiratory distress syndrome
R-HSA-5688397,"Defective ABCA3 does not transport PC, PG from ER membrane to lamellar body",3082,interstitial lung disease
R-HSA-5687875,Defective SFTPA2 does not translocate from ER membrane to extracellular region,12716,newborn respiratory distress syndrome
R-HSA-5687875,Defective SFTPA2 does not translocate from ER membrane to extracellular region,0050156,idiopathic pulmonary fibrosis
R-HSA-5688899,Defective CSF2RA does not bind SFTPs,12716,newborn respiratory distress syndrome
R-HSA-5688899,Defective CSF2RA does not bind SFTPs,12120,pulmonary alveolar proteinosis
R-HSA-2466828,Defective RBP4 does not bind atROL,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2466710,Defective LRAT does not esterify RBP1:atROL and FACYLs to atREs,14791,Leber congenital amaurosis
R-HSA-2466822,Defective OPN1LW causes BCM,0050679,blue cone monochromacy
R-HSA-2471670,Defective RDH12 does not reduce atRAL to atROL,10584,retinitis pigmentosa
R-HSA-2466832,Defective RDH5 does not oxidise 11cROL to 11cRAL and causes RPA,11105,fundus albipunctatus
R-HSA-2466802,Defective ABCA4 does not transport NRPE from disc membranes,4448,macular degeneration
R-HSA-2466834,Defective OPN1SW causes tritanopia,11661,blue color blindness
R-HSA-2466706,Defective OPN1MW causes DCB and BCM,13909,red-green color blindness
R-HSA-2466706,Defective OPN1MW causes DCB and BCM,0050679,blue cone monochromacy
R-HSA-2466861,Defective RDH12 does not reduce atRAL to atROL and causes LCA13,14791,Leber congenital amaurosis
R-HSA-2471660,Defective OPN1LW causes CBP,13910,red color blindness
R-HSA-2471641,Defective OPN1MW causes COD5,0050572,cone-rod dystrophy
R-HSA-2467761,A2E is phagocytosed,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2466764,NRPE condenses with atRAL to form A2PE,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2466831,A2PE hydrolyses to A2E,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2466846,atRAL can spontaneously react with PE to form NRPE,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2467738,A2E translocates to RPE cells,14252,dystrophies primarily involving the retinal pigment epithelium
R-HSA-2453818,Defective STRA6 does not transport atROL,10629,microphthalmia
R-HSA-9687377,Defective RB1 does not form a complex with SKP2 and FZR1,162,cancer
R-HSA-9660615,Defective RB1 does not translocate to the nucleus,162,cancer
R-HSA-9659782,"Defective RB1 does not bind E2F1,(E2F2,E2F3)",162,cancer
R-HSA-9645766,p14ARF mutants do not bind C1QBP,162,cancer
R-HSA-8863014,p25-bound CDK5 phosphorylates CDC25A,10652,Alzheimer's disease
R-HSA-8863013,CDK5 binds p25,10652,Alzheimer's disease
R-HSA-8863012,Calpain cleaves p35 to p25,10652,Alzheimer's disease
R-HSA-8868260,CDK5:p25 phosphorylates GOLGA2,10652,Alzheimer's disease
R-HSA-8870628,Phosphorylated FOXO3 translocates to the nucleus,10652,Alzheimer's disease
R-HSA-8863011,p25-bound CDK5 phosphorylates CDC25C,10652,Alzheimer's disease
R-HSA-8863587,CDK5:p25 translocates to the nucleus,10652,Alzheimer's disease
R-HSA-8863009,Influx of extracellular calcium,10652,Alzheimer's disease
R-HSA-8870703,SOD2 (MnSOD) gene expression,10652,Alzheimer's disease
R-HSA-8870698,FASLG (FasL) gene expression,10652,Alzheimer's disease
R-HSA-8868567,CDK5:p25 phosphorylates PRDX1,10652,Alzheimer's disease
R-HSA-8870710,APP gene expression,10652,Alzheimer's disease
R-HSA-8868340,CDK5:p25 phosphorylates lamin B1,10652,Alzheimer's disease
R-HSA-8863007,p25-bound CDK5 phosphorylates CDC25B,10652,Alzheimer's disease
R-HSA-8870558,CDK5:p25 phosphorylates FOXO3,10652,Alzheimer's disease
R-HSA-8870686,BCL2L11 (BIM) gene expression,10652,Alzheimer's disease
R-HSA-8868573,CDK5:p25 phosphorylates PRDX2,10652,Alzheimer's disease
R-HSA-8868666,CDK5:p25 phosphorylates JUN,10652,Alzheimer's disease
R-HSA-8868344,CDK5:p25 phosphorylates lamin A,10652,Alzheimer's disease
R-HSA-5577244,MSH2 variant:MSH6-defective DNA mismatch repair,9256,colorectal cancer
R-HSA-5577259,MSH2 variant:MSH3-defective DNA mismatch repair,9256,colorectal cancer
R-HSA-5578663,MSH3 variant:MSH2-defective DNA mismatch repair,1380,endometrial cancer
R-HSA-5632970,MSH6 variant:MSH2-defective DNA mismatch repair,9256,colorectal cancer
R-HSA-5632958,PMS2 variants-defective DNA mismatch repair,9256,colorectal cancer
R-HSA-5545484,MLH1 variants-defective DNA mismatch repair,9256,colorectal cancer
R-HSA-9629245,NEIL3 D132V does not cleave 5-guanidinohydantoin (Gh),417,autoimmune hypersensitivity disease
R-HSA-9656250,Defective OGG1 mutants do not excise 8-oxoguanine,10652,Alzheimer's disease
R-HSA-9656250,Defective OGG1 mutants do not excise 8-oxoguanine,162,cancer
R-HSA-9658813,OGG1 S326C is oxidized,162,cancer
R-HSA-9656252,Defective OGG1 mutants do not excise FapyG,162,cancer
R-HSA-9657051,OGG1beta G12E does not translocate to mitochondria,162,cancer
R-HSA-9656254,Defective OGG1 mutants show decreased binding to 8-oxoguanine,10652,Alzheimer's disease
R-HSA-9656254,Defective OGG1 mutants show decreased binding to 8-oxoguanine,162,cancer
R-HSA-9605313,Defective MUTYH mutants do not cleave adenine mispaired with 8-oxoguanine,0050424,familial adenomatous polyposis
R-HSA-9605313,Defective MUTYH mutants do not cleave adenine mispaired with 8-oxoguanine,9256,colorectal cancer
R-HSA-9605313,Defective MUTYH mutants do not cleave adenine mispaired with 8-oxoguanine,162,cancer
R-HSA-9608288,Defective MUTYH mutants do not bind adenine mispaired with 8-oxoguanine,0050424,familial adenomatous polyposis
R-HSA-9608288,Defective MUTYH mutants do not bind adenine mispaired with 8-oxoguanine,9256,colorectal cancer
R-HSA-9608288,Defective MUTYH mutants do not bind adenine mispaired with 8-oxoguanine,162,cancer
R-HSA-9628737,NEIL1 G83D does not cleave DHU,162,cancer
R-HSA-9628758,NEIL1 G83D does not cleave FapyG,162,cancer
R-HSA-9628756,NEIL1 G83D does not cleave FapyA,162,cancer
R-HSA-9629166,Defective NEIL1 variants do not cleave Tg,162,cancer
R-HSA-9629917,NEIL1 Q282TER does not translocate to the nucleus,162,cancer
R-HSA-9630043,Defective NTHL1 truncation mutants do not bind thymine glycol (Tg),162,cancer
R-HSA-9630047,Defective NTHL1 truncation mutants do not bind cytosine glycol (Cg),162,cancer
R-HSA-9630044,Defective NTHL1 truncation mutants do not bind formamidopyrimidine (FapyA),162,cancer
R-HSA-9630045,Defective NTHL1 truncation mutants do not bind dihydrouracil (DHU),162,cancer
R-HSA-9630055,NTHL1 D239Y does not cleave dihydrouracil (DHU),162,cancer
R-HSA-9630053,NTHL1 D239Y does not cleave thymine glycol (Tg),162,cancer
R-HSA-9005585,"MECP2 mutants P302R,K304E,K305R,R306C,(R306H) do not bind NCoR/SMRT complex",1206,Rett syndrome
R-HSA-9022465,"MECP2 mutants R106W, D121G, R133H, S134F, T158M and T158A do not bind to 5mC-DNA",1206,Rett syndrome
R-HSA-9023461,MECP2 T158A:SIN3A complex does not bind BDNF gene promoter,1206,Rett syndrome
R-HSA-9005561,"Active PKA, CaMK IV do not phosphorylate MECP2 mutants R306C,(R306H) at T308",1206,Rett syndrome
R-HSA-9022462,"MECP2 mutants R133C ,D121G, R133H and S134F do not bind 5hmC-DNA",1206,Rett syndrome
R-HSA-5682311,Defective ABCA12 does not transport lipids from cytosol to extracellular region,1699,congenital ichthyosiform erythroderma
R-HSA-5678418,Defective ABCC9 (in KCNJ11:ABCC9) does not transport K+ from extracellular region to cytosol,420,hypertrichosis
R-HSA-5678418,Defective ABCC9 (in KCNJ11:ABCC9) does not transport K+ from extracellular region to cytosol,0050650,familial atrial fibrillation
R-HSA-5678418,Defective ABCC9 (in KCNJ11:ABCC9) does not transport K+ from extracellular region to cytosol,2256,osteochondrodysplasia
R-HSA-5678418,Defective ABCC9 (in KCNJ11:ABCC9) does not transport K+ from extracellular region to cytosol,12930,dilated cardiomyopathy
R-HSA-5679101,Defective ABCG8 (in ABCG5:ABCG8) does not transport sterols from cytosol to extracellular region,3146,lipid metabolism disorder
R-HSA-5679101,Defective ABCG8 (in ABCG5:ABCG8) does not transport sterols from cytosol to extracellular region,1936,atherosclerosis
R-HSA-5679101,Defective ABCG8 (in ABCG5:ABCG8) does not transport sterols from cytosol to extracellular region,10211,cholelithiasis
R-HSA-5678749,Defective ABCB4 does not transport PC from plasma membrane to extracellular region,10211,cholelithiasis
R-HSA-5678749,Defective ABCB4 does not transport PC from plasma membrane to extracellular region,1852,intrahepatic cholestasis
R-HSA-5683672,"Defective ABCA3 does not transport PC, PG from ER membrane to lamellar body",12716,newborn respiratory distress syndrome
R-HSA-5678517,Defective ABCB11 does not transport bile salts from cytosol to extracellular region,1852,intrahepatic cholestasis
R-HSA-5679145,Defective ABCG5 (in ABCG5:ABCG8) does not transport sterols from cytosol to extracellular region,3146,lipid metabolism disorder
R-HSA-5679031,"Defective ABCC2 does not transport BMG,BDG from cytosol to extracellular region",12308,Dubin-Johnson syndrome
R-HSA-5690340,Defective ABCC6 does not transport organic anion from cytosol to extracellular region,2738,pseudoxanthoma elasticum
R-HSA-5682111,Defective ABCA1 does not transport CHOL from transport vesicle membrane to plasma membrane,1388,Tangier disease
