PathwayName,ReactionName,ReactomeID,Input,Output,OtherEntities
Ethanol oxidation,ethanol + NAD+ => acetaldehyde + NADH + H+,R-HSA-71707,"[EtOH [cytosol],NAD+ [cytosol]]","[H+ [cytosol],CH3CHO [cytosol],NADH [cytosol]]","[alcohol dehydrogenase complex [cytosol],alcohol dehydrogenase 1 (class I), alpha/beta dimer [cytosol],Zn2+ [cytosol],ADH1A [cytosol],ADH1B [cytosol],ADH1B:2Zn2+ dimer [cytosol],ADH4:2Zn2+ dimer [cytosol],ADH4 [cytosol],alcohol dehydrogenase 1 (class I), alpha/gamma dimer [cytosol],ADH1C [cytosol],alcohol dehydrogenase 6 (class V) complex [cytosol],ADH6 [cytosol],alcohol dehydrogenase 1 (class I), beta/gamma dimer [cytosol],ADH1C:2Zn2+ dimer [cytosol],ADH7:2Zn2+ dimer [cytosol],ADH7 [cytosol],ADH1A:2Zn2+ dimer [cytosol]]"
Cytosolic sulfonation of small molecules,SULT1A1 dimer sulfonates PARA to PARA-SO4,R-HSA-158468,"[PARA [cytosol],PAPS [cytosol]]","[PARA-SO4 [cytosol],PAP [cytosol]]","[SULT1A1 dimer [cytosol],SULT1A1 [cytosol]]"
Endogenous sterols,CYP19A1 hydroxylates ANDST to E1,R-HSA-193060,"[H+ [cytosol],O2 [cytosol],ANDST [cytosol],NADPH [cytosol]]","[H2O [cytosol],E1 [cytosol],NADP+ [cytosol],HCOOH [cytosol]]",[CYP19A1 [endoplasmic reticulum membrane]]
Beta-oxidation of pristanoyl-CoA,"4,8,12-trimethyltridecanoyl-CoA + 2 O2 + 2 H2O + 2 NAD+ + 2 CoASH => 4,8-dimethylnonanoyl-CoA + 2 H2O2 + 2 NADH + 2 H+ + acetyl-CoA + propionyl-CoA",R-HSA-390276,"[O2 [peroxisomal matrix],H2O [peroxisomal matrix],CoA-SH [peroxisomal matrix],4,8,12-trimethyltridecanoyl-CoA [peroxisomal matrix],NAD+ [peroxisomal matrix]]","[H+ [peroxisomal matrix],4,8-dimethylnonanoyl-CoA [peroxisomal matrix],propionyl CoA [peroxisomal matrix],H2O2 [peroxisomal matrix],Ac-CoA [peroxisomal matrix],NADH [peroxisomal matrix]]",[]
Cholesterol biosynthesis,MVD decarboxylates MVA5PP to IPPP,R-HSA-191414,"[ATP [cytosol],MVA5PP [cytosol]]","[Pi [cytosol],ADP [cytosol],CO2 [cytosol],IPPP [cytosol]]","[MVD dimer [cytosol],MVD [cytosol]]"
VEGFR2 mediated vascular permeability,AKT1 phosphorylates eNOS,R-HSA-202111,"[ATP [cytosol],eNOS:CaM:HSP90:p-AKT1 [plasma membrane]]","[ADP [cytosol],p-S1177-eNOS:CaM:HSP90:p-AKT1 [plasma membrane]]",[]
Regulation of ornithine decarboxylase (ODC),Antizyme inhibitor binds to OAZ and stablizes ODC complex,R-HSA-350600,"[ODC:OAZ complex [cytosol],AZIN1 [cytosol]]",[AZIN1 bound OAZ:ODC complex [cytosol]],[]
Fatty acids,CYP4F12 18-hydroxylates ARA,R-HSA-211904,"[O2 [endoplasmic reticulum lumen],H+ [endoplasmic reticulum lumen],ARA [endoplasmic reticulum lumen],NADPH [endoplasmic reticulum lumen]]","[H2O [endoplasmic reticulum lumen],NADP+ [endoplasmic reticulum lumen],18OH-ARA [endoplasmic reticulum lumen]]","[Cytochrome P450 (CYP4F12 based) [endoplasmic reticulum membrane],CYP4F8 [endoplasmic reticulum membrane],CYP4F2 [endoplasmic reticulum membrane],CYP4F12 [endoplasmic reticulum membrane]]"
VEGFR2 mediated cell proliferation,"IP3R:I(1,4,5)P3 tetramer transports Ca2+ from ER lumen to cytosol",R-HSA-169683,[Ca2+ [endoplasmic reticulum lumen]],[Ca2+ [cytosol]],"[ITPR:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],I(1,4,5)P3 [cytosol],ITPR tetramers [endoplasmic reticulum membrane],ITPR1 tetramer [endoplasmic reticulum membrane],ITPR1 [endoplasmic reticulum membrane],ITPR3 tetramer [endoplasmic reticulum membrane],ITPR3 [endoplasmic reticulum membrane],ITPR2 tetramer [endoplasmic reticulum membrane],ITPR2 [endoplasmic reticulum membrane],AHCYL1:NAD+:ITPR1:I(1,4,5)P3 tetramer [endoplasmic reticulum membrane],AHCYL1:NAD+ [endoplasmic reticulum membrane],AHCYL1 [endoplasmic reticulum membrane],NAD+ [endoplasmic reticulum lumen]]"
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion,cAMP activates EPAC1,R-HSA-381668,"[cAMP [cytosol],RAPGEF3 [plasma membrane]]",[RAPGEF3:cAMP complex [plasma membrane]],[]
PPARA activates gene expression,Expression of FATP1 (SLC27A1),R-HSA-1989750,[SLC27A1 gene [nucleoplasm]],[SLC27A1 [plasma membrane]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Abacavir transmembrane transport,abacavir [cytosol] + ATP + H2O => abacavir[extracellular] + ADP + phosphate,R-HSA-2161506,"[H2O [cytosol],ATP [cytosol],abacavir [cytosol]]","[Pi [cytosol],ADP [cytosol],abacavir [extracellular region]]","[ABCG2 tetramer [plasma membrane],HC-ABCG2 [plasma membrane]]"
Glucagon-type ligand receptors,Glucagon binds to Glucagon receptor,R-HSA-163625,"[GCG(53-81) [extracellular region],CYSLTR1,2 [plasma membrane]]",[GCGR:GCG(53-81) [plasma membrane]],[]
Organic anion transporters,SLC5A8 transports monocarboxylates from extracellular region to cytosol,R-HSA-429749,"[monocarboxylates transported by SLC5A8 [extracellular region],Na+ [extracellular region]]","[Na+ [cytosol],monocarboxylates transported by SLC5A8 [cytosol]]",[SLC5A8 [plasma membrane]]
Peroxisomal lipid metabolism,"NUDT19 hydrolyses acyl-CoA to 3',5'-ADP and acyl-PPANT",R-HSA-6810474,"[H2O [peroxisomal matrix],FA-CoA [peroxisomal matrix]]","[3',5'-ADP [peroxisomal matrix],acyl-PPANT [peroxisomal matrix]]",[NUDT19 [peroxisomal matrix]]
Interconversion of nucleotide di- and triphosphates,ADP + ADP <=> AMP + ATP [AK2],R-HSA-110144,[ADP [cytosol]],"[ATP [cytosol],AMP [cytosol]]",[AK2 [mitochondrial intermembrane space]]
Lysine catabolism,saccharopine + NAD+ + H2O => alpha-aminoadipic semialdehyde + glutamate + NADH + H+,R-HSA-70940,"[NAD+ [mitochondrial matrix],H2O [mitochondrial matrix],SACN [mitochondrial matrix]]","[H+ [mitochondrial matrix],2AMAS [mitochondrial matrix],NADH [mitochondrial matrix],L-Glu [mitochondrial matrix]]","[AASS tetramer [mitochondrial matrix],AASS [mitochondrial matrix]]"
Synthesis of IPs in the nucleus,"5-PP-IP4 is phosphorylated to 1,5-(PP)2-IP3 by IP6K1/2 in the nucleus",R-HSA-1855230,"[ATP [nucleoplasm],5-PP-IP4 [nucleoplasm]]","[ADP [nucleoplasm],1,5-(PP)2-IP3 [nucleoplasm]]","[IP6K1/2 [nucleoplasm],IP6K2 [nucleoplasm],IP6K1 [nucleoplasm]]"
Pyrimidine catabolism,"5,6-dihydrouracil + H2O => beta-ureidopropionate",R-HSA-73589,"[H2O [cytosol],5,6-Dihydrouracil [cytosol]]",[UPROP [cytosol]],"[DPYS tetramer [cytosol],Zn2+ [cytosol],DPYS [cytosol]]"
Pentose phosphate pathway,RBKS phosphorylates ribose to R5P,R-HSA-8955844,"[ATP [cytosol],D-ribose [cytosol]]","[R5P [cytosol],ADP [cytosol]]",[RBKS [cytosol]]
Acyl chain remodeling of CL,CL and 1-acyl LPE are converted to MLCL and PE by TAZ (IM) (Reversible),R-HSA-1482894,"[cardiolipin [mitochondrial inner membrane],1-acyl LPE [mitochondrial inner membrane]]","[PE [mitochondrial inner membrane],MLCL [mitochondrial inner membrane]]",[TAZ [mitochondrial inner membrane]]
Fatty acyl-CoA biosynthesis,acetyl-CoA + bicarbonate + ATP => malonyl-CoA + H2O + ADP + orthophosphate,R-HSA-200555,"[HCO3- [cytosol],ATP [cytosol],Ac-CoA [cytosol]]","[Pi [cytosol],ADP [cytosol],Mal-CoA [cytosol]]","[Btn-ACACA [cytosol],CIT [cytosol]]"
Cytosolic tRNA aminoacylation,pyrophosphate + H2O => 2 orthophosphate [cytosolic],R-HSA-71732,"[PPi [cytosol],H2O [cytosol]]",[Pi [cytosol]],"[PPA1 dimer [cytosol],PPA1 [cytosol],Mg2+ [cytosol]]"
Cytosolic sulfonation of small molecules,IMPAD1 hydrolyses PAP to AMP,R-HSA-8953499,"[PAP [Golgi lumen],H2O [Golgi lumen]]","[Pi [Golgi lumen],adenosine 5'-monophosphate [Golgi lumen]]","[IMPAD1:Mg2+ [Golgi lumen],Mg2+ [Golgi lumen],IMPAD1 [Golgi lumen],Li+ [Golgi lumen]]"
"Synthesis of IP2, IP, and Ins in the cytosol",MTMR7 binds MTMR9,R-HSA-6809238,"[MTMR7 [cytosol],MTMR9 [cytosol]]",[MTMR7:MTMR9 [cytosol]],[]
Synthesis of PIPs at the plasma membrane,"PTPN13:PLEKHA1,2 bind PI(3,4)P2",R-HSA-8870332,"[PTPN13:PLEKHA1,2 [plasma membrane],PI(3,4)P2 [plasma membrane]]","[PTPN13:PLEKHA1,2:PIP2 [plasma membrane]]",[]
Synthesis of Leukotrienes (LT) and Eoxins (EX),20cho-LTB4 is oxidised to 20cooh-LTB4 by ALDH,R-HSA-2161979,"[H+ [cytosol],O2 [cytosol],NADPH [cytosol],20cho-LTB4 [cytosol]]","[20cooh-LTB4 [cytosol],H2O [cytosol],NADP+ [cytosol]]",[ALDH [cytosol]]
Nicotinamide salvaging,RNLS:FAD oxidises dh-beta-NAD to NAD+,R-HSA-8956458,"[H+ [extracellular region],O2 [extracellular region],dh-beta-NAD [extracellular region]]","[NAD+ [extracellular region],H2O2 [extracellular region]]","[RNLS:FAD [extracellular region],FAD [extracellular region],RNLS [extracellular region]]"
Sphingolipid de novo biosynthesis,ceramide + H2O <=> stearate + sphingosine [endoplasmic reticulum],R-HSA-428231,"[H2O [cytosol],CERA [endoplasmic reticulum membrane]]","[SPG [endoplasmic reticulum membrane],STEA [early endosome]]",[ACER1 [endoplasmic reticulum membrane]]
eNOS activation,Uncoupled eNOS favours the formation of superoxide,R-HSA-1497810,"[O2 [cytosol],NADPH [cytosol]]","[O2.- [cytosol],NADP+ [cytosol]]","[p-S1177-eNOS:CaM:HSP90:p-AKT1:BH2 [plasma membrane],HSP90AA1 [cytosol],p-T308,S473-AKT1 [cytosol],CALM1:4xCa2+ [cytosol],CALM1 [cytosol],Ca2+ [cytosol],BH2 [cytosol],p-S1177-eNOS dimer [plasma membrane],heme [cytosol],Zn2+ [cytosol],FMN [cytosol],2xPalmC-MyrG-p-S1177-NOS3 [plasma membrane],FAD [cytosol],BH4 [cytosol]]"
Serotonin and melatonin biosynthesis,Tryptophan is hydroxylated,R-HSA-209828,"[BH4 [cytosol],L-Trp [cytosol],O2 [cytosol]]","[4aOH-BH4 [cytosol],5HTP [cytosol]]","[TPH:Fe++ [cytosol],Fe2+ [cytosol],TPH [cytosol],TPH1 [cytosol],TPH2 [cytosol]]"
Aryl hydrocarbon receptor signalling,AHRR binds ARNT,R-HSA-8936851,"[ARNT, ARNT2 [nucleoplasm],AHRR [nucleoplasm]]",[AHRR:ARNT [nucleoplasm]],[]
Biosynthesis of DPAn-3-derived protectins and resolvins,"PD1n-3, PD2n-3 translocate from cytosol to extracellular region",R-HSA-9031896,"[PD1n-3DPA,PD2n-3DPA [cytosol]]","[PD1n-3DPA,PD2n-3DPA [extracellular region]]",[]
Acetylcholine regulates insulin secretion,Gq alpha activates Phospholipase C beta,R-HSA-400023,"[G-alpha(q) 11,14,15,Q:GTP [plasma membrane],PLC beta1,2,3 [cytosol]]","[PLC beta1,2,3:G-alpha(q):GTP [plasma membrane]]",[]
Pyruvate metabolism,LDHAL6B reduces PYR to LACT,R-HSA-6807826,"[H+ [mitochondrial matrix],PYR [mitochondrial matrix],NADH [mitochondrial matrix]]","[NAD+ [mitochondrial matrix],LACT [mitochondrial matrix]]",[LDHAL6B [mitochondrial matrix]]
HS-GAG degradation,NAGLU hydrolyses Heparan sulfate chain(4),R-HSA-1678742,"[H2O [lysosomal lumen],Heparan sulfate chain(4) [lysosomal lumen]]","[Heparan sulfate chain(5) [lysosomal lumen],GlcNAc [lysosomal lumen]]",[NAGLU(59-743) [lysosomal lumen]]
Heme biosynthesis,Mitochondrial dALA translocates to cytosol,R-HSA-189456,[dALA [mitochondrial matrix]],[dALA [cytosol]],[]
Biosynthesis of E-series 18(S)-resolvins,GPX4-2 reduces 18(S)-HpEPE to 18(S)-HEPE,R-HSA-9018868,"[18(S)-HpEPE [cytosol],GSH [cytosol]]","[H2O [cytosol],18(S)-HEPE [cytosol],GSSG [cytosol]]",[GPX4-2 [cytosol]]
Phosphate bond hydrolysis by NTPDase proteins,NTPDase1 hydrolyzes nucleoside triphosphates,R-HSA-8850846,"[H2O [extracellular region],NTP [extracellular region]]","[NDP [extracellular region],Pi [extracellular region]]","[NTPDase1:Ca2+,Mg2+ [plasma membrane],Ca2+,Mg2+ [extracellular region],Mg2+ [extracellular region],Ca2+ [extracellular region],NTPDase1 [plasma membrane],ENTPD1 [plasma membrane]]"
Choline catabolism,DMGLY translocates from cytosol to mitochondrial matrix,R-HSA-6797962,[DMGLY [cytosol]],[DMGLY [mitochondrial matrix]],[]
Tryptophan catabolism,IDO2 dioxygenates L-Trp to NFK,R-HSA-888614,"[L-Trp [cytosol],O2 [cytosol]]",[NFK [cytosol]],"[IDO2 [cytosol],heme [cytosol]]"
Metabolism of folate and pterines,Cytosolic tetrahydrofolate import across the inner mitochondrial membrane,R-HSA-200680,[THF [cytosol]],[THF [mitochondrial matrix]],[SLC25A32 [mitochondrial inner membrane]]
Heme biosynthesis,4 PBGs bind to form HMB,R-HSA-189406,"[H2O [cytosol],PBG [cytosol]]","[HMBL [cytosol],NH4+ [cytosol]]","[HMBS:DIPY [cytosol],DIPY [cytosol],HMBS [cytosol]]"
Heme degradation,UGT1A4 transfers GlcA from UDP-GlcA to BIL to form BMG,R-HSA-159194,"[BIL [endoplasmic reticulum lumen],UDP-GlcA [endoplasmic reticulum lumen]]","[BMG [endoplasmic reticulum lumen],UDP [endoplasmic reticulum lumen]]",[UGT1A4 [endoplasmic reticulum membrane]]
Metabolism of folate and pterines,"Tetrahydrofolate polyglutamate (THF polyglutamate) + serine <=> 5,10-methyleneTHF polyglutamate + glycine",R-HSA-200735,"[L-Ser [cytosol],THFPG [cytosol]]","[Gly [cytosol],5,10-methylene-THFPG [cytosol]]","[SHMT1 tetramer [cytosol],PXLP-SHMT1 [cytosol]]"
The canonical retinoid cycle in rods (twilight vision),CYP4V2 omega-hydroxylates DHA to HDoHE,R-HSA-6786239,"[H+ [cytosol],DHA [endoplasmic reticulum membrane],O2 [cytosol],NADPH [cytosol]]","[H2O [cytosol],NADP+ [cytosol],hydroxydocosahexaenoic acid [endoplasmic reticulum membrane]]",[CYP4V2 [endoplasmic reticulum membrane]]
Glycogen synthesis,NHLRC1 mediated ubiquitination of EPM2A (laforin) and PPP1RC3 (PTG) associated with glycogen-GYG2,R-HSA-3780995,"[Ub [cytosol],EPM2A:PPP1R3C:glycogen-GYG2:GYS2-a tetramer [cytosol]]","[glycogen-GYG2:GYS2-a tetramer [cytosol],K48polyUb-EPM2A [cytosol],K48polyUb-PPP1R3C [cytosol]]",[NHLRC1 [cytosol]]
Gluconeogenesis,"ATP + 3-Phospho-D-glycerate <=> ADP + 1,3-bisphospho-D-glycerate",R-HSA-70486,"[ATP [cytosol],3PG [cytosol]]","[ADP [cytosol],1,3BPG [cytosol]]","[PGK complexes [cytosol],PGK2 complex [cytosol],PGK2 [cytosol],Mg2+ [cytosol],PGK1 complex [cytosol],PGK1 [cytosol]]"
PIPs transport between early endosome and Golgi membranes,"PI(3,5)P2 transports from the early endosome membrane to the Golgi membrane",R-HSA-1675896,"[PI(3,5)P2 [early endosome membrane]]","[PI(3,5)P2 [Golgi membrane]]",[]
Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR),GGT hydrolyses PCTR2 to PCTR3,R-HSA-9026907,"[H2O [cytosol],PCTR2 [cytosol]]","[PCTR3 [cytosol],Gly [cytosol]]",[GGT [cytosol]]
Synthesis of PA,"DDHD1,2 hydrolyse PA",R-HSA-6786650,"[H2O [cytosol],PA [plasma membrane]]","[1-acyl LPA [plasma membrane],LCFA(-) [plasma membrane]]","[DDHD1,2 [cytosol],DDHD1 [cytosol],DDHD2 [cytosol]]"
Cholesterol biosynthesis via lathosterol,SC5D desaturates LTHSOL to 7-dehydroCHOL,R-HSA-6807053,"[H+ [cytosol],LTHSOL [endoplasmic reticulum membrane],O2 [cytosol],NADPH [cytosol]]","[H2O [cytosol],NADP+ [cytosol],7-dehydroCHOL [endoplasmic reticulum membrane]]",[SC5D [endoplasmic reticulum membrane]]
Transport of organic anions,Transport (influx) of bile salts and acids by OATP-A,R-HSA-194130,[albumin:bile salt and acid (OATP-A) complex [extracellular region]],"[bile salts and acids (OATP-A) [cytosol],ALB [extracellular region]]",[SLCO1A2 [plasma membrane]]
eNOS activation,eNOS associates with Caveolin-1,R-HSA-203712,"[CAV1 [lipid droplet],palmitoylated, myristoylated eNOS dimer [plasma membrane]]",[eNOS:Caveolin-1 [plasma membrane]],[]
IPs transport between nucleus and ER lumen,IP6 transports from the nucleus to the ER lumen,R-HSA-1855187,[IP6 [nucleoplasm]],[IP6 [endoplasmic reticulum lumen]],[]
Hydrolysis of LPC,2-acyl LPC is hydrolyzed to GPCho by PLA2G4C,R-HSA-1482629,"[H2O [cytosol],2-acyl LPC [endoplasmic reticulum membrane]]","[GPCho [cytosol],LCFA(-) [endoplasmic reticulum membrane]]",[PLA2G4C [endoplasmic reticulum membrane]]
Biosynthesis of maresins,"Epoxide hydrolase hydrolyses 13(S),14(S)-epoxy-DHA to MaR1",R-HSA-9024973,"[H2O [cytosol],13(S),14(S)-epoxy-DHA [cytosol]]",[MaR1 [cytosol]],[Epoxide hydrolase [cytosol]]
Acyl chain remodelling of PE,PE is hydrolyzed to 1-acyl LPE by PLA2[16],R-HSA-1602398,"[PE [plasma membrane],H2O [extracellular region]]","[1-acyl LPE [plasma membrane],LCFA(-) [plasma membrane]]","[PLA2(16) [extracellular region],PLA2G2D:Ca2+ [extracellular region],Ca2+ [extracellular region],PLA2G2D [extracellular region],PLA2G10:Ca2+ [extracellular region],PLA2G10 [extracellular region],PLA2G2A:Ca2+ [extracellular region],PLA2G2A [extracellular region],PLA2G3:Ca2+ [extracellular region],PLA2G3 [extracellular region],PLA2G1B:Ca2+ [extracellular region],PLA2G1B [extracellular region],PLA2G2F:Ca2+ [extracellular region],PLA2G2F [extracellular region],PLA2G12A:Ca2+ [extracellular region],PLA2G12A [extracellular region],PLA2G2E:Ca2+ [extracellular region],PLA2G2E [extracellular region],PLA2G5:Ca2+ [extracellular region],PLA2G5 [extracellular region],PLA2R1(21-?) [extracellular region]]"
Glycolysis,alpha-D-glucose 6-phosphate <=> D-fructose 6-phosphate,R-HSA-70471,[G6P [cytosol]],[Fru(6)P [cytosol]],"[GPI dimer [cytosol],GPI [cytosol]]"
Methylation,GSTO1 dimer reduces methylarsonate to methylarsonite,R-HSA-5696230,"[GSH [cytosol],methylarsonate [cytosol]]","[H2O [cytosol],methylarsonite [cytosol],GSSG [cytosol]]","[GSTO1 dimer [cytosol],GSTO1 [cytosol]]"
Hyaluronan uptake and degradation,"GUSB tetramer hydrolyses GlcA-β1,3-GlcNAc",R-HSA-2162226,"[H2O [lysosomal lumen],GlcA-β1,3-GlcNAc [lysosomal lumen]]","[GlcNAc [lysosomal lumen],GlcA [lysosomal lumen]]","[GUSB tetramer [lysosomal lumen],GUSB [lysosomal lumen]]"
Phenylalanine metabolism,q-dihydrobiopterin + NADH + H+ => tetrahydrobiopterin + NAD+,R-HSA-71130,"[H+ [cytosol],qDHB [cytosol],NADH [cytosol]]","[BH4 [cytosol],NAD+ [cytosol]]","[QDPR dimer [cytosol],QDPR [cytosol]]"
Acetylcholine regulates insulin secretion,"Activated Phospholipase C beta-1 hydrolyzes 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate",R-HSA-399998,"[H2O [cytosol],PI(4,5)P2 [plasma membrane]]","[I(1,4,5)P3 [cytosol],DAG [plasma membrane]]","[PLC beta1,2,3:G-alpha(q):GTP [plasma membrane],PLC beta1,2,3 [cytosol],PLCB3 [cytosol],PLCB1 [cytosol],PLCB2 [cytosol],G-alpha(q) 11,14,15,Q:GTP [plasma membrane],G(q) alpha 11,14,15,Q [plasma membrane],GNA11 [plasma membrane],GNA15 [plasma membrane],GNAQ [plasma membrane],GNA14 [plasma membrane],GTP [cytosol]]"
Synthesis of 15-eicosatetraenoic acid derivatives,Arachidonic acid is oxidised to 15R-HETE by Acetyl-PTGS2,R-HSA-2161951,"[H+ [cytosol],O2 [cytosol],AA [cytosol],NADPH [cytosol]]","[H2O [cytosol],NADP+ [cytosol],15R-HETE [cytosol]]","[Ac-PTGS2 dimer [endoplasmic reticulum membrane],O-acetyl-L-serine-PTGS2 [endoplasmic reticulum membrane],PTGS2 [endoplasmic reticulum membrane],heme b [endoplasmic reticulum membrane]]"
Synthesis of PIPs at the early endosome membrane,"PI(3,5)P2 is dephosphorylated to PI3P by FIG4 at the early endosome membrane",R-HSA-1676174,"[H2O [cytosol],PI(3,5)P2 [early endosome membrane]]","[Pi [cytosol],PI3P [early endosome membrane]]","[PIKFYVE:VAC14:FIG4 [early endosome membrane],PIKFYVE [early endosome membrane],FIG4 [early endosome membrane],VAC14 [early endosome membrane]]"
Abacavir metabolism,abacavir + AMP => abacavir monophosphate + adenosine,R-HSA-2161193,"[abacavir [cytosol],AMP [cytosol]]","[abacavir monophosphate [cytosol],Ade-Rib [cytosol]]",[adenosine phosphotransferase [cytosol]]
Acyl chain remodelling of PI,PI is hydrolyzed to 1-acyl LPI by PLA2[12],R-HSA-1482868,"[H2O [cytosol],PI [endoplasmic reticulum membrane]]","[1-acyl LPI [endoplasmic reticulum membrane],LCFA(-) [endoplasmic reticulum membrane]]","[PLA2(12) [endoplasmic reticulum membrane],PLA2G2A:Ca2+ [endoplasmic reticulum membrane],PLA2G2A [endoplasmic reticulum membrane],Ca2+ [endoplasmic reticulum membrane],PLA2G4C [endoplasmic reticulum membrane]]"
PPARA activates gene expression,Expression of HMGCS2,R-HSA-1989760,[HMGCS2 gene [nucleoplasm]],[HMGCS2 [mitochondrial matrix]],"[PPARA:RXRA Coactivator complex [nucleoplasm],TBL1XR1 [nucleoplasm],Coactivators of PPARalpha [nucleoplasm],HELZ2 [nucleoplasm],CHD9 [nucleoplasm],NCOA1 [nucleoplasm],TGS1 [nucleoplasm],CREBBP [nucleoplasm],NCOA2 [nucleoplasm],NCOA6 [nucleoplasm],SMARCD3 [nucleoplasm],CARM1 [nucleoplasm],MED1 [nucleoplasm],Activated PPARA:RXRA [nucleoplasm],RXRA [nucleoplasm],PPARA:fatty acid (Activated PPARA) [nucleoplasm],Ligands of PPARA [nucleoplasm],Palm [nucleoplasm],EPA [nucleoplasm],ALA [nucleoplasm],LINA [nucleoplasm],AA [nucleoplasm],PPARA [nucleoplasm],Peroxisome Proliferator Receptor Element (PPRE) [nucleoplasm],TBL1X [nucleoplasm]]"
Digestion,ALPI dimer hydrolyses phosphate monoesters,R-HSA-8878787,"[H2O [extracellular region],phosphate monoester [extracellular region]]","[Alcohol [extracellular region],Pi [extracellular region]]","[ALPI:2Ca2+:Mg2+ dimer [plasma membrane],Zn2+ [plasma membrane],ALPI [plasma membrane],Ca2+ [plasma membrane]]"
Cytosolic sulfonation of small molecules,lithocholate + PAPS => lithocholate sulfate + PAP,R-HSA-176588,"[LCA [cytosol],PAPS [cytosol]]","[lithocholate sulfate [cytosol],PAP [cytosol]]","[SULT2A1 dimer [cytosol],SULT2A1 [cytosol]]"
Collagen degradation,PXLP-K278-PHYKPL tetramer hydrolyses 5PHL,R-HSA-5696408,"[5PHL [mitochondrial matrix],H2O [mitochondrial matrix]]","[Pi [mitochondrial matrix],NH3 [mitochondrial matrix],2AMAS [mitochondrial matrix]]","[PXLP-K278-PHYKPL tetramer [mitochondrial matrix],PXLP-K278-PHYKPL [mitochondrial matrix]]"
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,"3,7,24THCA is conjugated with Coenzyme A (SLC27A5 BACS)",R-HSA-193711,"[ATP [cytosol],CoA-SH [cytosol],3,7,24THCA [cytosol]]","[PPi [cytosol],H2O [cytosol],3,7,24THCA-CoA [cytosol],AMP [cytosol]]",[SLC27A5 [endoplasmic reticulum membrane]]
Reversible hydration of carbon dioxide,Carbonic anhydrase dehydrates bicarbonate (mitochondria),R-HSA-1475028,"[HCO3- [mitochondrial matrix],H+ [mitochondrial matrix]]","[H2O [mitochondrial matrix],CO2 [mitochondrial matrix]]","[CA5A,B:Zinc [mitochondrial matrix],CA5A:Zinc [mitochondrial matrix],CA5A [mitochondrial matrix],Zn2+ [mitochondrial matrix],CA5B:Zinc [mitochondrial matrix],CA5B [mitochondrial matrix]]"
Biosynthesis of maresin-like SPMs,Maresin-like SPMs translocate from cytosol to extracellular region,R-HSA-9031803,[Maresin-like SPMs [cytosol]],[Maresin-like SPMs [extracellular region]],[]
alpha-linolenic acid (ALA) metabolism,Oxidation of tetracosapentaenoyl-CoA to delta2-tetracosaheptaenoyl-CoA,R-HSA-2066787,"[O2 [peroxisomal matrix],THA-CoA [peroxisomal matrix]]","[H2O2 [peroxisomal matrix],delta2-THA-CoA [peroxisomal matrix]]","[ACOX1 dimer [peroxisomal matrix],ACOX1:FAD complex [peroxisomal matrix],ACOX1-2 [peroxisomal matrix],FAD [peroxisomal matrix]]"
Biosynthesis of D-series resolvins,ALOX5 oxidises 17(S)-HDHA to 7(S)-Hp-17(S)-HDHA,R-HSA-9020282,"[O2 [cytosol],17(S)-HDHA [cytosol]]",[7(S)-Hp-17(S)-HDHA [cytosol]],[ALOX5 [cytosol]]
Lactose synthesis,B4GALT1:LALBA transfers Gal from UDP-Gal to Glc to form Lac,R-HSA-5653878,"[UDP-Gal [Golgi lumen],Glc [Golgi lumen]]","[Lac [Golgi lumen],UDP [Golgi lumen]]","[B4GALT1:LALBA [Golgi membrane],B4GALT1 [Golgi membrane],LALBA [Golgi membrane]]"
Thyroxine biosynthesis,Tyrosine is monoiodinated,R-HSA-209815,"[I2 [extracellular region],L-Tyr [extracellular region]]","[HI [extracellular region],MIT [extracellular region]]",[TPO [plasma membrane]]
